,life cycle,rez_1.0,rez_345.44827586206895,rez_689.8965517241379,rez_1034.344827586207,rez_1378.7931034482758,rez_1723.2413793103447,rez_2067.689655172414,rez_2412.137931034483,rez_2756.5862068965516,rez_3101.0344827586205,rez_3445.4827586206893,rez_3789.9310344827586,rez_4134.379310344828,rez_4478.827586206897,rez_4823.275862068966,rez_5167.724137931034,rez_5512.172413793103,rez_5856.620689655172,rez_6201.068965517241,rez_6545.51724137931,rez_6889.965517241379,rez_7234.413793103448,rez_7578.862068965517,rez_7923.310344827586,rez_8267.758620689656,rez_8612.206896551725,rez_8956.655172413793,rez_9301.103448275862,rez_9645.551724137931,rez_9990.0,imz_1.0,imz_345.44827586206895,imz_689.8965517241379,imz_1034.344827586207,imz_1378.7931034482758,imz_1723.2413793103447,imz_2067.689655172414,imz_2412.137931034483,imz_2756.5862068965516,imz_3101.0344827586205,imz_3445.4827586206893,imz_3789.9310344827586,imz_4134.379310344828,imz_4478.827586206897,imz_4823.275862068966,imz_5167.724137931034,imz_5512.172413793103,imz_5856.620689655172,imz_6201.068965517241,imz_6545.51724137931,imz_6889.965517241379,imz_7234.413793103448,imz_7578.862068965517,imz_7923.310344827586,imz_8267.758620689656,imz_8612.206896551725,imz_8956.655172413793,imz_9301.103448275862,imz_9645.551724137931,imz_9990.0
0,204.0,21.56381002103685,13.409698750333542,11.99450180779497,11.263589549575164,10.779457272365253,10.422469853603339,10.142329943611037,9.91194115462712,9.71587772675666,9.544630748958891,9.389490229683261,9.246895544516978,9.115449204686431,8.993761179066027,8.880462145860164,8.774605095379085,8.675637343659545,8.583021310541746,8.496219415865893,8.414694079472186,8.337907721200835,8.265322760892037,8.196401618385998,8.130606713522921,8.067400466143008,8.006245296086465,7.946603623193493,7.887937867304294,7.829710448259075,7.771383785898037,2.209682095310343,3.119440648399009,2.8957419770210118,2.717747514687409,2.6097247837341735,2.5353125290086576,2.47624141278495,2.430772560601209,2.3963783425417375,2.3700469762849146,2.3489194863813765,2.331214044263202,2.3156013070263493,2.300753491760866,2.285385037683405,2.2690713928025636,2.2521919553635863,2.235156917205786,2.2183764701684754,2.2022608060909667,2.1872201168125747,2.173664594172611,2.162004430010389,2.1526498161652214,2.146010944476422,2.1424980067833026,2.142521194925177,2.1464907007413574,2.1548167160711573,2.16790943275389
1,188.0,21.925732604125088,14.151867216285625,13.041581612352095,12.430083029006816,12.006179124150707,11.685678164623218,11.426588714367524,11.202910634049154,11.003324043739303,10.824013178110462,10.661365431487734,10.512735155578358,10.37588289957341,10.248570613074461,10.128603470036833,10.01466809098382,9.90627413005181,9.802962765919165,9.704275177264256,9.609752542765436,9.518936041101085,9.431366850949559,9.346586150989229,9.26413511989845,9.183554936355595,9.10438677903903,9.026171826627117,8.94845125779822,8.870766251230709,8.792657985602942,2.4533279574333164,2.5970583756760015,2.4700324410001513,2.4189646859076417,2.39317583378374,2.382620295666128,2.3833766116412964,2.3886220810782706,2.395325960848328,2.4024285837178243,2.409008567717504,2.4149817799549838,2.420615797421558,2.4261794096670264,2.4319237453221207,2.4377397852037124,2.443182229102411,2.4477928962834596,2.4511136060120995,2.4526861775535727,2.452052430173124,2.4487541831359945,2.4423332557074273,2.432331467152664,2.4182906367369483,2.399752583725523,2.3762591273836295,2.347352086976511,2.312573281769411,2.27146453102757
2,89.0,22.71773755656008,14.60746921984797,13.443902143891851,12.791000152901782,12.326290636572677,11.96674607660703,11.676222077939505,11.42767214863022,11.20816803622962,11.012027559269816,10.833981764783614,10.671186183052923,10.521814816335404,10.384045178182866,10.256080949194367,10.136659417807977,10.025016118417515,9.920405669662332,9.822082690181771,9.729301798615177,9.641317613601908,9.557384753781303,9.476757837792714,9.398691484275485,9.322440311868966,9.247258939212504,9.172401984945449,9.097124067707142,9.020679806136938,8.942323818874181,2.806378808253248,2.6353463697993,2.5823145884542327,2.5503036299646684,2.53357099431627,2.5231855796628975,2.514994034006477,2.50792183557475,2.501307599837185,2.49468888647741,2.4876461045594707,2.4800426042638097,2.471860593097659,2.463082688341953,2.453685608405012,2.4435257797629726,2.4323473086366634,2.4198899990597975,2.405893655066088,2.390098080689247,2.3722430799629888,2.352068456921026,2.3293140155970713,2.3037195600248386,2.2750248942380407,2.2429698222703904,2.2072941481556017,2.1677376759273863,2.1240402096194586,2.0759415532655314
3,151.0,21.169408409178295,13.21100898690262,12.07676543043876,11.453670656804176,11.019756651887132,10.68901392510445,10.423195996834913,10.198124824762024,10.001803131348453,9.828456361879821,9.672712688786245,9.531611061726737,9.403203144739061,9.285544093305191,9.176719985939718,9.0754474947607,8.981032096415806,8.892801820450696,8.810084696411021,8.732208753842434,8.658502022290591,8.58829253130115,8.52090831041976,8.455677389192076,8.391927797163754,8.328987563880451,8.266184718887818,8.202847291731509,8.13830331195718,8.071880809110487,2.8399388726588057,2.557558489286728,2.4623661519715223,2.3887442588954255,2.3417708978032503,2.3113695498153435,2.289334633919104,2.2706745655549976,2.25362594570029,2.23807693667457,2.223880419551928,2.2105526748047852,2.19746858441169,2.1840025428643326,2.1695555965502824,2.154072286903819,2.138004633303132,2.1218240929834953,2.1060021231801827,2.0910101811284667,2.0773197240636216,2.065402209220922,2.055729093835641,2.048771835143052,2.045001890378429,2.0448907167770463,2.0489097715741766,2.057530512005094,2.0712243953050726,2.090462878709386
4,130.0,21.821985711743327,13.65066584570441,12.417608683804792,11.74393885091306,11.276762580525471,10.924685168495234,10.646076292579458,10.410858614317611,10.205373922973386,10.024386463638095,9.862949686784658,9.717622554699208,9.585596461998144,9.464064983677863,9.35028787909768,9.24287456294979,9.141694664379994,9.04666608235298,8.957706715833444,8.874734463786071,8.79766722517556,8.7264228989666,8.660919384123883,8.601074579612094,8.546806384395934,8.498032697440092,8.454671417709257,8.41664044416812,8.383857675781378,8.356241011513719,2.81760305016692,2.73088565146495,2.6394565360326436,2.560472358593028,2.496296938745276,2.449632341137354,2.418579403110865,2.393534920703343,2.371092991459536,2.351082889859612,2.333317677042476,2.317314372610019,2.3024656356393813,2.288163696461112,2.273815083484235,2.2591178966765426,2.244042485285824,2.228569626486164,2.2126800974516487,2.196354675356361,2.179574137374388,2.162319260679813,2.144570822446722,2.126309599849199,2.1075163700613304,2.0881719102572007,2.068256997610894,2.0477524092964963,2.026638922488092,2.004897314359766
5,161.0,21.970277561905498,13.741378941087133,12.732648024986759,12.18441841663437,11.813377613747706,11.525606767296457,11.284547738182834,11.076802481411022,10.894245179615833,10.73136393098556,10.583041820452504,10.446725561866772,10.320938793082785,10.204208864768905,10.095091168052933,9.992712905196724,9.896735196002643,9.806839610842337,9.722707720087444,9.644021094109602,9.570461303280462,9.501709917971658,9.437448508554834,9.37735864540163,9.321121898883689,9.268419839372653,9.218934037240162,9.172346062857859,9.128337486597383,9.086589878830377,2.7002078020744373,2.4241456714125578,2.258086215202601,2.177149684242232,2.149583518470065,2.141009949839324,2.135694688208104,2.1331833092652213,2.132610840330912,2.1328292253544907,2.132770763980484,2.1319358151607752,2.1300633670418727,2.1268932304706762,2.122182209492804,2.1160336395741393,2.1088744231637757,2.1011438562519507,2.093281234828901,2.0857258548848643,2.078917012410078,2.0732940033947784,2.069296123829204,2.0673626697035905,2.0679329370081763,2.071446221733198,2.0783418198688937,2.0890590274054994,2.104037140333253,2.123715454642391
6,33.0,25.71029808494678,16.606620395022393,15.345361584283898,14.593629234954228,14.056163182947957,13.635592854420473,13.286571917830857,12.986030704165257,12.721787333287814,12.487176942888155,12.27593514511442,12.084233143699217,11.909265280717749,11.748229425627178,11.598384848090273,11.458242912846465,11.32748410409437,11.205833686652602,11.093016925339771,10.988759084974488,10.892785430375374,10.804821226361032,10.724591737750082,10.651822229361127,10.586237966012792,10.527564212523682,10.475526233712412,10.429849294397592,10.390258659397837,10.356479593531759,3.121795487853929,2.887372140793381,2.8966003935099827,2.8907723993425547,2.8997775456465664,2.909234386288297,2.910950832841692,2.909363684477325,2.9056489624139914,2.899240538594734,2.8896638099392953,2.877172238565537,2.8623251307340185,2.845682847136618,2.827796338428446,2.809024662410282,2.7895477006571885,2.769538471782178,2.749169994398267,2.728615287118468,2.7080473685557984,2.68763925732327,2.6675639720339,2.6479945313007005,2.6291039537366876,2.6110652579548757,2.5940514625682796,2.5782355861899133,2.563790647432792,2.550889664909929
7,59.0,25.23897528477309,16.373452388898354,14.932971037781297,14.062253447891607,13.463593855555075,13.006371221431625,12.629494929249377,12.308784298808483,12.029792786512973,11.782927172148081,11.559342169815544,11.355052397326991,11.168114010927145,10.996590205288992,10.838560756978517,10.692443586487354,10.556972349630184,10.430892795787837,10.312950674341147,10.201891734670944,10.09646172615806,9.995406398183325,9.897471500127573,9.801402781371628,9.705945991296332,9.60984687928251,9.511851194710994,9.410704686962617,9.30515310541821,9.193942199458602,3.2167987548930017,3.1460955646649245,3.206985778253442,3.194199693028193,3.1742328015927246,3.1597070201353388,3.14876586755652,3.136336123038082,3.12122190748872,3.1042439655649576,3.086161784897904,3.067199005493178,3.0473541695793482,3.0266250433356423,3.005017673497302,2.9827069668760564,2.960025500100396,2.9373118890038685,2.914904749420021,2.8931426971823995,2.872364348124552,2.8529083180800248,2.835113222882365,2.8193176783651195,2.805860300361835,2.795079704706059,2.787314507231339,2.78290332377122,2.7821847701592506,2.785497462228977
8,102.0,24.98305563451835,16.218506943161525,14.715982068734027,13.858601676122396,13.253585249809554,12.794338726693537,12.431876759286808,12.129436703189068,11.868843247629686,11.641459738712179,11.439244055738776,11.257692922557402,11.093789653611182,10.94452268852782,10.806930535156223,10.679072710520296,10.55996207913071,10.448648021434275,10.344179917877808,10.245607148908121,10.15197909497204,10.062345136516374,9.975754653987936,9.891257027833545,9.807901638500018,9.724737866434172,9.64081509208282,9.555182695892778,9.466890058310863,9.374986559783888,3.351620339540904,3.216682506531548,3.2174463389595984,3.159141977962227,3.0917606617314255,3.0369678514267453,2.9958316606203033,2.9576299931997663,2.9192988553714256,2.8817825818112985,2.84595038826077,2.8119267369305656,2.779523235488025,2.74855041300004,2.7188248402438426,2.6902862927268902,2.662989585980562,2.636993941898269,2.6123585823734246,2.5891427292994362,2.5674056045697196,2.547206430077684,2.5286044277167417,2.5116588193803024,2.496428826961779,2.482973672354583,2.471352577452125,2.461624764147817,2.4538494543350704,2.448085869907296
9,225.0,19.27724152138567,12.946709863978363,11.937505526196759,11.31379230228401,10.860267014994507,10.508826413709391,10.22498923501575,9.984178833902662,9.775757572558327,9.591926271840418,9.426331533528053,9.276059719767137,9.138697701882082,9.011832351197308,8.893287344695588,8.782258346485088,8.678433944957455,8.581503371613433,8.491155857953766,8.407080635479202,8.328966935690483,8.256503990088357,8.189381030173566,8.127287287446851,8.069911993408963,8.016944379560643,7.968073677402637,7.92298911843569,7.881379934160545,7.842935356077948,2.384562854942,2.194060413245582,2.312676663295374,2.3494588374812824,2.3613622593762615,2.3648960512662534,2.363861036156916,2.3599367809374914,2.3540501644256557,2.3469745459275906,2.3393339304302607,2.3313969834219463,2.3233806660099177,2.3155019393014458,2.3079031006090043,2.3002938656678595,2.2922285333292085,2.2832611996747496,2.2729459607861795,2.260836912745197,2.2464881516334985,2.229453773532782,2.2092878745247457,2.1855445506910858,2.1577778981135007,2.1255420128736873,2.088390991053344,2.045878928734168,1.9975599219978561,1.9429880669261068
