cycle number	time/s	Ecell/V	I/mA	Capacity/mA.h	
5.000000000000000E+000	1.204360678737955E+005	3.4424443E+000	8.7970656E-001	4.887258675363329E-007
5.000000000000000E+000	1.204361078737977E+005	3.4475625E+000	8.7982476E-001	1.026475313636992E-005
5.000000000000000E+000	1.204362578738050E+005	3.4525628E+000	8.7968689E-001	4.692537536223729E-005
5.000000000000000E+000	1.204366518738249E+005	3.4576023E+000	8.7990350E-001	1.432219872872035E-004
5.000000000000000E+000	1.204375658738709E+005	3.4626024E+000	8.7994289E-001	3.666114290886455E-004
5.000000000000000E+000	1.204392738739569E+005	3.4676027E+000	8.7974596E-001	7.840595183107588E-004
5.000000000000000E+000	1.204418458740863E+005	3.4726028E+000	8.7984443E-001	1.412677557898892E-003
5.000000000000000E+000	1.204454118742654E+005	3.4776030E+000	8.8002169E-001	2.284235594636864E-003
5.000000000000000E+000	1.204502438745084E+005	3.4826033E+000	8.7982476E-001	3.465217853585879E-003
5.000000000000000E+000	1.204568778748421E+005	3.4876034E+000	8.7996262E-001	5.086623733242352E-003
5.000000000000000E+000	1.204665158753269E+005	3.4926035E+000	8.7996262E-001	7.442235395312309E-003
5.000000000000000E+000	1.204830198761569E+005	3.4976039E+000	8.8000196E-001	1.147596013887061E-002
5.000000000000000E+000	1.205130198776657E+005	3.5018559E+000	8.7990350E-001	1.880822315312094E-002
5.000000000000000E+000	1.205430198791744E+005	3.5037851E+000	8.7986410E-001	2.614049688869052E-002
5.000000000000000E+000	1.205730198806832E+005	3.5048876E+000	8.7990350E-001	3.347279058234559E-002
5.000000000000000E+000	1.206030198821919E+005	3.5053599E+000	8.7982476E-001	4.080508573240704E-002
5.000000000000000E+000	1.206330198837006E+005	3.5057144E+000	8.7988383E-001	4.813737378150225E-002
5.000000000000000E+000	1.206630198852094E+005	3.5059111E+000	8.7990350E-001	5.546965975337559E-002
5.000000000000000E+000	1.206930198867181E+005	3.5061080E+000	8.7980503E-001	6.280195707983441E-002
5.000000000000000E+000	1.207230198882269E+005	3.5061867E+000	8.7982476E-001	7.013424148380756E-002
5.000000000000000E+000	1.207530198897356E+005	3.5063837E+000	8.7992322E-001	7.746652313248979E-002
5.000000000000000E+000	1.207830198912444E+005	3.5064623E+000	8.7972623E-001	8.479879282189741E-002
5.000000000000000E+000	1.208130198927531E+005	3.5067379E+000	8.7982476E-001	9.213108200960690E-002
5.000000000000000E+000	1.208430198942618E+005	3.5068562E+000	8.7976563E-001	9.946336174186735E-002
5.000000000000000E+000	1.208730198957706E+005	3.5071318E+000	8.7990350E-001	1.067956410477559E-001
5.000000000000000E+000	1.209030198972793E+005	3.5074074E+000	8.7988383E-001	1.141279228479664E-001
5.000000000000000E+000	1.209330198987881E+005	3.5076830E+000	8.8002169E-001	1.214602098899749E-001
5.000000000000000E+000	1.209630199002968E+005	3.5079584E+000	8.7990350E-001	1.287925149423546E-001
5.000000000000000E+000	1.209930199018056E+005	3.5083523E+000	8.7982476E-001	1.361247932736410E-001
5.000000000000000E+000	1.210230199033143E+005	3.5087459E+000	8.7982476E-001	1.434570876590411E-001
5.000000000000000E+000	1.210530199048230E+005	3.5090609E+000	8.7980503E-001	1.507893703796135E-001
5.000000000000000E+000	1.210830199063318E+005	3.5094154E+000	8.7988383E-001	1.581216437669264E-001
5.000000000000000E+000	1.211130199078405E+005	3.5099664E+000	8.7988383E-001	1.654539097462429E-001
5.000000000000000E+000	1.211430199093493E+005	3.5102816E+000	8.8000196E-001	1.727861952224705E-001
5.000000000000000E+000	1.211730199108580E+005	3.5107145E+000	8.7978536E-001	1.801184747462471E-001
5.000000000000000E+000	1.212030199123668E+005	3.5111082E+000	8.7986410E-001	1.874507193670339E-001
5.000000000000000E+000	1.212330199138755E+005	3.5116200E+000	8.7994289E-001	1.947829666123456E-001
