cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm
2.0,9997.999,7.9090366,2.106385
2.0,6812.999,8.4204397,2.2783194
2.0,4642.0,9.0239,2.2806933
2.0,3162.0007,9.5806808,2.2631586
2.0,2154.0,10.112948,2.2548819
2.0,1467.9995,10.632639,2.2811556
2.0,998.00061,11.151869,2.3381858
2.0,680.99933,11.712618,2.4353614
2.0,463.99887,12.301959,2.5483088
2.0,316.00006,12.957834,2.663379
2.0,215.00046,13.665176,2.7628982
2.0,146.99995,14.408195,2.8094378
2.0,102.00077,15.121783,2.8026609
2.0,68.000511,15.924441,2.73331
2.0,46.000347,16.666479,2.5932209
2.0,32.00024,17.294479,2.408107
2.0,22.000166,17.851025,2.1718116
2.0,14.99895,18.326256,1.9384048
2.0,10.000075,18.731682,1.7533829
2.0,6.998889,19.024405,1.6351448
2.0,4.9988737,19.281914,1.5922068
2.0,2.9988587,19.66502,1.652534
2.0,2.000015,19.955639,1.7976091
2.0,0.99884343,20.537376,2.393559
2.0,0.99884343,20.53653,2.3326371
2.0,0.0,0.0,0.0
3.0,9997.999,7.7590685,2.1107063
3.0,6812.999,8.1721087,2.1638396
3.0,4642.0,8.7344627,2.1380627
3.0,3162.0007,9.26406,2.0971336
3.0,2154.0,9.7591352,2.0617518
3.0,1467.9995,10.221005,2.0432446
3.0,998.00061,10.684035,2.0743737
3.0,680.99933,11.140154,2.1428027
3.0,463.99887,11.645179,2.26016
3.0,316.00006,12.212075,2.390449
3.0,215.00046,12.833923,2.4911706
3.0,146.99995,13.485885,2.5767751
3.0,102.00077,14.155776,2.6217344
3.0,68.000511,14.893703,2.6126533
3.0,46.000347,15.610967,2.5580714
3.0,32.00024,16.248596,2.4397902
3.0,22.000166,16.852596,2.2728767
3.0,14.99895,17.380987,2.080209
3.0,10.000075,17.84811,1.8958052
3.0,6.998889,18.197409,1.7888925
3.0,4.9988737,18.477188,1.7483605
3.0,2.9988587,18.885756,1.7621026
3.0,2.000015,19.213551,1.9305092
3.0,0.99884343,19.974564,2.4319971
3.0,0.99884343,19.866184,2.450552
3.0,0.0,0.0,0.0
4.0,9997.999,7.3826075,2.267637
4.0,6812.999,8.043457,2.1205437
