cycle number	Ecell/V	Q charge/mA.h	Energy charge/W.h	
5.000000000000000E+000	3.4507921E+000	4.888408713870579E-007	1.686888204529188E-009
5.000000000000000E+000	3.4558313E+000	1.026514444086287E-005	3.547214397353471E-008
5.000000000000000E+000	3.4608703E+000	4.643941329585181E-005	1.606665954466339E-007
5.000000000000000E+000	3.4659095E+000	1.456757416327794E-004	5.046107266940416E-007
5.000000000000000E+000	3.4709487E+000	3.441480918063058E-004	1.193498071747985E-006
5.000000000000000E+000	3.4759879E+000	6.873202841149435E-004	2.386360463681173E-006
5.000000000000000E+000	3.4810271E+000	1.249008768565125E-003	4.341613314589474E-006
5.000000000000000E+000	3.4860663E+000	2.101563395162423E-003	7.313675302575286E-006
5.000000000000000E+000	3.4911053E+000	3.335906150837739E-003	1.162289586123389E-005
5.000000000000000E+000	3.4961445E+000	5.203312785194980E-003	1.815161935712372E-005
5.000000000000000E+000	3.5011837E+000	8.178451205823157E-003	2.856812564420710E-005
5.000000000000000E+000	3.5062230E+000	1.444454275882906E-002	5.053843973770417E-005
5.000000000000000E+000	3.5086243E+000	2.177728060566717E-002	7.626626204456110E-005
5.000000000000000E+000	3.5100417E+000	2.911001621044344E-002	1.020044698929661E-004
5.000000000000000E+000	3.5113409E+000	3.644275097416506E-002	1.277522010590819E-004
5.000000000000000E+000	3.5126793E+000	4.377546971400578E-002	1.535096906712237E-004
5.000000000000000E+000	3.5139785E+000	5.110820852435297E-002	1.792767770597237E-004
5.000000000000000E+000	3.5155926E+000	5.844094653520318E-002	2.050556963656260E-004
5.000000000000000E+000	3.5176792E+000	6.577368401060500E-002	2.308499145680676E-004
5.000000000000000E+000	3.5198839E+000	7.310641612718501E-002	2.566602800761568E-004
5.000000000000000E+000	3.5222065E+000	8.043914749032920E-002	2.824876744752415E-004
5.000000000000000E+000	3.5246475E+000	8.777187798735167E-002	3.083329645012132E-004
5.000000000000000E+000	3.5270488E+000	9.510460652798414E-002	3.341958560934237E-004
5.000000000000000E+000	3.5292535E+000	1.024373421323631E-001	3.600749387637659E-004
5.000000000000000E+000	3.5312612E+000	1.097700815655125E-001	3.859687570553569E-004
5.000000000000000E+000	3.5328360E+000	1.171028030615052E-001	4.118740592439111E-004
5.000000000000000E+000	3.5343320E+000	1.244355601243178E-001	4.377904574503428E-004
5.000000000000000E+000	3.5355918E+000	1.317683262539572E-001	4.637161255483800E-004
5.000000000000000E+000	3.5365760E+000	1.391010888083776E-001	4.896489978513726E-004
5.000000000000000E+000	3.5375602E+000	1.464338501577907E-001	5.155890827370500E-004
5.000000000000000E+000	3.5384657E+000	1.537666176555885E-001	5.415358292949017E-004
5.000000000000000E+000	3.5391350E+000	1.610993824401498E-001	5.674874736385408E-004
5.000000000000000E+000	3.5399618E+000	1.684321404007408E-001	5.934451568167932E-004
5.000000000000000E+000	3.5408278E+000	1.757649015894532E-001	6.194092011264126E-004
5.000000000000000E+000	3.5416152E+000	1.830976530865497E-001	6.453789856363184E-004
5.000000000000000E+000	3.5423238E+000	1.904303910852803E-001	6.713539181718222E-004
5.000000000000000E+000	3.5431900E+000	1.977631485410200E-001	6.973352710793268E-004
5.000000000000000E+000	3.5440562E+000	2.050958924471007E-001	7.233229274150526E-004
5.000000000000000E+000	3.5448041E+000	2.124286503972610E-001	7.493161178333845E-004
5.000000000000000E+000	3.5456309E+000	2.197614173264305E-001	7.753154030735258E-004
5.000000000000000E+000	3.5463789E+000	2.270941934438877E-001	8.013202052151315E-004
5.000000000000000E+000	3.5471268E+000	2.344269565341207E-001	8.273304454707081E-004
5.000000000000000E+000	3.5479536E+000	2.417597158634000E-001	8.533467353724017E-004
5.000000000000000E+000	3.5486622E+000	2.490924736495812E-001	8.793682156448926E-004
5.000000000000000E+000	3.5493708E+000	2.564252607253524E-001	9.053949957226354E-004
5.000000000000000E+000	3.5501189E+000	2.637580535884698E-001	9.314272824258007E-004
5.000000000000000E+000	3.5508275E+000	2.710908475340074E-001	9.574647688429462E-004
5.000000000000000E+000	3.5514967E+000	2.784236615820063E-001	9.835072340599147E-004
5.000000000000000E+000	3.5522447E+000	2.857564653387003E-001	1.009555147071206E-003
5.000000000000000E+000	3.5529139E+000	2.930892782260973E-001	1.035607999935664E-003
5.000000000000000E+000	3.5535045E+000	3.004220794338980E-001	1.061665141783283E-003
5.000000000000000E+000	3.5543313E+000	3.077548758940563E-001	1.087728329777532E-003
5.000000000000000E+000	3.5548429E+000	3.150876790566576E-001	1.113795293395877E-003
5.000000000000000E+000	3.5555911E+000	3.224204684854546E-001	1.139867694274120E-003
5.000000000000000E+000	3.5562603E+000	3.297532658751474E-001	1.165945030866356E-003
5.000000000000000E+000	3.5569296E+000	3.370860759950015E-001	1.192027320147181E-003
5.000000000000000E+000	3.5575202E+000	3.444188776292071E-001	1.218113909725168E-003
5.000000000000000E+000	3.5581107E+000	3.517516619068715E-001	1.244204768026673E-003
5.000000000000000E+000	3.5587406E+000	3.590844486670361E-001	1.270300254097400E-003
5.000000000000000E+000	3.5594492E+000	3.664172231872214E-001	1.296400892466709E-003
5.000000000000000E+000	3.5600398E+000	3.737499838077690E-001	1.322505811816758E-003
5.000000000000000E+000	3.5605907E+000	3.810827526094847E-001	1.348614800540175E-003
5.000000000000000E+000	3.5612602E+000	3.884155456898278E-001	1.374728784863541E-003
5.000000000000000E+000	3.5618112E+000	3.957483216086360E-001	1.400846748322221E-003
5.000000000000000E+000	3.5624018E+000	4.030811055026451E-001	1.426969070656598E-003
5.000000000000000E+000	3.5629923E+000	4.104138869568705E-001	1.453095714767583E-003
5.000000000000000E+000	3.5637009E+000	4.177466732768879E-001	1.479227572081204E-003
5.000000000000000E+000	3.5642915E+000	4.250794648805260E-001	1.505363778698160E-003
5.000000000000000E+000	3.5648820E+000	4.324123154380586E-001	1.531504525952886E-003
5.000000000000000E+000	3.5655906E+000	4.397451533173189E-001	1.557650423913457E-003
5.000000000000000E+000	3.5661812E+000	4.470779875355296E-001	1.583800639319482E-003
5.000000000000000E+000	3.5668111E+000	4.544108301305108E-001	1.609955503569968E-003
5.000000000000000E+000	3.5674410E+000	4.617436704588598E-001	1.636114978705758E-003
5.000000000000000E+000	3.5681496E+000	4.690765209075808E-001	1.662279685856674E-003
5.000000000000000E+000	3.5687008E+000	4.764093670032752E-001	1.688448419514298E-003
5.000000000000000E+000	3.5693700E+000	4.837422046635217E-001	1.714622030503587E-003
5.000000000000000E+000	3.5700393E+000	4.910750250202417E-001	1.740800487153859E-003
5.000000000000000E+000	3.5706298E+000	4.984078482346733E-001	1.766983284499034E-003
5.000000000000000E+000	3.5712991E+000	5.057406679813067E-001	1.793170976885249E-003
5.000000000000000E+000	3.5719683E+000	5.130734959637125E-001	1.819363606112647E-003
5.000000000000000E+000	3.5725982E+000	5.204063261420528E-001	1.845560862147413E-003
5.000000000000000E+000	3.5732675E+000	5.277391669883993E-001	1.871763063732064E-003
5.000000000000000E+000	3.5739763E+000	5.350720073727435E-001	1.897970461318308E-003
5.000000000000000E+000	3.5745666E+000	5.424048536429140E-001	1.924182208698443E-003
5.000000000000000E+000	3.5751965E+000	5.497376987753643E-001	1.950398570984700E-003
5.000000000000000E+000	3.5760233E+000	5.570705362086164E-001	1.976620968796087E-003
5.000000000000000E+000	3.5767713E+000	5.644033711711235E-001	2.002848842139230E-003
5.000000000000000E+000	3.5774798E+000	5.717361823202173E-001	2.029081826190690E-003
5.000000000000000E+000	3.5781887E+000	5.790690067136619E-001	2.055320055264664E-003
5.000000000000000E+000	3.5788972E+000	5.864018300812444E-001	2.081563476560017E-003
5.000000000000000E+000	3.5797634E+000	5.937346591265665E-001	2.107813269686400E-003
5.000000000000000E+000	3.5804327E+000	6.010674776818355E-001	2.134067932683341E-003
5.000000000000000E+000	3.5811412E+000	6.084002863805493E-001	2.160327756271264E-003
5.000000000000000E+000	3.5819681E+000	6.157330970366466E-001	2.186593649897988E-003
5.000000000000000E+000	3.5826373E+000	6.230659016687673E-001	2.212864429360170E-003
5.000000000000000E+000	3.5834639E+000	6.303987074379128E-001	2.239141274172718E-003
5.000000000000000E+000	3.5843301E+000	6.377315183691848E-001	2.265424488978852E-003
5.000000000000000E+000	3.5851173E+000	6.450643567952185E-001	2.291713575172088E-003
5.000000000000000E+000	3.5858262E+000	6.523971890196206E-001	2.318007836778414E-003
5.000000000000000E+000	3.5866134E+000	6.597300386603344E-001	2.344307933682235E-003
5.000000000000000E+000	3.5874009E+000	6.670628712914058E-001	2.370613744159566E-003
5.000000000000000E+000	3.5881882E+000	6.743957076212435E-001	2.396925340741004E-003
5.000000000000000E+000	3.5889361E+000	6.817285617566111E-001	2.423242485593572E-003
5.000000000000000E+000	3.5898023E+000	6.890614010599920E-001	2.449565928734956E-003
5.000000000000000E+000	3.5905898E+000	6.963942402095268E-001	2.475895145909718E-003
5.000000000000000E+000	3.5914557E+000	7.037270724916792E-001	2.502230688192030E-003
5.000000000000000E+000	3.5922432E+000	7.110599114553137E-001	2.528572029056098E-003
5.000000000000000E+000	3.5929518E+000	7.183927473472890E-001	2.554918554787000E-003
5.000000000000000E+000	3.5938966E+000	7.257255820251508E-001	2.581272004605241E-003
5.000000000000000E+000	3.5947235E+000	7.330584227169888E-001	2.607631539091061E-003
5.000000000000000E+000	3.5955894E+000	7.403912574497531E-001	2.633997401923284E-003
5.000000000000000E+000	3.5963769E+000	7.477240920936734E-001	2.660369039018167E-003
5.000000000000000E+000	3.5973217E+000	7.550569024124414E-001	2.686747517057209E-003
5.000000000000000E+000	3.5981090E+000	7.623897072073490E-001	2.713131748035471E-003
5.000000000000000E+000	3.5989752E+000	7.697225315594015E-001	2.739522400889391E-003
5.000000000000000E+000	3.5998807E+000	7.770553436802828E-001	2.765919649685929E-003
5.000000000000000E+000	3.6007862E+000	7.843882120972545E-001	2.792323741154952E-003
5.000000000000000E+000	3.6016521E+000	7.917210737658544E-001	2.818734158115482E-003
5.000000000000000E+000	3.6025970E+000	7.990539269714227E-001	2.845151473062212E-003
5.000000000000000E+000	3.6034238E+000	8.063867814208406E-001	2.871574855555375E-003
5.000000000000000E+000	3.6042111E+000	8.137196369313536E-001	2.898004014722364E-003
5.000000000000000E+000	3.6052742E+000	8.210524935702819E-001	2.924440973578214E-003
5.000000000000000E+000	3.6060221E+000	8.283853468515812E-001	2.950883404709789E-003
