cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
5.000000000000000E+000	9.9979990E+003	9.2164860E+000	1.8531556E+000
5.000000000000000E+000	6.8129990E+003	9.6851416E+000	2.2397859E+000
5.000000000000000E+000	4.6420000E+003	1.0270120E+001	2.4534132E+000
5.000000000000000E+000	3.1620007E+003	1.0894736E+001	2.6647394E+000
5.000000000000000E+000	2.1540000E+003	1.1580852E+001	2.8742609E+000
5.000000000000000E+000	1.4679995E+003	1.2332241E+001	3.1009538E+000
5.000000000000000E+000	9.9800061E+002	1.3174377E+001	3.2798562E+000
5.000000000000000E+000	6.8099933E+002	1.4077933E+001	3.4304028E+000
5.000000000000000E+000	4.6399887E+002	1.5021389E+001	3.4953816E+000
5.000000000000000E+000	3.1600006E+002	1.5971335E+001	3.4643807E+000
5.000000000000000E+000	2.1500046E+002	1.6874941E+001	3.3681946E+000
5.000000000000000E+000	1.4699995E+002	1.7718670E+001	3.2516544E+000
5.000000000000000E+000	1.0200077E+002	1.8498386E+001	3.0956008E+000
5.000000000000000E+000	6.8000511E+001	1.9303364E+001	2.9224644E+000
5.000000000000000E+000	4.6000347E+001	2.0017426E+001	2.6989543E+000
5.000000000000000E+000	3.2000240E+001	2.0619053E+001	2.5004523E+000
5.000000000000000E+000	2.2000166E+001	2.1163879E+001	2.3112524E+000
5.000000000000000E+000	1.4998950E+001	2.1648912E+001	2.1415787E+000
5.000000000000000E+000	1.0000075E+001	2.2091667E+001	2.0342326E+000
5.000000000000000E+000	6.9988890E+000	2.2450497E+001	2.0034685E+000
5.000000000000000E+000	4.9988737E+000	2.2774561E+001	2.0481884E+000
5.000000000000000E+000	2.9988587E+000	2.3298466E+001	2.2241912E+000
5.000000000000000E+000	2.0000150E+000	2.3739824E+001	2.4847159E+000
5.000000000000000E+000	9.9884343E-001	2.4693773E+001	3.3691747E+000
5.000000000000000E+000	9.9884343E-001	2.4633799E+001	3.2742498E+000
5.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
6.000000000000000E+000	9.9979990E+003	8.8506222E+000	1.8409389E+000
6.000000000000000E+000	6.8129990E+003	9.3771248E+000	2.1927321E+000
6.000000000000000E+000	4.6420000E+003	9.9755630E+000	2.3192325E+000
6.000000000000000E+000	3.1620007E+003	1.0591581E+001	2.4219766E+000
6.000000000000000E+000	2.1540000E+003	1.1205015E+001	2.5017164E+000
6.000000000000000E+000	1.4679995E+003	1.1816003E+001	2.6056068E+000
6.000000000000000E+000	9.9800061E+002	1.2467820E+001	2.7104664E+000
6.000000000000000E+000	6.8099933E+002	1.3157559E+001	2.8191993E+000
6.000000000000000E+000	4.6399887E+002	1.3888193E+001	2.9025011E+000
6.000000000000000E+000	3.1600006E+002	1.4660402E+001	2.9520762E+000
6.000000000000000E+000	2.1500046E+002	1.5431472E+001	2.9587207E+000
6.000000000000000E+000	1.4699995E+002	1.6198582E+001	2.9264956E+000
6.000000000000000E+000	1.0200077E+002	1.6902407E+001	2.8639379E+000
6.000000000000000E+000	6.8000511E+001	1.7685822E+001	2.7788415E+000
6.000000000000000E+000	4.6000347E+001	1.8393213E+001	2.6456289E+000
6.000000000000000E+000	3.2000240E+001	1.9003098E+001	2.4864058E+000
6.000000000000000E+000	2.2000166E+001	1.9578588E+001	2.3060989E+000
6.000000000000000E+000	1.4998950E+001	2.0088156E+001	2.1260235E+000
6.000000000000000E+000	1.0000075E+001	2.0538313E+001	1.9981842E+000
6.000000000000000E+000	6.9988890E+000	2.0908348E+001	1.9447931E+000
6.000000000000000E+000	4.9988737E+000	2.1219179E+001	1.9505432E+000
6.000000000000000E+000	2.9988587E+000	2.1712385E+001	2.0939584E+000
6.000000000000000E+000	2.0000150E+000	2.2152384E+001	2.3317630E+000
6.000000000000000E+000	9.9884343E-001	2.3004368E+001	2.9407246E+000
6.000000000000000E+000	9.9884343E-001	2.2954012E+001	2.9691057E+000
6.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
7.000000000000000E+000	9.9979990E+003	8.5278625E+000	1.7287064E+000
7.000000000000000E+000	6.8129990E+003	9.1258020E+000	2.0596948E+000
7.000000000000000E+000	4.6420000E+003	9.6749153E+000	2.1756120E+000
7.000000000000000E+000	3.1620007E+003	1.0241253E+001	2.2638836E+000
7.000000000000000E+000	2.1540000E+003	1.0810197E+001	2.3476384E+000
7.000000000000000E+000	1.4679995E+003	1.1392037E+001	2.4425397E+000
7.000000000000000E+000	9.9800061E+002	1.2011829E+001	2.5564866E+000
7.000000000000000E+000	6.8099933E+002	1.2655127E+001	2.6536682E+000
7.000000000000000E+000	4.6399887E+002	1.3334455E+001	2.7393823E+000
7.000000000000000E+000	3.1600006E+002	1.4050651E+001	2.7930555E+000
7.000000000000000E+000	2.1500046E+002	1.4769621E+001	2.8111386E+000
7.000000000000000E+000	1.4699995E+002	1.5491439E+001	2.8173048E+000
7.000000000000000E+000	1.0200077E+002	1.6177502E+001	2.8024087E+000
7.000000000000000E+000	6.8000511E+001	1.6941816E+001	2.7358749E+000
7.000000000000000E+000	4.6000347E+001	1.7668102E+001	2.6361256E+000
7.000000000000000E+000	3.2000240E+001	1.8305923E+001	2.5236087E+000
7.000000000000000E+000	2.2000166E+001	1.8905710E+001	2.3515334E+000
7.000000000000000E+000	1.4998950E+001	1.9432283E+001	2.1825991E+000
7.000000000000000E+000	1.0000075E+001	1.9910706E+001	2.0333188E+000
7.000000000000000E+000	6.9988890E+000	2.0287058E+001	1.9578334E+000
7.000000000000000E+000	4.9988737E+000	2.0605366E+001	1.9434445E+000
7.000000000000000E+000	2.9988587E+000	2.1090643E+001	2.0584030E+000
7.000000000000000E+000	2.0000150E+000	2.1505444E+001	2.2599816E+000
7.000000000000000E+000	9.9884343E-001	2.2293726E+001	2.8323853E+000
7.000000000000000E+000	9.9884343E-001	2.2289955E+001	2.8631094E+000
7.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
8.000000000000000E+000	9.9979990E+003	8.3582697E+000	1.8790582E+000
8.000000000000000E+000	6.8129990E+003	9.0518312E+000	2.0182931E+000
8.000000000000000E+000	4.6420000E+003	9.5953598E+000	2.1206005E+000
8.000000000000000E+000	3.1620007E+003	1.0148854E+001	2.2009144E+000
8.000000000000000E+000	2.1540000E+003	1.0698174E+001	2.2827516E+000
8.000000000000000E+000	1.4679995E+003	1.1260246E+001	2.3681786E+000
8.000000000000000E+000	9.9800061E+002	1.1846543E+001	2.4678850E+000
8.000000000000000E+000	6.8099933E+002	1.2477813E+001	2.5706117E+000
8.000000000000000E+000	4.6399887E+002	1.3132752E+001	2.6530352E+000
8.000000000000000E+000	3.1600006E+002	1.3816265E+001	2.7168081E+000
8.000000000000000E+000	2.1500046E+002	1.4529606E+001	2.7544036E+000
8.000000000000000E+000	1.4699995E+002	1.5218252E+001	2.7756510E+000
8.000000000000000E+000	1.0200077E+002	1.5884232E+001	2.7731895E+000
8.000000000000000E+000	6.8000511E+001	1.6651758E+001	2.7431405E+000
8.000000000000000E+000	4.6000347E+001	1.7384478E+001	2.6771989E+000
8.000000000000000E+000	3.2000240E+001	1.8035814E+001	2.5608635E+000
8.000000000000000E+000	2.2000166E+001	1.8657362E+001	2.4127429E+000
8.000000000000000E+000	1.4998950E+001	1.9210831E+001	2.2343473E+000
8.000000000000000E+000	1.0000075E+001	1.9708353E+001	2.0773935E+000
8.000000000000000E+000	6.9988890E+000	2.0102690E+001	1.9800518E+000
8.000000000000000E+000	4.9988737E+000	2.0437216E+001	1.9544894E+000
8.000000000000000E+000	2.9988587E+000	2.0914696E+001	2.0417571E+000
8.000000000000000E+000	2.0000150E+000	2.1319433E+001	2.2304955E+000
8.000000000000000E+000	9.9884343E-001	2.2176525E+001	2.8912876E+000
