cycle number	Ecell/V	Q charge/mA.h	Energy charge/W.h	
2.000000000000000E+000	3.0338960E+000	4.887052045928107E-007	1.482680750434468E-009
2.000000000000000E+000	3.0388985E+000	9.775362776385413E-006	2.970389021835885E-008
2.000000000000000E+000	3.0439010E+000	2.883675929572847E-005	8.772489350917724E-008
2.000000000000000E+000	3.0489824E+000	5.474289592769411E-005	1.667122476810798E-007
2.000000000000000E+000	3.0541029E+000	8.505200839704937E-005	2.592793958987569E-007
2.000000000000000E+000	3.0591450E+000	1.178023817141851E-004	3.594675358204686E-007
2.000000000000000E+000	3.0642262E+000	1.525098739067713E-004	4.658191410157066E-007
2.000000000000000E+000	3.0692286E+000	1.886829565299882E-004	5.768426025305705E-007
2.000000000000000E+000	3.0742311E+000	2.268098751703898E-004	6.940535633832377E-007
2.000000000000000E+000	3.0792732E+000	2.668912207086881E-004	8.174749774762796E-007
2.000000000000000E+000	3.0843937E+000	3.084401155842675E-004	9.456281287219833E-007
2.000000000000000E+000	3.0893965E+000	3.504790175954501E-004	1.075502964481584E-006
2.000000000000000E+000	3.0944383E+000	3.939846700098780E-004	1.210128522207406E-006
2.000000000000000E+000	3.0995591E+000	4.394433050023185E-004	1.351030246548031E-006
2.000000000000000E+000	3.1045616E+000	4.863677930831909E-004	1.496710208809440E-006
2.000000000000000E+000	3.1095641E+000	5.337805706262589E-004	1.644143278123450E-006
2.000000000000000E+000	3.1145666E+000	5.816827973392276E-004	1.793337951811632E-006
2.000000000000000E+000	3.1196084E+000	6.320304323236148E-004	1.950402856942453E-006
2.000000000000000E+000	3.1247292E+000	6.848218778438039E-004	2.115361825972860E-006
2.000000000000000E+000	3.1297317E+000	7.385914120740362E-004	2.283646039334322E-006
2.000000000000000E+000	3.1347735E+000	7.938260883755155E-004	2.456794238488312E-006
2.000000000000000E+000	3.1397762E+000	8.495514503452515E-004	2.631759405401143E-006
2.000000000000000E+000	3.1448574E+000	9.072305059764122E-004	2.813151810709428E-006
2.000000000000000E+000	3.1498599E+000	9.683302575680947E-004	3.005607468468370E-006
2.000000000000000E+000	3.1548624E+000	1.029431508216593E-003	3.198373506968733E-006
2.000000000000000E+000	3.1599438E+000	1.092488411532508E-003	3.397629778850041E-006
2.000000000000000E+000	3.1649463E+000	1.158479789363014E-003	3.606488947112848E-006
2.000000000000000E+000	3.1699488E+000	1.225446400079463E-003	3.818769675485041E-006
2.000000000000000E+000	3.1749907E+000	1.295345679720243E-003	4.040699235065272E-006
2.000000000000000E+000	3.1799934E+000	1.367687642905448E-003	4.270746199888863E-006
2.000000000000000E+000	3.1849959E+000	1.441986801558071E-003	4.507388714802940E-006
2.000000000000000E+000	3.1900771E+000	1.516776317755382E-003	4.745973035232740E-006
2.000000000000000E+000	3.1950796E+000	1.595474403136307E-003	4.997419679641753E-006
2.000000000000000E+000	3.2001216E+000	1.675639457901319E-003	5.253957606259971E-006
2.000000000000000E+000	3.2051635E+000	1.759226795070702E-003	5.521868686649706E-006
2.000000000000000E+000	3.2102447E+000	1.845260547366408E-003	5.798058080158997E-006
2.000000000000000E+000	3.2152474E+000	1.934716166390314E-003	6.085680025983897E-006
2.000000000000000E+000	3.2202892E+000	2.024654723836317E-003	6.375308193920177E-006
2.000000000000000E+000	3.2252917E+000	2.118014797634549E-003	6.676421667757962E-006
2.000000000000000E+000	3.2303336E+000	2.213334277437794E-003	6.984335382923490E-006
2.000000000000000E+000	3.2353361E+000	2.313542231818041E-003	7.308541791759075E-006
2.000000000000000E+000	3.2403388E+000	2.413261097967625E-003	7.631664703068688E-006
2.000000000000000E+000	3.2453806E+000	2.519333088265525E-003	7.975908686830934E-006
2.000000000000000E+000	3.2504618E+000	2.627850290007062E-003	8.328639707556448E-006
2.000000000000000E+000	3.2554646E+000	2.738320966396067E-003	8.688273078778813E-006
2.000000000000000E+000	3.2604671E+000	2.853193239536551E-003	9.062810340594513E-006
2.000000000000000E+000	3.2654696E+000	2.970506773591042E-003	9.445894113979795E-006
2.000000000000000E+000	3.2704720E+000	3.093197498884466E-003	9.847150701810972E-006
2.000000000000000E+000	3.2754745E+000	3.219309653176202E-003	1.026022785342986E-005
2.000000000000000E+000	3.2805164E+000	3.349821522004075E-003	1.068837417769137E-005
2.000000000000000E+000	3.2855189E+000	3.487668127450678E-003	1.114127180307230E-005
2.000000000000000E+000	3.2905610E+000	3.628937059177293E-003	1.160612583478153E-005
2.000000000000000E+000	3.2955635E+000	3.778517568740580E-003	1.209907789633619E-005
2.000000000000000E+000	3.3006053E+000	3.934937445653810E-003	1.261535817064594E-005
2.000000000000000E+000	3.3056471E+000	4.101128155125513E-003	1.316472601323828E-005
2.000000000000000E+000	3.3106892E+000	4.278077612486151E-003	1.375055067259529E-005
2.000000000000000E+000	3.3156917E+000	4.462850675516659E-003	1.436320118582787E-005
2.000000000000000E+000	3.3207335E+000	4.660329209930368E-003	1.501897477990948E-005
2.000000000000000E+000	3.3258543E+000	4.873452176749707E-003	1.572779071584392E-005
2.000000000000000E+000	3.3308568E+000	5.108081105483904E-003	1.650930607861355E-005
2.000000000000000E+000	3.3358986E+000	5.351515449749100E-003	1.732137837603465E-005
