cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm
5.0,10001.0,7.5527201,2.3202269
5.0,6723.9995,8.454649,2.4825668
5.0,4521.0005,9.1449509,2.5427465
5.0,3039.9998,9.8247223,2.5749552
5.0,2043.9991,10.495939,2.5992093
5.0,1373.6262,11.197389,2.6120582
5.0,924.07684,11.902369,2.5905573
5.0,620.75903,12.602773,2.5231194
5.0,417.33029,13.249752,2.4066522
5.0,280.59583,13.837873,2.280443
5.0,188.67896,14.386815,2.1852567
5.0,126.85777,14.895548,2.1233726
5.0,85.318459,15.425632,2.075546
5.0,57.369469,15.962925,2.0186269
5.0,38.573051,16.490049,1.9345123
5.0,25.937332,16.988895,1.816707
5.0,17.425045,17.424116,1.6811215
5.0,11.723022,17.797226,1.5654204
5.0,7.8813171,18.120792,1.480727
5.0,5.2992253,18.406668,1.4608774
5.0,3.5623088,18.69241,1.5131205
5.0,2.3934989,18.979322,1.640769
5.0,1.6111881,19.273973,1.8532097
5.0,1.0826625,19.650269,2.1680052
5.0,0.72875988,20.081738,2.6008127
5.0,0.48894435,20.528675,3.2425165
5.0,0.32829121,21.251984,3.9735923
5.0,0.22118911,22.056162,5.1063876
5.0,0.14901161,23.082132,6.2638054
5.0,0.10011718,24.609455,7.8178706
6.0,10001.0,7.882637,2.3675039
6.0,6723.9995,8.3831959,2.390933
6.0,4521.0005,9.0453854,2.4227202
6.0,3039.9998,9.6862335,2.4262147
6.0,2043.9991,10.310505,2.4356644
6.0,1373.6262,10.940531,2.4432797
6.0,924.07684,11.587871,2.4302576
6.0,620.75903,12.244506,2.3803701
6.0,417.33029,12.86186,2.3012848
6.0,280.59583,13.432361,2.2025833
6.0,188.67896,13.959009,2.1211336
6.0,126.85777,14.465697,2.0591536
6.0,85.318459,14.980255,2.0323107
6.0,57.369469,15.510613,1.9944333
6.0,38.573051,16.036366,1.9283316
6.0,25.937332,16.535355,1.8155739
6.0,17.425045,16.977612,1.6888433
6.0,11.723022,17.356838,1.5775579
