cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
2.000000000000000E+000	3.4535005E+000	1.949273728662067E-006	-2.619244483173205E-006
2.000000000000000E+000	3.4484601E+000	1.330134653879536E-004	-3.071214118921808E-006
2.000000000000000E+000	3.4434588E+000	4.949062585333983E-004	-4.317377040523737E-006
2.000000000000000E+000	3.4384577E+000	9.575429027444786E-004	-5.908133584804651E-006
2.000000000000000E+000	3.4334564E+000	1.495002845774094E-003	-7.753478877175393E-006
2.000000000000000E+000	3.4284554E+000	2.111198630250163E-003	-9.866078612824814E-006
2.000000000000000E+000	3.4234540E+000	2.768962524119351E-003	-1.211790307676804E-005
2.000000000000000E+000	3.4184530E+000	3.504486206455363E-003	-1.463225619913778E-005
2.000000000000000E+000	3.4134519E+000	4.293808393296268E-003	-1.732656952543018E-005
2.000000000000000E+000	3.4084506E+000	5.174088307105832E-003	-2.032696012889021E-005
2.000000000000000E+000	3.4034102E+000	6.131637757337756E-003	-2.358589369127513E-005
2.000000000000000E+000	3.3984089E+000	7.209985008951690E-003	-2.725055857741952E-005
2.000000000000000E+000	3.3934078E+000	8.403253404779567E-003	-3.129980488515587E-005
2.000000000000000E+000	3.3884065E+000	9.802901566906108E-003	-3.604238183658322E-005
2.000000000000000E+000	3.3834054E+000	1.149108946437637E-002	-4.175420596445410E-005
2.000000000000000E+000	3.3784044E+000	1.387910913320051E-002	-4.982190207048740E-005
2.000000000000000E+000	3.3734031E+000	1.974767715690864E-002	-6.961894747200150E-005
2.000000000000000E+000	3.3721037E+000	2.708338389716215E-002	-9.435571124764536E-005
2.000000000000000E+000	3.3715916E+000	3.441907632097602E-002	-1.190886699691675E-004
2.000000000000000E+000	3.3712373E+000	4.175478370976117E-002	-1.438190801786272E-004
2.000000000000000E+000	3.3710797E+000	4.909049821640055E-002	-1.685483583144765E-004
2.000000000000000E+000	3.3707254E+000	5.642620577820474E-002	-1.932750140708381E-004
2.000000000000000E+000	3.3704891E+000	6.376188715618518E-002	-2.179998483466539E-004
2.000000000000000E+000	3.3700166E+000	7.109757146522402E-002	-2.427212260560524E-004
2.000000000000000E+000	3.3694651E+000	7.843324851047662E-002	-2.674385339379637E-004
2.000000000000000E+000	3.3690715E+000	8.576893057771855E-002	-2.921529712035529E-004
2.000000000000000E+000	3.3685989E+000	9.310461342134409E-002	-3.168639446400087E-004
2.000000000000000E+000	3.3682837E+000	1.004402885655728E-001	-3.415725800135190E-004
2.000000000000000E+000	3.3676143E+000	1.077759581981599E-001	-3.662762857427719E-004
2.000000000000000E+000	3.3672206E+000	1.151116265269286E-001	-3.909770995489348E-004
2.000000000000000E+000	3.3667085E+000	1.224473163822128E-001	-4.156742290633376E-004
2.000000000000000E+000	3.3661573E+000	1.297830051333540E-001	-4.403673112545149E-004
2.000000000000000E+000	3.3656454E+000	1.371186866747174E-001	-4.650566141533792E-004
2.000000000000000E+000	3.3650546E+000	1.444543731599881E-001	-4.897415997590178E-004
2.000000000000000E+000	3.3646216E+000	1.517900632634262E-001	-5.144234214198904E-004
2.000000000000000E+000	3.3640308E+000	1.591257392265896E-001	-5.391008615776404E-004
2.000000000000000E+000	3.3635583E+000	1.664614033028649E-001	-5.637747953115757E-004
2.000000000000000E+000	3.3630464E+000	1.737970692917870E-001	-5.884449804637042E-004
2.000000000000000E+000	3.3626132E+000	1.811327474191288E-001	-6.131120285740277E-004
2.000000000000000E+000	3.3621013E+000	1.884684240042335E-001	-6.377753164778745E-004
2.000000000000000E+000	3.3614318E+000	1.958041080514093E-001	-6.624337183808251E-004
2.000000000000000E+000	3.3611169E+000	2.031397830315596E-001	-6.870897794278352E-004
2.000000000000000E+000	3.3605261E+000	2.104754548162718E-001	-7.117414958106248E-004
2.000000000000000E+000	3.3600929E+000	2.178111393985980E-001	-7.363900773334597E-004
2.000000000000000E+000	3.3595417E+000	2.251468189173440E-001	-7.610345982413861E-004
2.000000000000000E+000	3.3591084E+000	2.324824830266999E-001	-7.856758895230233E-004
2.000000000000000E+000	3.3586359E+000	2.398181393808623E-001	-8.103136883218170E-004
2.000000000000000E+000	3.3580847E+000	2.471537965318064E-001	-8.349474462082309E-004
2.000000000000000E+000	3.3575726E+000	2.544894600155121E-001	-8.595774685978130E-004
2.000000000000000E+000	3.3570607E+000	2.618251462278267E-001	-8.842038122748902E-004
2.000000000000000E+000	3.3565881E+000	2.691608409042656E-001	-9.088267179161300E-004
2.000000000000000E+000	3.3559976E+000	2.764965576201180E-001	-9.334453653330496E-004
2.000000000000000E+000	3.3554854E+000	2.838322643248075E-001	-9.580602223676142E-004
2.000000000000000E+000	3.3550525E+000	2.911679523961246E-001	-9.826718407589521E-004
2.000000000000000E+000	3.3543830E+000	2.985036509562697E-001	-1.007278583242007E-003
2.000000000000000E+000	3.3539498E+000	3.058393431065977E-001	-1.031882126354131E-003
2.000000000000000E+000	3.3533983E+000	3.131750260039667E-001	-1.056481593080662E-003
2.000000000000000E+000	3.3528471E+000	3.205107148753107E-001	-1.081077036234346E-003
2.000000000000000E+000	3.3523352E+000	3.278463992601137E-001	-1.105668709320821E-003
2.000000000000000E+000	3.3516657E+000	3.351820814899107E-001	-1.130255464095076E-003
2.000000000000000E+000	3.3512325E+000	3.425177378441724E-001	-1.154838954288744E-003
2.000000000000000E+000	3.3506813E+000	3.498533680052724E-001	-1.179418313129434E-003
2.000000000000000E+000	3.3500512E+000	3.571889937761260E-001	-1.203993034786351E-003
2.000000000000000E+000	3.3494999E+000	3.645246338019271E-001	-1.228563760619031E-003
2.000000000000000E+000	3.3489881E+000	3.718602858233948E-001	-1.253130771623240E-003
2.000000000000000E+000	3.3484759E+000	3.791959160365495E-001	-1.277693952845926E-003
2.000000000000000E+000	3.3480034E+000	3.865315367882616E-001	-1.302253635971715E-003
2.000000000000000E+000	3.3474522E+000	3.938671739346948E-001	-1.326809330409634E-003
2.000000000000000E+000	3.3469009E+000	4.012028269616266E-001	-1.351361034420556E-003
2.000000000000000E+000	3.3463495E+000	4.085384806011948E-001	-1.375908695146412E-003
2.000000000000000E+000	3.3459163E+000	4.158741362108290E-001	-1.400453184610678E-003
2.000000000000000E+000	3.3454044E+000	4.232097892833252E-001	-1.424993910577398E-003
2.000000000000000E+000	3.3448532E+000	4.305454455270535E-001	-1.449530603565194E-003
2.000000000000000E+000	3.3444200E+000	4.378811250797741E-001	-1.474064196653654E-003
2.000000000000000E+000	3.3440261E+000	4.452167873289021E-001	-1.498594842592737E-003
2.000000000000000E+000	3.3434355E+000	4.525524427405827E-001	-1.523121133501868E-003
2.000000000000000E+000	3.3428447E+000	4.598880929709308E-001	-1.547643073176302E-003
2.000000000000000E+000	3.3423722E+000	4.672237273392577E-001	-1.572161493404545E-003
2.000000000000000E+000	3.3417816E+000	4.745593506945668E-001	-1.596675544676764E-003
2.000000000000000E+000	3.3412302E+000	4.818949834772115E-001	-1.621185582129083E-003
2.000000000000000E+000	3.3407576E+000	4.892306100925636E-001	-1.645692132556802E-003
2.000000000000000E+000	3.3402457E+000	4.965662359411020E-001	-1.670194925428224E-003
2.000000000000000E+000	3.3398519E+000	5.039018682550555E-001	-1.694694850628615E-003
2.000000000000000E+000	3.3392220E+000	5.112375149169728E-001	-1.719190203011412E-003
2.000000000000000E+000	3.3386705E+000	5.185731501929460E-001	-1.743681472048642E-003
2.000000000000000E+000	3.3381586E+000	5.259087874507075E-001	-1.768168992702011E-003
2.000000000000000E+000	3.3376074E+000	5.332444356435370E-001	-1.792652506274830E-003
2.000000000000000E+000	3.3370955E+000	5.405800836185778E-001	-1.817132264114871E-003
2.000000000000000E+000	3.3364260E+000	5.479157497825058E-001	-1.841607171575802E-003
2.000000000000000E+000	3.3359535E+000	5.552514253959223E-001	-1.866078644122845E-003
2.000000000000000E+000	3.3354416E+000	5.625870916127991E-001	-1.890546330308246E-003
2.000000000000000E+000	3.3349295E+000	5.699227422901157E-001	-1.915010207906128E-003
2.000000000000000E+000	3.3343389E+000	5.772584025261300E-001	-1.939469785213394E-003
2.000000000000000E+000	3.3338664E+000	5.845940656810831E-001	-1.963925905817869E-003
2.000000000000000E+000	3.3333149E+000	5.919297258848446E-001	-1.988377971244347E-003
2.000000000000000E+000	3.3328424E+000	5.992653787163394E-001	-2.012826545666095E-003
2.000000000000000E+000	3.3323305E+000	6.066010410391786E-001	-2.037271396707768E-003
2.000000000000000E+000	3.3317399E+000	6.139366965310604E-001	-2.061711892821038E-003
2.000000000000000E+000	3.3311491E+000	6.212723350994949E-001	-2.086147998645426E-003
2.000000000000000E+000	3.3307555E+000	6.286079969762925E-001	-2.110581294583656E-003
2.000000000000000E+000	3.3301647E+000	6.359436612929401E-001	-2.135010264728862E-003
2.000000000000000E+000	3.3296528E+000	6.432793088985976E-001	-2.159435424218023E-003
2.000000000000000E+000	3.3292196E+000	6.506149495469030E-001	-2.183857382693981E-003
2.000000000000000E+000	3.3285894E+000	6.579505875033633E-001	-2.208274709727058E-003
2.000000000000000E+000	3.3281169E+000	6.652862437461644E-001	-2.232688631195601E-003
2.000000000000000E+000	3.3274870E+000	6.726219189325137E-001	-2.257097994954852E-003
2.000000000000000E+000	3.3269749E+000	6.799575768161644E-001	-2.281503544379685E-003
2.000000000000000E+000	3.3264630E+000	6.872932375903092E-001	-2.305905348408683E-003
2.000000000000000E+000	3.3260298E+000	6.946288899740076E-001	-2.330303946674449E-003
2.000000000000000E+000	3.3255179E+000	7.019645420164694E-001	-2.354698788797286E-003
2.000000000000000E+000	3.3250060E+000	7.093001770971381E-001	-2.379089819514092E-003
2.000000000000000E+000	3.3244548E+000	7.166358160832687E-001	-2.403476819638116E-003
2.000000000000000E+000	3.3237853E+000	7.239714516227607E-001	-2.427858897247285E-003
2.000000000000000E+000	3.3232338E+000	7.313070846254458E-001	-2.452236921100534E-003
2.000000000000000E+000	3.3227613E+000	7.386427342211369E-001	-2.476611533667108E-003
2.000000000000000E+000	3.3220918E+000	7.459783651670645E-001	-2.500981173211383E-003
2.000000000000000E+000	3.3217375E+000	7.533140088222586E-001	-2.525348256031757E-003
2.000000000000000E+000	3.3211467E+000	7.606496502364175E-001	-2.549710997501963E-003
2.000000000000000E+000	3.3204772E+000	7.679853012546065E-001	-2.574068859801539E-003
2.000000000000000E+000	3.3200836E+000	7.753209558467563E-001	-2.598423846441445E-003
2.000000000000000E+000	3.3194928E+000	7.826566056592096E-001	-2.622774483301362E-003
2.000000000000000E+000	3.3188233E+000	7.899922731355987E-001	-2.647120267718545E-003
2.000000000000000E+000	3.3183115E+000	7.973279293017416E-001	-2.671462259588941E-003
2.000000000000000E+000	3.3178389E+000	8.046635865082173E-001	-2.695800788478775E-003
2.000000000000000E+000	3.3172877E+000	8.119992510532832E-001	-2.720135298124314E-003
2.000000000000000E+000	3.3166182E+000	8.193349307235905E-001	-2.744464946858425E-003
2.000000000000000E+000	3.3161457E+000	8.266706103613141E-001	-2.768791129041158E-003
2.000000000000000E+000	3.3155155E+000	8.340062892680860E-001	-2.793112686293008E-003
2.000000000000000E+000	3.3150430E+000	8.413419779830670E-001	-2.817430809616528E-003
2.000000000000000E+000	3.3144524E+000	8.486776651346845E-001	-2.841744595573336E-003
2.000000000000000E+000	3.3139799E+000	8.560133507654232E-001	-2.866054910043122E-003
2.000000000000000E+000	3.3134677E+000	8.633490350869459E-001	-2.890361463400739E-003
2.000000000000000E+000	3.3128378E+000	8.706847201601494E-001	-2.914663398487164E-003
2.000000000000000E+000	3.3122864E+000	8.780203904691168E-001	-2.938961239317376E-003
2.000000000000000E+000	3.3118534E+000	8.853560606014227E-001	-2.963255903450985E-003
2.000000000000000E+000	3.3112233E+000	8.926917285380590E-001	-2.987545937812830E-003
2.000000000000000E+000	3.3106720E+000	9.000273932128312E-001	-3.011831917781288E-003
2.000000000000000E+000	3.3101599E+000	9.073630621220167E-001	-3.036114155002939E-003
2.000000000000000E+000	3.3096480E+000	9.146987702639396E-001	-3.060392767054542E-003
2.000000000000000E+000	3.3090179E+000	9.220344479136164E-001	-3.084666655681394E-003
2.000000000000000E+000	3.3085849E+000	9.293701018925338E-001	-3.108937289876823E-003
2.000000000000000E+000	3.3079548E+000	9.367057578407555E-001	-3.133203308095390E-003
2.000000000000000E+000	3.3073640E+000	9.440414257773587E-001	-3.157465032049275E-003
2.000000000000000E+000	3.3069308E+000	9.513770931876860E-001	-3.181723576403342E-003
2.000000000000000E+000	3.3062220E+000	9.587127685280471E-001	-3.205976947319563E-003
2.000000000000000E+000	3.3057101E+000	9.660484406942953E-001	-3.230226552723195E-003
2.000000000000000E+000	3.3051589E+000	9.733841104794373E-001	-3.254472106660136E-003
2.000000000000000E+000	3.3046076E+000	9.807197650408906E-001	-3.278713566693315E-003
2.000000000000000E+000	3.3040168E+000	9.880554173601498E-001	-3.302950685404444E-003
2.000000000000000E+000	3.3034260E+000	9.953910793892704E-001	-3.327183502278903E-003
