cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
15.0,10001.0,7.4515128,1.7804224,7.66126275042082,-13.437987682551176
15.0,6814.0005,8.2557774,2.0465593,8.505660788367194,-13.922630911282129
15.0,4642.999,8.797883,2.0477996,9.033063073146847,-13.102891799714316
15.0,3162.9995,9.3153162,2.0274947,9.533407085848717,-12.279020984412552
15.0,2154.9988,9.8127966,2.0043342,10.015404769566791,-11.544276495717419
15.0,1467.5315,10.30498,1.9796847,10.493415283491553,-10.874576823360645
15.0,1001.9983,10.787163,1.9441105,10.960951200729763,-10.216429586484903
15.0,681.3183,11.261284,1.9210718,11.423967532753725,-9.68094339812941
15.0,464.07104,11.703721,1.8885666,11.855115733238396,-9.16649650800636
15.0,316.36792,12.148364,1.8877281,12.294155735796812,-8.832524330101496
15.0,215.35437,12.586665,1.9092549,12.730647669910553,-8.625368596433578
15.0,146.82532,13.044455,1.9349278,13.18718134546719,-8.437352524491306
15.0,101.97982,13.485065,1.9693316,13.628104967492126,-8.308625629799034
15.0,68.114601,14.02004,2.0142076,14.163987922103638,-8.175532572542814
15.0,46.39616,14.558168,2.0394163,14.700322253642254,-7.97452325226544
15.0,31.609087,15.106959,2.007154,15.239713823015084,-7.56815727612522
15.0,21.534506,15.628263,1.9199538,15.74575584058458,-7.003772006916748
15.0,14.679972,16.09919,1.7943769,16.198879810510157,-6.359800618109776
15.0,10.000075,16.504488,1.6759616,16.58936320136546,-5.798271115160227
15.0,6.8149529,16.846981,1.6089884,16.923640639226996,-5.455545614392309
15.0,4.6403146,17.152962,1.5692245,17.224592038850854,-5.227106763655286
15.0,3.16184,17.438303,1.5888913,17.510539314453588,-5.206130759340651
15.0,2.1560116,17.713287,1.7018542,17.794854426559006,-5.488009093673528
15.0,1.466833,18.041159,1.9294143,18.144036419835732,-6.104303621484868
15.0,0.99884343,18.382778,2.2345107,18.518087511017395,-6.930563170628081
16.0,10001.0,7.5019979,1.8223174,7.720156293621727,-13.65333005317553
16.0,6814.0005,8.3091116,2.0660636,8.562123240207391,-13.963440518290035
16.0,4642.999,8.8562088,2.0711505,9.095168976046992,-13.162866760987242
16.0,3162.9995,9.3728638,2.0470104,9.59379108543951,-12.319813617730754
16.0,2154.9988,9.878644,2.025285,10.08411555913363,-11.586033376855825
16.0,1467.5315,10.377721,1.9987878,10.568455224074606,-10.901883096488604
16.0,1001.9983,10.859228,1.9784983,11.037992946142287,-10.325750697005446
16.0,681.3183,11.335038,1.9354522,11.499089602221945,-9.68977776229236
16.0,464.07104,11.79319,1.9077469,11.946498592079589,-9.188954383799068
16.0,316.36792,12.234207,1.9045225,12.381559953085686,-8.848324148970056
16.0,215.35437,12.676303,1.9137264,12.819945650503593,-8.585045232400834
16.0,146.82532,13.123812,1.9526923,13.268287328431777,-8.462952598444033
16.0,101.97982,13.567857,2.0029876,13.71490805285266,-8.397771545972219
16.0,68.114601,14.09545,2.0762653,14.247546746667796,-8.37943347495423
16.0,46.39616,14.634622,2.1247797,14.788064439148759,-8.260968189201465
16.0,31.609087,15.206635,2.1359801,15.355916091553151,-7.995665631854943
16.0,21.534506,15.795761,2.0997605,15.934712414301089,-7.572043422568187
