cycle number,Ecell/V,Q discharge/mA.h,Energy discharge/W.h
5.0,3.4293628,5.091843816141288e-07,-1.077839798164294e-06
5.0,3.4243219,0.0001017110425378713,-1.424387536345026e-06
5.0,3.4193201,0.0003901641754785346,-2.410701133593784e-06
5.0,3.4143186,0.0008653786621967124,-4.033234776314993e-06
5.0,3.409317,0.001543490604110476,-6.345133359042318e-06
5.0,3.4042759,0.002425473180030369,-9.347645381319996e-06
5.0,3.3992743,0.003493733118224061,-1.29789539875133e-05
5.0,3.3942726,0.004822087655446182,-1.748775135091766e-05
5.0,3.389271,0.006409564420529124,-2.286814034714834e-05
5.0,3.3842695,0.008579327379843842,-3.021120290037563e-05
5.0,3.3792677,0.01242847866996916,-4.321851549889453e-05
5.0,3.3749356,0.01976204321571315,-6.796882375711006e-05
5.0,3.3721788,0.02709561575987066,-9.269894156710396e-05
5.0,3.3702097,0.03442920406694006,-0.0001174146719707247
5.0,3.3684375,0.04176280177419177,-0.0001421174377075613
5.0,3.3669803,0.0490964155394646,-0.0001668095708875827
5.0,3.3657987,0.05643001299528404,-0.0001914929837570689
5.0,3.364578,0.06376359630437153,-0.0002161673968834401
5.0,3.3635933,0.07109720171247712,-0.0002408346631917456
5.0,3.3625693,0.07843081637284614,-0.0002654944509423087
5.0,3.3615849,0.08576443096794809,-0.0002901470190408946
5.0,3.3607972,0.09309803150748006,-0.0003147937629567751
5.0,3.3599701,0.1004316311375114,-0.0003394344383860547
5.0,3.3592613,0.1077652458756313,-0.0003640699663767338
5.0,3.3583949,0.115098863240826,-0.000388699149250167
5.0,3.3577647,0.122432471034442,-0.0004133236787766107
5.0,3.3570952,0.1297660864611611,-0.0004379433242289826
5.0,3.3564651,0.1370996877862492,-0.0004625583011430634
5.0,3.3557167,0.1444332959282543,-0.0004871678124954771
5.0,3.3550079,0.1517668935363967,-0.0005117720903100477
5.0,3.354496,0.159100490507796,-0.0005363726120323325
5.0,3.3537476,0.1664340854237953,-0.0005609676384272737
5.0,3.3532751,0.1737676628804352,-0.0005855591408179963
5.0,3.3526449,0.1811012552485346,-0.0006101460720188159
5.0,3.3519361,0.1884348459848244,-0.0006347277995644438
5.0,3.3512664,0.195768425167681,-0.0006593045769552683
5.0,3.3507152,0.2031020147132687,-0.0006838773466255989
5.0,3.3501637,0.2104355888868185,-0.0007084460205998563
5.0,3.3495336,0.2177691629633121,-0.0007330100730683572
5.0,3.3489823,0.2251027264164036,-0.0007575700475190331
5.0,3.3483915,0.2324362998024767,-0.0007821257225508461
5.0,3.3478401,0.2397698731787482,-0.000806677353361526
5.0,3.3472102,0.2471034535881359,-0.0008312243882818236
5.0,3.3466587,0.2544370397418551,-0.0008557673982342459
5.0,3.3461862,0.2617706114998936,-0.0008803068945619973
5.0,3.345556,0.2691041995020521,-0.0009048418240562212
5.0,3.3450046,0.2764377965737859,-0.0009293727396918364
5.0,3.3444138,0.2837714044210791,-0.0009538993586671448
5.0,3.3438625,0.2911050038524944,-0.00097842190704206
5.0,3.3433111,0.2984386021054598,-0.001002940407274369
5.0,3.3427598,0.3057721774405054,-0.00102745478844401
5.0,3.3421297,0.313105753266859,-0.00105196455007427
5.0,3.3416176,0.3204393281619561,-0.001076470552898983
5.0,3.341027,0.3277728990750325,-0.001100972211482984
5.0,3.3404756,0.3351064779542366,-0.001125469852490684
5.0,3.340003,0.3424400671055396,-0.00114996406235662
5.0,3.3393335,0.3497736533026377,-0.001174453352670835
5.0,3.3387034,0.3571072386258324,-0.001198938018879105
5.0,3.3381519,0.3644408140379667,-0.001223418607807849
5.0,3.3375611,0.3717743885403023,-0.001247894861014644
5.0,3.3369706,0.3791079706893178,-0.001272366808801742
5.0,3.3363798,0.3864415512289748,-0.00129683441852999
5.0,3.3358679,0.3937751298369115,-0.001321298267866677
5.0,3.3350801,0.4011087132784207,-0.001345756356407279
5.0,3.334568,0.4084423051077604,-0.001370210717220128
5.0,3.3341348,0.415775893121873,-0.00139466188835242
5.0,3.3335049,0.4231094921622488,-0.001419108476799893
5.0,3.3327959,0.4304431005656202,-0.001443549896513653
5.0,3.3322446,0.4377767067501094,-0.001467987266374394
5.0,3.3316538,0.4451102993779195,-0.001492420258365353
5.0,3.3311813,0.4524438863704416,-0.001516849766127043
5.0,3.3305511,0.4597774777628792,-0.001541274667354136
5.0,3.3299603,0.4671110826438479,-0.001565695280802621
5.0,3.329212,0.4744446880634108,-0.001590110407604231
5.0,3.328897,0.4817782887676172,-0.001614523208982961
5.0,3.3281093,0.4891118701832638,-0.001638930169233414
5.0,3.3275974,0.4964454255073414,-0.001663333288713586
5.0,3.3268886,0.5037789933686931,-0.001687731251744658
5.0,3.3264158,0.5111125652799486,-0.001712125761053536
5.0,3.3257856,0.5184461335458834,-0.001736515637059622
5.0,3.3250768,0.5257797231912757,-0.001760900385985659
5.0,3.3246436,0.5331133215954051,-0.001785281987072246
5.0,3.3238955,0.5404468992395347,-0.001809658032468108
5.0,3.323226,0.5477804962120929,-0.001834029232417763
5.0,3.3226745,0.5551140733410397,-0.001858396322232231
5.0,3.3218868,0.5624476634862501,-0.00188275767836998
5.0,3.3213356,0.5697812625469577,-0.001907115021669991
5.0,3.3207054,0.5771148572963951,-0.001931467729457198
5.0,3.3200359,0.584448443613994,-0.001955815499560004
5.0,3.3194058,0.5917820368771565,-0.001980158671529638
5.0,3.318815,0.5991156272850247,-0.002004497501327093
5.0,3.3181455,0.6064492189638295,-0.002028831425654214
5.0,3.3175154,0.6137827964644443,-0.002053160681753277
5.0,3.3168459,0.6211163877704221,-0.002077485073963756
