cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
3.000000000000000E+000	3.4228375E+000	8.027623924944136E-007	-4.506462417368966E-007
3.000000000000000E+000	3.4177938E+000	5.604299225740963E-005	-6.394459541599121E-007
3.000000000000000E+000	3.4127893E+000	2.163854109413094E-004	-1.186660852161797E-006
3.000000000000000E+000	3.4077456E+000	4.876974924239848E-004	-2.111223403992503E-006
3.000000000000000E+000	3.4027412E+000	8.851321369906267E-004	-3.463590640891296E-006
3.000000000000000E+000	3.3976974E+000	1.445358019222816E-003	-5.367068691664381E-006
3.000000000000000E+000	3.3926930E+000	2.157124218559927E-003	-7.781872924223659E-006
3.000000000000000E+000	3.3876886E+000	3.064433834900459E-003	-1.085555540154150E-005
3.000000000000000E+000	3.3826842E+000	4.175595739699073E-003	-1.461426525477440E-005
3.000000000000000E+000	3.3776405E+000	5.644596155732870E-003	-1.957602053357365E-005
3.000000000000000E+000	3.3726361E+000	7.712956256386306E-003	-2.655184643503180E-005
3.000000000000000E+000	3.3675923E+000	1.106993643802073E-002	-3.785678716260254E-005
3.000000000000000E+000	3.3625879E+000	1.618729404845172E-002	-5.506435209064715E-005
3.000000000000000E+000	3.3575835E+000	2.330985216589438E-002	-7.897893586593401E-005
3.000000000000000E+000	3.3538401E+000	3.064262273942431E-002	-1.035718759525634E-004
3.000000000000000E+000	3.3506091E+000	3.797540332699816E-002	-1.281411570543607E-004
3.000000000000000E+000	3.3478901E+000	4.530819244469206E-002	-1.526905294301129E-004
3.000000000000000E+000	3.3455257E+000	5.264103204550015E-002	-1.772227330734727E-004
3.000000000000000E+000	3.3432403E+000	5.997391252886918E-002	-2.017383143351443E-004
3.000000000000000E+000	3.3413489E+000	6.730675996652909E-002	-2.262399159557693E-004
3.000000000000000E+000	3.3394182E+000	7.463952152018746E-002	-2.507270731451314E-004
3.000000000000000E+000	3.3377631E+000	8.197229130587645E-002	-2.752021213443899E-004
3.000000000000000E+000	3.3359900E+000	8.930507235604856E-002	-2.996642052486210E-004
3.000000000000000E+000	3.3345320E+000	9.663785010051397E-002	-3.241155874512417E-004
3.000000000000000E+000	3.3330741E+000	1.039706285885142E-001	-3.485562814583130E-004
3.000000000000000E+000	3.3317342E+000	1.113034073726502E-001	-3.729871511711007E-004
3.000000000000000E+000	3.3303552E+000	1.186361734351019E-001	-3.974078665184409E-004
3.000000000000000E+000	3.3288972E+000	1.259689386797448E-001	-4.218178884866050E-004
3.000000000000000E+000	3.3275967E+000	1.333017068349487E-001	-4.462183833408907E-004
3.000000000000000E+000	3.3262177E+000	1.406344844171239E-001	-4.706087975682714E-004
3.000000000000000E+000	3.3249960E+000	1.479672487521668E-001	-4.949902096113993E-004
3.000000000000000E+000	3.3237352E+000	1.553000108111733E-001	-5.193623692523471E-004
3.000000000000000E+000	3.3224742E+000	1.626327688506742E-001	-5.437252689559572E-004
3.000000000000000E+000	3.3212526E+000	1.699655421510504E-001	-5.680792612310719E-004
3.000000000000000E+000	3.3201888E+000	1.772983190861179E-001	-5.924254647960243E-004
3.000000000000000E+000	3.3189278E+000	1.846310882158247E-001	-6.167623958541552E-004
3.000000000000000E+000	3.3177063E+000	1.919638269461361E-001	-6.410902696770224E-004
3.000000000000000E+000	3.3165240E+000	1.992965769860645E-001	-6.654095113814687E-004
3.000000000000000E+000	3.3154209E+000	2.066293328294986E-001	-6.897206831101657E-004
3.000000000000000E+000	3.3143964E+000	2.139620968673792E-001	-7.140243697028172E-004
3.000000000000000E+000	3.3132536E+000	2.212948567899896E-001	-7.383196632159276E-004
3.000000000000000E+000	3.3121109E+000	2.286276386058828E-001	-7.626066498021138E-004
3.000000000000000E+000	3.3109286E+000	2.359604116148254E-001	-7.868849375511371E-004
3.000000000000000E+000	3.3099434E+000	2.432931714848512E-001	-8.111559579622519E-004
3.000000000000000E+000	3.3088009E+000	2.506259305987921E-001	-8.354185981800541E-004
3.000000000000000E+000	3.3078551E+000	2.579586779545248E-001	-8.596742641321497E-004
3.000000000000000E+000	3.3067124E+000	2.652914317923950E-001	-8.839215720932661E-004
3.000000000000000E+000	3.3056486E+000	2.726241936114265E-001	-9.081611056799781E-004
3.000000000000000E+000	3.3046634E+000	2.799569391516017E-001	-9.323933616327357E-004
3.000000000000000E+000	3.3036389E+000	2.872896818572780E-001	-9.566180959361986E-004
