cycle number	Ecell/V	Q charge/mA.h	Energy charge/W.h	
2.000000000000000E+000	3.0411260E+000	4.887983202934265E-007	1.486497286858324E-009
2.000000000000000E+000	3.0462852E+000	5.865842236412897E-006	1.786650633252564E-008
2.000000000000000E+000	3.0512867E+000	1.613124108976788E-005	4.918918129714660E-008
2.000000000000000E+000	3.0563278E+000	3.177385903067059E-005	9.699814968480899E-008
2.000000000000000E+000	3.0614476E+000	5.230441626575257E-005	1.598513752774693E-007
2.000000000000000E+000	3.0664492E+000	7.723550385899014E-005	2.363012880188767E-007
2.000000000000000E+000	3.0714509E+000	1.060767044292556E-004	3.248856208725042E-007
2.000000000000000E+000	3.0765705E+000	1.383397118581666E-004	4.241450381200863E-007
2.000000000000000E+000	3.0815723E+000	1.740255326363775E-004	5.341134747272651E-007
2.000000000000000E+000	3.0866528E+000	2.131329305966695E-004	6.548244324111158E-007
2.000000000000000E+000	3.0916936E+000	2.546843748953607E-004	7.832887684720239E-007
2.000000000000000E+000	3.0968134E+000	2.986809922258059E-004	9.195380843496890E-007
2.000000000000000E+000	3.1018939E+000	3.451209664675925E-004	1.063589957251195E-006
2.000000000000000E+000	3.1069348E+000	3.935156527823872E-004	1.213949091612585E-006
2.000000000000000E+000	3.1120939E+000	4.428886139723990E-004	1.367602384214787E-006
2.000000000000000E+000	3.1171350E+000	4.951942444509930E-004	1.530646098182778E-006
2.000000000000000E+000	3.1221366E+000	5.465230006310675E-004	1.690901486118833E-006
2.000000000000000E+000	3.1271384E+000	6.012729180521436E-004	1.862112053982030E-006
2.000000000000000E+000	3.1321399E+000	6.560232294599216E-004	2.033597690039826E-006
2.000000000000000E+000	3.1371415E+000	7.107735627227360E-004	2.205357230803626E-006
2.000000000000000E+000	3.1421432E+000	7.679682593875461E-004	2.385071160836829E-006
2.000000000000000E+000	3.1472235E+000	8.261412639088101E-004	2.568154606137539E-006
2.000000000000000E+000	3.1523433E+000	8.857794270912807E-004	2.756154568669588E-006
