cycle number	time/s	Ecell/V	I/mA	Capacity/mA.h	
2.000000000000000E+000	3.847262508668874E+005	3.0185959E+000	8.7976843E-001	4.887602395481533E-007
2.000000000000000E+000	3.847262748668902E+005	3.0237939E+000	8.8000470E-001	6.354736387729645E-006
2.000000000000000E+000	3.847263248668956E+005	3.0289526E+000	8.7990630E-001	1.857596298058828E-005
2.000000000000000E+000	3.847263948669024E+005	3.0340719E+000	8.7986690E-001	3.568549219104979E-005
2.000000000000000E+000	3.847264788669115E+005	3.0391126E+000	8.7990630E-001	5.621726195017497E-005
2.000000000000000E+000	3.847265768669220E+005	3.0441530E+000	8.7996531E-001	8.017132679621379E-005
2.000000000000000E+000	3.847266848669329E+005	3.0491543E+000	8.7996531E-001	1.065691711836391E-004
2.000000000000000E+000	3.847268088669458E+005	3.0543129E+000	8.8000470E-001	1.368783663047685E-004
2.000000000000000E+000	3.847269388669592E+005	3.0593534E+000	8.7996531E-001	1.686541593074799E-004
2.000000000000000E+000	3.847270788669735E+005	3.0643547E+000	8.7994564E-001	2.028735676407814E-004
2.000000000000000E+000	3.847272248669891E+005	3.0693951E+000	8.8008344E-001	2.385600004593531E-004
2.000000000000000E+000	3.847273788670050E+005	3.0743964E+000	8.7994564E-001	2.762017261319690E-004
2.000000000000000E+000	3.847275408670222E+005	3.0795157E+000	8.8008344E-001	3.157993786202537E-004
2.000000000000000E+000	3.847277108670399E+005	3.0845168E+000	8.7996531E-001	3.573514158195919E-004
2.000000000000000E+000	3.847278928670585E+005	3.0896754E+000	8.7992597E-001	4.018368019991451E-004
2.000000000000000E+000	3.847280748670781E+005	3.0947554E+000	8.7982750E-001	4.463229209846920E-004
2.000000000000000E+000	3.847282668670975E+005	3.0997958E+000	8.7994564E-001	4.932532241940499E-004
2.000000000000000E+000	3.847284628671184E+005	3.1048365E+000	8.7998503E-001	5.411605664425427E-004
2.000000000000000E+000	3.847286608671388E+005	3.1099164E+000	8.7992597E-001	5.895578830109703E-004
2.000000000000000E+000	3.847288708671611E+005	3.1149964E+000	8.7986690E-001	6.408876299195820E-004
