cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
2.000000000000000E+000	9.9979990E+003	7.8689351E+000	2.0330753E+000
2.000000000000000E+000	6.8129990E+003	8.4949236E+000	2.3338711E+000
2.000000000000000E+000	4.6420000E+003	9.1334057E+000	2.4470816E+000
2.000000000000000E+000	3.1620007E+003	9.7545509E+000	2.5243950E+000
2.000000000000000E+000	2.1540000E+003	1.0376813E+001	2.6194212E+000
2.000000000000000E+000	1.4679995E+003	1.1006779E+001	2.7329521E+000
2.000000000000000E+000	9.9800061E+002	1.1683836E+001	2.8718314E+000
2.000000000000000E+000	6.8099933E+002	1.2423124E+001	3.0167572E+000
2.000000000000000E+000	4.6399887E+002	1.3227313E+001	3.1318362E+000
2.000000000000000E+000	3.1600006E+002	1.4068235E+001	3.1940713E+000
2.000000000000000E+000	2.1500046E+002	1.4930499E+001	3.1915514E+000
2.000000000000000E+000	1.4699995E+002	1.5745987E+001	3.1372912E+000
2.000000000000000E+000	1.0200077E+002	1.6500540E+001	3.0442603E+000
2.000000000000000E+000	6.8000511E+001	1.7327082E+001	2.9269922E+000
2.000000000000000E+000	4.6000347E+001	1.8084467E+001	2.7660198E+000
2.000000000000000E+000	3.2000240E+001	1.8740641E+001	2.5695798E+000
2.000000000000000E+000	2.2000166E+001	1.9340477E+001	2.3500071E+000
2.000000000000000E+000	1.4998950E+001	1.9855082E+001	2.1120458E+000
2.000000000000000E+000	1.0000075E+001	2.0312393E+001	1.9049902E+000
2.000000000000000E+000	6.9988890E+000	2.0652739E+001	1.7841552E+000
2.000000000000000E+000	4.9988737E+000	2.0917492E+001	1.7212259E+000
2.000000000000000E+000	2.9988587E+000	2.1339064E+001	1.7653941E+000
2.000000000000000E+000	2.0000150E+000	2.1676733E+001	1.9000444E+000
2.000000000000000E+000	9.9884343E-001	2.2325590E+001	2.3829918E+000
2.000000000000000E+000	9.9884343E-001	2.2306433E+001	2.4091151E+000
2.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
3.000000000000000E+000	9.9979990E+003	7.6064091E+000	2.2058630E+000
3.000000000000000E+000	6.8129990E+003	8.2626715E+000	2.2333450E+000
3.000000000000000E+000	4.6420000E+003	8.8851881E+000	2.3260570E+000
3.000000000000000E+000	3.1620007E+003	9.4941406E+000	2.3642714E+000
3.000000000000000E+000	2.1540000E+003	1.0079841E+001	2.3947568E+000
3.000000000000000E+000	1.4679995E+003	1.0638360E+001	2.4459014E+000
3.000000000000000E+000	9.9800061E+002	1.1227304E+001	2.5245697E+000
3.000000000000000E+000	6.8099933E+002	1.1840982E+001	2.6461198E+000
3.000000000000000E+000	4.6399887E+002	1.2525239E+001	2.7692666E+000
3.000000000000000E+000	3.1600006E+002	1.3260164E+001	2.8455522E+000
3.000000000000000E+000	2.1500046E+002	1.4013299E+001	2.8758445E+000
3.000000000000000E+000	1.4699995E+002	1.4759143E+001	2.8598950E+000
3.000000000000000E+000	1.0200077E+002	1.5452233E+001	2.8184676E+000
3.000000000000000E+000	6.8000511E+001	1.6214455E+001	2.7463653E+000
3.000000000000000E+000	4.6000347E+001	1.6933931E+001	2.6497374E+000
3.000000000000000E+000	3.2000240E+001	1.7575871E+001	2.5104008E+000
3.000000000000000E+000	2.2000166E+001	1.8177137E+001	2.3262050E+000
3.000000000000000E+000	1.4998950E+001	1.8713730E+001	2.1276624E+000
3.000000000000000E+000	1.0000075E+001	1.9191477E+001	1.9397727E+000
3.000000000000000E+000	6.9988890E+000	1.9541677E+001	1.8275883E+000
3.000000000000000E+000	4.9988737E+000	1.9840611E+001	1.7454964E+000
