cycle number	Ecell/V	Q charge/mA.h	Energy charge/W.h	
5.000000000000000E+000	3.4458029E+000	4.887370599640740E-007	1.684091591765993E-009
5.000000000000000E+000	3.4508033E+000	8.797890212800767E-006	3.035734454457275E-008
5.000000000000000E+000	3.4558039E+000	4.105756438440746E-005	1.418404514290032E-007
5.000000000000000E+000	3.4608042E+000	1.353911852505472E-004	4.683106449891014E-007
5.000000000000000E+000	3.4658046E+000	3.528964930441644E-004	1.222141536234560E-006
5.000000000000000E+000	3.4708443E+000	7.365856835577222E-004	2.553866964128604E-006
5.000000000000000E+000	3.4758449E+000	1.348536420928107E-003	4.680912789237728E-006
5.000000000000000E+000	3.4808452E+000	2.193635080456733E-003	7.622570412716917E-006
5.000000000000000E+000	3.4858456E+000	3.355463329288694E-003	1.167252426212422E-005
5.000000000000000E+000	3.4908459E+000	4.992381617592440E-003	1.738675378802173E-005
5.000000000000000E+000	3.4958465E+000	7.465111501382456E-003	2.603103792227726E-005
5.000000000000000E+000	3.5008469E+000	1.213636825233698E-002	4.238439246415687E-005
5.000000000000000E+000	3.5039573E+000	1.946804916461309E-002	6.807428910960117E-005
5.000000000000000E+000	3.5055323E+000	2.679973128077057E-002	9.377573732238463E-005
5.000000000000000E+000	3.5060441E+000	3.413141750802597E-002	1.194809529246812E-004
5.000000000000000E+000	3.5062804E+000	4.146308615505696E-002	1.451878391639019E-004
5.000000000000000E+000	3.5062804E+000	4.879475426650710E-002	1.708947235252260E-004
5.000000000000000E+000	3.5063198E+000	5.612643550942342E-002	1.966019423506419E-004
5.000000000000000E+000	3.5063591E+000	6.345810946947998E-002	2.223094240612252E-004
5.000000000000000E+000	3.5064378E+000	7.078977946029769E-002	2.480174686963245E-004
5.000000000000000E+000	3.5064378E+000	7.812145039469004E-002	2.737255166400095E-004
5.000000000000000E+000	3.5065954E+000	8.545313767015934E-002	2.994347773175799E-004
5.000000000000000E+000	3.5066741E+000	9.278481789449851E-002	3.251445901125879E-004
5.000000000000000E+000	3.5068710E+000	1.001164929370748E-001	3.508558285910755E-004
5.000000000000000E+000	3.5071466E+000	1.074481745290425E-001	3.765691107359623E-004
5.000000000000000E+000	3.5073435E+000	1.147798403883643E-001	4.022837815565779E-004
5.000000000000000E+000	3.5075796E+000	1.221115008014441E-001	4.280001637993696E-004
5.000000000000000E+000	3.5079734E+000	1.294431735232141E-001	4.537194769234238E-004
5.000000000000000E+000	3.5082490E+000	1.367748522941603E-001	4.794408319655777E-004
5.000000000000000E+000	3.5086427E+000	1.441065221526888E-001	5.051650416991691E-004
5.000000000000000E+000	3.5089972E+000	1.514381928856836E-001	5.308918537866436E-004
5.000000000000000E+000	3.5093908E+000	1.587698318698671E-001	5.566214404138927E-004
5.000000000000000E+000	3.5098240E+000	1.661014616171519E-001	5.823541707353433E-004
5.000000000000000E+000	3.5102963E+000	1.734330930023392E-001	6.080903695878726E-004
5.000000000000000E+000	3.5106113E+000	1.807647240583764E-001	6.338288763891023E-004
5.000000000000000E+000	3.5110445E+000	1.880963554228677E-001	6.595705603839837E-004
5.000000000000000E+000	3.5115564E+000	1.954280033602979E-001	6.853160555255185E-004
5.000000000000000E+000	3.5120683E+000	2.027596450127827E-001	7.110652815522221E-004
5.000000000000000E+000	3.5123832E+000	2.100912736541695E-001	7.368167709864158E-004
5.000000000000000E+000	3.5129344E+000	2.174229101455211E-001	7.625723293648906E-004
5.000000000000000E+000	3.5134070E+000	2.247545500471194E-001	7.883313642576889E-004
5.000000000000000E+000	3.5139976E+000	2.320861920246482E-001	8.140947362392403E-004
5.000000000000000E+000	3.5144699E+000	2.394178365409043E-001	8.398615799304045E-004
5.000000000000000E+000	3.5149817E+000	2.467494802484247E-001	8.656321737354531E-004
5.000000000000000E+000	3.5155330E+000	2.540811413727866E-001	8.914068701461559E-004
5.000000000000000E+000	3.5160842E+000	2.614127963959839E-001	9.171855864904251E-004
5.000000000000000E+000	3.5167143E+000	2.687444402243693E-001	9.429688834370678E-004
5.000000000000000E+000	3.5172262E+000	2.760761033817463E-001	9.687560013243700E-004
5.000000000000000E+000	3.5177774E+000	2.834077663526601E-001	9.945471599426311E-004
5.000000000000000E+000	3.5182891E+000	2.907394135020507E-001	1.020342014114218E-003
5.000000000000000E+000	3.5189192E+000	2.980710735976033E-001	1.046141533808670E-003
5.000000000000000E+000	3.5195098E+000	3.054027401454250E-001	1.071945406017811E-003
5.000000000000000E+000	3.5201790E+000	3.127344153290325E-001	1.097754215277961E-003
5.000000000000000E+000	3.5207303E+000	3.200660797761877E-001	1.123567028131483E-003
5.000000000000000E+000	3.5213604E+000	3.273977107134130E-001	1.149384342961733E-003
5.000000000000000E+000	3.5219116E+000	3.347293189195460E-001	1.175205619104219E-003
5.000000000000000E+000	3.5225809E+000	3.420609147020512E-001	1.201031758095923E-003
5.000000000000000E+000	3.5232108E+000	3.493925117562877E-001	1.226862519754216E-003
5.000000000000000E+000	3.5238409E+000	3.567241084276968E-001	1.252697899998287E-003
5.000000000000000E+000	3.5245101E+000	3.640557018504540E-001	1.278538175397184E-003
5.000000000000000E+000	3.5251796E+000	3.713872856853405E-001	1.304383325347661E-003
5.000000000000000E+000	3.5258095E+000	3.787188614842295E-001	1.330233065143226E-003
5.000000000000000E+000	3.5264788E+000	3.860504326779643E-001	1.356087695289577E-003
5.000000000000000E+000	3.5272663E+000	3.933820060486594E-001	1.381948106701791E-003
5.000000000000000E+000	3.5280144E+000	4.007136022689938E-001	1.407814083899474E-003
5.000000000000000E+000	3.5286837E+000	4.080452054562833E-001	1.433684992285769E-003
5.000000000000000E+000	3.5295498E+000	4.153768095502257E-001	1.459562254321316E-003
5.000000000000000E+000	3.5301800E+000	4.227084344390696E-001	1.485444209705845E-003
5.000000000000000E+000	3.5309675E+000	4.300400459125306E-001	1.511331891350522E-003
5.000000000000000E+000	3.5317154E+000	4.373716649967763E-001	1.537225083326452E-003
5.000000000000000E+000	3.5325029E+000	4.447032764733168E-001	1.563124022052999E-003
5.000000000000000E+000	3.5333297E+000	4.520348926488227E-001	1.589029039420151E-003
5.000000000000000E+000	3.5341959E+000	4.593665149261222E-001	1.614940428812663E-003
5.000000000000000E+000	3.5349047E+000	4.666981287054551E-001	1.640856984954707E-003
5.000000000000000E+000	3.5358102E+000	4.740297579029533E-001	1.666780234489642E-003
5.000000000000000E+000	3.5367947E+000	4.813613805309269E-001	1.692710678267544E-003
5.000000000000000E+000	3.5375822E+000	4.886930015950732E-001	1.718646890140927E-003
5.000000000000000E+000	3.5384483E+000	4.960246289789676E-001	1.744589474841073E-003
5.000000000000000E+000	3.5393932E+000	5.033562311616540E-001	1.770538897653109E-003
5.000000000000000E+000	3.5402989E+000	5.106878492496411E-001	1.796495017389339E-003
5.000000000000000E+000	3.5412438E+000	5.180194831384883E-001	1.822458120380358E-003
