cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
2.000000000000000E+000	3.4499383E+000	2.883749703566233E-007	-2.351309176198402E-006
2.000000000000000E+000	3.4449365E+000	1.479566423263815E-004	-2.860016982357631E-006
2.000000000000000E+000	3.4398561E+000	5.034354314704736E-004	-4.082812846694291E-006
2.000000000000000E+000	3.4348149E+000	9.630645404424933E-004	-5.661553772436588E-006
2.000000000000000E+000	3.4298131E+000	1.487725202259090E-003	-7.461041807834386E-006
2.000000000000000E+000	3.4248114E+000	2.070572464019060E-003	-9.457183732931717E-006
2.000000000000000E+000	3.4198096E+000	2.717473719434605E-003	-1.166946284341830E-005
2.000000000000000E+000	3.4147685E+000	3.435276735176642E-003	-1.412059394020994E-005
2.000000000000000E+000	3.4097273E+000	4.230333856360779E-003	-1.683152193917897E-005
2.000000000000000E+000	3.4047256E+000	5.108027088724904E-003	-1.981982651388009E-005
2.000000000000000E+000	3.3997238E+000	6.064935946547323E-003	-2.307305230185285E-005
2.000000000000000E+000	3.3946433E+000	7.138219338175323E-003	-2.671646658346965E-005
2.000000000000000E+000	3.3896415E+000	8.388996586617497E-003	-3.095615308126472E-005
2.000000000000000E+000	3.3846397E+000	9.838289430091778E-003	-3.586148723417122E-005
2.000000000000000E+000	3.3796380E+000	1.171396298814151E-002	-4.220058478518320E-005
2.000000000000000E+000	3.3746362E+000	1.495336027100682E-002	-5.313237203546272E-005
2.000000000000000E+000	3.3715641E+000	2.228785206144055E-002	-7.786108161350638E-005
2.000000000000000E+000	3.3708947E+000	2.962235581204295E-002	-1.025849212170749E-004
2.000000000000000E+000	3.3706191E+000	3.695686075596345E-002	-1.273067433665154E-004
2.000000000000000E+000	3.3703828E+000	4.429136376359396E-002	-1.520268260458104E-004
2.000000000000000E+000	3.3702252E+000	5.162585992145869E-002	-1.767457297611921E-004
2.000000000000000E+000	3.3698707E+000	5.896035809247030E-002	-2.014620399732318E-004
