cycle number,Ecell/V,Q charge/mA.h,Energy charge/W.h
2.0,2.9920998,4.887153704961141e-07,1.462285143729029e-09
2.0,2.9973774,7.330818275610606e-06,2.1970649730092762e-08
2.0,3.0024185,1.906096117364036e-05,5.7189447986702424e-08
2.0,3.0075777,3.665603879425261e-05,1.101080103239458e-07
2.0,3.012619,5.962711685233646e-05,1.793111169584335e-07
2.0,3.0176601,8.84626919693417e-05,2.663270826315782e-07
2.0,3.0227013,0.0001212092594305674,3.653101734695467e-07
2.0,3.0277424,0.0001578658342692587,4.762968388292576e-07
2.0,3.0327442,0.000197455193830861,5.963612382034639e-07
2.0,3.037746,0.0002404655718803406,7.270158400433331e-07
2.0,3.0427477,0.0002839658034178946,8.593760710687083e-07
2.0,3.0477889,0.0003303979005085097,1.000891299254268e-06
2.0,3.0529087,0.0003792736073335012,1.150104367834117e-06
2.0,3.0579891,0.0004291266464193662,1.302554418981726e-06
2.0,3.0630302,0.0004804465429981549,1.459748814266078e-06
2.0,3.068032,0.0005332326510217454,1.621698284225705e-06
2.0,3.0730338,0.0005855299345652262,1.782409604708294e-06
2.0,3.0780356,0.0006407588319645987,1.952406116667522e-06
2.0,3.0830767,0.0006969659367203712,2.125696932583991e-06
2.0,3.0881574,0.0007570841324660512,2.311351384575881e-06
2.0,3.0931592,0.0008167127154601944,2.495792084573298e-06
2.0,3.0982397,0.0008787852913141249,2.688107800898633e-06
2.0,3.1032414,0.0009418356587489444,2.883768314158718e-06
2.0,3.1083219,0.001006352599329419,3.08430773381737e-06
2.0,3.1133237,0.001072334985600578,3.289732260019593e-06
2.0,3.1184435,0.001141249915891224,3.504639575684496e-06
2.0,3.1234453,0.001211142440934976,3.722945052611696e-06
2.0,3.1284864,0.001282012068563038,3.944659718456454e-06
2.0,3.1334882,0.001354836667180062,4.172854737308931e-06
2.0,3.1385293,0.001429127937191063,4.406020065023908e-06
2.0,3.1435311,0.001507818170620336,4.653385259820817e-06
2.0,3.1485722,0.001585042082866033,4.896530323594599e-06
2.0,3.1536529,0.001667153553962708,5.155481403068872e-06
2.0,3.1586547,0.00175024175554514,5.417928340663339e-06
2.0,3.1636562,0.001834796792467436,5.685431410401334e-06
2.0,3.168658,0.001920817472570473,5.958001528133285e-06
2.0,3.1736598,0.00201123754269547,6.244964069936276e-06
2.0,3.1787009,0.002101657415926457,6.532381804516315e-06
2.0,3.1837027,0.002193542220625613,6.824915705995891e-06
2.0,3.1887438,0.002288850090238783,7.12882808714933e-06
2.0,3.1937456,0.002384646554787954,7.434777625553556e-06
2.0,3.1987474,0.002483375508454111,7.750586609049296e-06
2.0,3.2037492,0.002580637440747685,8.062189444864496e-06
2.0,3.2087903,0.002684253657956918,8.39467215780407e-06
2.0,3.2138314,0.00278640413367086,8.722966566702933e-06
2.0,3.2188725,0.002892464452650812,9.064361215809435e-06
2.0,3.2239139,0.002998525034222338,9.406291399828952e-06
2.0,3.2289944,0.003106540334986316,9.755072197816424e-06
2.0,3.2339962,0.003215532585250007,1.01075527158627e-05
2.0,3.2389979,0.003327946160203881,1.047166005314464e-05
2.0,3.2440391,0.003439382698436578,1.083316453573619e-05
2.0,3.2490408,0.00355130775531133,1.119681361677173e-05
2.0,3.2540426,0.003666166011956003,1.157056727977576e-05
2.0,3.2590442,0.003781511463854048,1.194648320236389e-05
2.0,3.264046,0.00389636933800247,1.232138458173444e-05
2.0,3.2690477,0.004016602359182306,1.271443206754967e-05
2.0,3.2740495,0.004134881733589703,1.310168459661237e-05
2.0,3.2790906,0.004254627407292526,1.349434151478253e-05
2.0,3.2841318,0.004379259742498399,1.390365052582383e-05
2.0,3.2891335,0.004501449551052518,1.430554912445289e-05
2.0,3.2942142,0.004626571630272601,1.47177280606413e-05
2.0,3.2992947,0.004755602677332031,1.51434395116508e-05
2.0,3.3042965,0.004885612467990982,1.557303040704977e-05
2.0,3.3093376,0.005017577656275697,1.600974776863852e-05
2.0,3.3143394,0.005149541586604385,1.644712102221835e-05
2.0,3.3193412,0.005284438607825175,1.689489026018125e-05
2.0,3.324343,0.005423245045940083,1.735633046637513e-05
2.0,3.3294628,0.005567427210642233,1.783637961536555e-05
2.0,3.3345039,0.005722851929896409,1.835464394617837e-05
2.0,3.339545,0.005874855488406289,1.886226667173338e-05
2.0,3.3445468,0.006035168816910851,1.939844210076168e-05
2.0,3.3495486,0.006199390500817035,1.994851060860948e-05
2.0,3.3545504,0.006370943615436555,2.052399417129572e-05
2.0,3.3595521,0.006552271212968563,2.113317369053284e-05
2.0,3.3645539,0.006746796609328854,2.178766487702561e-05
2.0,3.3695557,0.006951584613058303,2.247770946468928e-05
2.0,3.3745575,0.007175435514582529,2.32331072022166e-05
2.0,3.3795593,0.007415416266851957,2.404413638020731e-05
2.0,3.3846004,0.007676412393086487,2.492750397370049e-05
2.0,3.3896415,0.00796575650619136,2.590827679402089e-05
2.0,3.394722,0.008288825951781539,2.700500774360346e-05
2.0,3.3997238,0.008644151619672776,2.821301686219702e-05
2.0,3.4047256,0.009033690909014808,2.953929123397398e-05
2.0,3.4097667,0.00947161635849211,3.103251483731643e-05
2.0,3.4148078,0.009948153944677776,3.265979910193819e-05
2.0,3.4198489,0.01045694817947017,3.439979851574302e-05
2.0,3.4248507,0.01102292876564794,3.633819752379408e-05
2.0,3.4298918,0.01162947757585181,3.841859432920737e-05
2.0,3.4348936,0.01227366076456176,4.06312950465483e-05
2.0,3.4398954,0.01296769240713782,4.301869129537604e-05
2.0,3.4448972,0.0137115786428584,4.558130288720866e-05
2.0,3.449899,0.01450922859201829,4.833311461582857e-05
2.0,3.4549007,0.01536601820141077,5.129323767269425e-05
2.0,3.4599025,0.01627705657458968,5.444534164038058e-05
2.0,3.4649043,0.01727167240060038,5.789159030104742e-05
2.0,3.4699059,0.01835230984767278,6.16413005039083e-05
2.0,3.4749076,0.01959130522509416,6.594669500267455e-05
2.0,3.4799094,0.02098376613842117,7.07923328519617e-05
2.0,3.4849112,0.02266362197107739,7.664648126325601e-05
2.0,3.489913,0.02489234268248082,8.442452261783348e-05
2.0,3.4949541,0.02891822606364886,9.849480028397412e-05
2.0,3.4980655,0.03624956505580081,0.0001241403040733761
2.0,3.4991682,0.04358092235449288,0.0001497939560847829
2.0,3.4993258,0.05091226734525628,0.0001754487204096511
2.0,3.4993651,0.05824360148191452,0.0002011037351603039
2.0,3.4991288,0.06557494545211395,0.0002267570521248526
2.0,3.4989319,0.07290629313455688,0.0002524089382892548
2.0,3.4988139,0.0802376508614752,0.0002780599943723055
2.0,3.498735,0.08756901031494141,0.0003037104779306334
2.0,3.4986169,0.0949003496689929,0.0003293600259423182
2.0,3.4986956,0.1022316947556867,0.0003550101708268522
