cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
2.000000000000000E+000	3.4322860E+000	0.000000000000000E+000	-2.015108761757789E-006
2.000000000000000E+000	3.4272835E+000	1.728258508609401E-004	-2.608312294000252E-006
2.000000000000000E+000	3.4222810E+000	5.757108692824841E-004	-3.987098048542470E-006
2.000000000000000E+000	3.4172783E+000	1.156078652524286E-003	-5.970376274311084E-006
2.000000000000000E+000	3.4122758E+000	1.888027961568700E-003	-8.467989181925639E-006
2.000000000000000E+000	3.4072733E+000	2.756385832180580E-003	-1.142672176282971E-005
2.000000000000000E+000	3.4022708E+000	3.775824571036630E-003	-1.489512841022498E-005
2.000000000000000E+000	3.3972683E+000	5.004037671966686E-003	-1.906769783787212E-005
2.000000000000000E+000	3.3922658E+000	6.613125170618296E-003	-2.452615032338339E-005
2.000000000000000E+000	3.3872633E+000	9.585871513668034E-003	-3.459562490556254E-005
2.000000000000000E+000	3.3838363E+000	4.625633266520169E-002	-1.586824613649633E-004
2.000000000000000E+000	3.3819063E+000	8.292689590538541E-002	-2.826988691473400E-004
2.000000000000000E+000	3.3807244E+000	1.195973533895446E-001	-4.066715806264020E-004
2.000000000000000E+000	3.3795428E+000	1.562678216876089E-001	-5.306009987480860E-004
2.000000000000000E+000	3.3782430E+000	1.929383213666578E-001	-6.544828564773593E-004
2.000000000000000E+000	3.3769431E+000	2.296089197164608E-001	-7.783173809663644E-004
2.000000000000000E+000	3.3754463E+000	2.662794739004803E-001	-9.020968681237751E-004
2.000000000000000E+000	3.3741465E+000	3.029500275066660E-001	-1.025828686814849E-003
2.000000000000000E+000	3.3711133E+000	3.396206451161867E-001	-1.149449493569381E-003
2.000000000000000E+000	3.3694589E+000	3.762911836525631E-001	-1.273009366514735E-003
2.000000000000000E+000	3.3678441E+000	4.129617978511750E-001	-1.396510278361709E-003
2.000000000000000E+000	3.3663471E+000	4.496323508309489E-001	-1.519956087105786E-003
2.000000000000000E+000	3.3647323E+000	4.863029451878699E-001	-1.643342819132569E-003
2.000000000000000E+000	3.3631566E+000	5.229735170359909E-001	-1.766671693295565E-003
2.000000000000000E+000	3.3612266E+000	5.596440794312126E-001	-1.889929761540310E-003
2.000000000000000E+000	3.3591387E+000	5.963146580202878E-001	-2.013111322227268E-003
2.000000000000000E+000	3.3570118E+000	6.329850672283273E-001	-2.136214318467744E-003
2.000000000000000E+000	3.3548846E+000	6.696554756586586E-001	-2.259239307884108E-003
2.000000000000000E+000	3.3527184E+000	7.063258848350082E-001	-2.382184861751630E-003
2.000000000000000E+000	3.3503156E+000	7.429963169995779E-001	-2.505042381621701E-003
