9997.999,8.9679108,-2.2733471
6812.999,9.5446758,-2.2615089
4642.0,10.129288,-2.3467371
3162.0007,10.715904,-2.4184771
2154.0,11.323273,-2.4962058
1467.9995,11.949748,-2.5737348
998.00061,12.603587,-2.6471918
680.99933,13.273591,-2.7071197
463.99887,13.971531,-2.7554157
316.00006,14.676577,-2.7786732
215.00046,15.378708,-2.7735565
146.99995,16.077084,-2.7442884
102.00077,16.751589,-2.7050202
68.000511,17.48525,-2.632796
46.000347,18.177319,-2.5183234
32.00024,18.786917,-2.378521
22.000166,19.348763,-2.1997027
14.99895,19.823881,-1.9926884
10.000075,20.255219,-1.8037964
6.998889,20.562706,-1.7261227
4.9988737,20.850357,-1.6843278
2.9988587,21.272615,-1.77546
2.000015,21.599028,-1.9286246
0.99884343,22.281464,-2.5546231
