cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
6.000000000000000E+000	1.0001000E+004	7.5573554E+000	1.8872420E+000
6.000000000000000E+000	6.7239995E+003	8.1046343E+000	2.2103546E+000
6.000000000000000E+000	4.5210005E+003	8.7231150E+000	2.2809978E+000
6.000000000000000E+000	3.0399998E+003	9.3260441E+000	2.3258154E+000
6.000000000000000E+000	2.0439991E+003	9.9533329E+000	2.3542216E+000
6.000000000000000E+000	1.3736262E+003	1.0587529E+001	2.3596075E+000
6.000000000000000E+000	9.2407684E+002	1.1220936E+001	2.3309340E+000
6.000000000000000E+000	6.2075903E+002	1.1837317E+001	2.2628632E+000
6.000000000000000E+000	4.1733029E+002	1.2402133E+001	2.1689758E+000
6.000000000000000E+000	2.8059583E+002	1.2923493E+001	2.0901728E+000
6.000000000000000E+000	1.8867896E+002	1.3424848E+001	2.0408401E+000
6.000000000000000E+000	1.2685777E+002	1.3913528E+001	2.0156701E+000
6.000000000000000E+000	8.5318459E+001	1.4415344E+001	2.0043044E+000
6.000000000000000E+000	5.7369469E+001	1.4950174E+001	1.9851503E+000
6.000000000000000E+000	3.8573051E+001	1.5491744E+001	1.9318151E+000
6.000000000000000E+000	2.5937332E+001	1.5997630E+001	1.8294041E+000
6.000000000000000E+000	1.7425045E+001	1.6452961E+001	1.7040620E+000
6.000000000000000E+000	1.1723022E+001	1.6836639E+001	1.5802561E+000
6.000000000000000E+000	7.8813171E+000	1.7167549E+001	1.4994314E+000
6.000000000000000E+000	5.2992253E+000	1.7474979E+001	1.4752585E+000
6.000000000000000E+000	3.5623088E+000	1.7746340E+001	1.5129284E+000
6.000000000000000E+000	2.3934989E+000	1.8030529E+001	1.6257467E+000
6.000000000000000E+000	1.6111881E+000	1.8346506E+001	1.8228503E+000
6.000000000000000E+000	1.0826625E+000	1.8702991E+001	2.1470530E+000
6.000000000000000E+000	7.2875988E-001	1.9135088E+001	2.5808959E+000
6.000000000000000E+000	4.8894435E-001	1.9591980E+001	3.1211007E+000
6.000000000000000E+000	3.2829121E-001	2.0288683E+001	3.9489317E+000
6.000000000000000E+000	2.2118911E-001	2.0993790E+001	4.9069123E+000
6.000000000000000E+000	1.4901161E-001	2.2125010E+001	6.0738993E+000
6.000000000000000E+000	1.0011718E-001	2.3497213E+001	7.7420926E+000
7.000000000000000E+000	1.0001000E+004	7.1560941E+000	2.0015829E+000
7.000000000000000E+000	6.7239995E+003	7.9541688E+000	2.1335509E+000
7.000000000000000E+000	4.5210005E+003	8.5422449E+000	2.1966317E+000
7.000000000000000E+000	3.0399998E+003	9.1306953E+000	2.2317705E+000
7.000000000000000E+000	2.0439991E+003	9.7195530E+000	2.2570493E+000
7.000000000000000E+000	1.3736262E+003	1.0324547E+001	2.2634833E+000
7.000000000000000E+000	9.2407684E+002	1.0929444E+001	2.2382312E+000
7.000000000000000E+000	6.2075903E+002	1.1512355E+001	2.1844313E+000
7.000000000000000E+000	4.1733029E+002	1.2065765E+001	2.1097665E+000
7.000000000000000E+000	2.8059583E+002	1.2582669E+001	2.0383520E+000
7.000000000000000E+000	1.8867896E+002	1.3064861E+001	1.9879509E+000
7.000000000000000E+000	1.2685777E+002	1.3546515E+001	1.9796941E+000
7.000000000000000E+000	8.5318459E+001	1.4043554E+001	1.9818493E+000
7.000000000000000E+000	5.7369469E+001	1.4573484E+001	1.9758679E+000
7.000000000000000E+000	3.8573051E+001	1.5106533E+001	1.9343976E+000
7.000000000000000E+000	2.5937332E+001	1.5622239E+001	1.8483739E+000
7.000000000000000E+000	1.7425045E+001	1.6083336E+001	1.7248199E+000
7.000000000000000E+000	1.1723022E+001	1.6486235E+001	1.6090654E+000
7.000000000000000E+000	7.8813171E+000	1.6821390E+001	1.5291461E+000
7.000000000000000E+000	5.2992253E+000	1.7134533E+001	1.4952168E+000
7.000000000000000E+000	3.5623088E+000	1.7420601E+001	1.5379090E+000
7.000000000000000E+000	2.3934989E+000	1.7721491E+001	1.6519926E+000
7.000000000000000E+000	1.6111881E+000	1.8026531E+001	1.8454466E+000
7.000000000000000E+000	1.0826625E+000	1.8384399E+001	2.1413088E+000
7.000000000000000E+000	7.2875988E-001	1.8789129E+001	2.5618291E+000
7.000000000000000E+000	4.8894435E-001	1.9328304E+001	3.1915977E+000
7.000000000000000E+000	3.2829121E-001	1.9911909E+001	3.8879642E+000
7.000000000000000E+000	2.2118911E-001	2.0832287E+001	4.8763013E+000
7.000000000000000E+000	1.4901161E-001	2.1780464E+001	6.1568127E+000
7.000000000000000E+000	1.0011718E-001	2.3076443E+001	7.5452890E+000
8.000000000000000E+000	1.0001000E+004	7.1010718E+000	2.0185363E+000
8.000000000000000E+000	6.7239995E+003	7.8862214E+000	2.0970480E+000
8.000000000000000E+000	4.5210005E+003	8.4636793E+000	2.1489327E+000
8.000000000000000E+000	3.0399998E+003	9.0335054E+000	2.1756647E+000
8.000000000000000E+000	2.0439991E+003	9.6048737E+000	2.1956110E+000
8.000000000000000E+000	1.3736262E+003	1.0192634E+001	2.2068472E+000
8.000000000000000E+000	9.2407684E+002	1.0771558E+001	2.1902189E+000
8.000000000000000E+000	6.2075903E+002	1.1344006E+001	2.1451750E+000
8.000000000000000E+000	4.1733029E+002	1.1893521E+001	2.0768187E+000
8.000000000000000E+000	2.8059583E+002	1.2397099E+001	2.0201814E+000
8.000000000000000E+000	1.8867896E+002	1.2880509E+001	1.9778498E+000
8.000000000000000E+000	1.2685777E+002	1.3354245E+001	1.9673250E+000
8.000000000000000E+000	8.5318459E+001	1.3851714E+001	1.9751107E+000
8.000000000000000E+000	5.7369469E+001	1.4374171E+001	1.9780562E+000
8.000000000000000E+000	3.8573051E+001	1.4912855E+001	1.9450532E+000
8.000000000000000E+000	2.5937332E+001	1.5432614E+001	1.8603857E+000
8.000000000000000E+000	1.7425045E+001	1.5904327E+001	1.7393609E+000
8.000000000000000E+000	1.1723022E+001	1.6307364E+001	1.6291972E+000
8.000000000000000E+000	7.8813171E+000	1.6657990E+001	1.5383728E+000
8.000000000000000E+000	5.2992253E+000	1.6960529E+001	1.5107070E+000
8.000000000000000E+000	3.5623088E+000	1.7258577E+001	1.5491722E+000
8.000000000000000E+000	2.3934989E+000	1.7552223E+001	1.6438229E+000
8.000000000000000E+000	1.6111881E+000	1.7861629E+001	1.8478537E+000
8.000000000000000E+000	1.0826625E+000	1.8204180E+001	2.1337192E+000
8.000000000000000E+000	7.2875988E-001	1.8606102E+001	2.5489588E+000
8.000000000000000E+000	4.8894435E-001	1.9162848E+001	3.1490750E+000
8.000000000000000E+000	3.2829121E-001	1.9722189E+001	3.8560205E+000
8.000000000000000E+000	2.2118911E-001	2.0636330E+001	4.7892442E+000
8.000000000000000E+000	1.4901161E-001	2.1573881E+001	6.0639668E+000
8.000000000000000E+000	1.0011718E-001	2.2824907E+001	7.4089417E+000
9.000000000000000E+000	1.0001000E+004	7.0928082E+000	2.0474651E+000
9.000000000000000E+000	6.7239995E+003	7.8651686E+000	2.0712609E+000
9.000000000000000E+000	4.5210005E+003	8.4374523E+000	2.1170621E+000
9.000000000000000E+000	3.0399998E+003	8.9972305E+000	2.1453557E+000
9.000000000000000E+000	2.0439991E+003	9.5609322E+000	2.1626487E+000
9.000000000000000E+000	1.3736262E+003	1.0129422E+001	2.1768045E+000
9.000000000000000E+000	9.2407684E+002	1.0705823E+001	2.1650956E+000
9.000000000000000E+000	6.2075903E+002	1.1274075E+001	2.1254780E+000
9.000000000000000E+000	4.1733029E+002	1.1810888E+001	2.0678174E+000
9.000000000000000E+000	2.8059583E+002	1.2316889E+001	2.0141628E+000
9.000000000000000E+000	1.8867896E+002	1.2796570E+001	1.9830437E+000
9.000000000000000E+000	1.2685777E+002	1.3276930E+001	1.9796305E+000
9.000000000000000E+000	8.5318459E+001	1.3777972E+001	1.9940412E+000
9.000000000000000E+000	5.7369469E+001	1.4305117E+001	1.9996600E+000
9.000000000000000E+000	3.8573051E+001	1.4849097E+001	1.9700214E+000
9.000000000000000E+000	2.5937332E+001	1.5386710E+001	1.8960317E+000
9.000000000000000E+000	1.7425045E+001	1.5876060E+001	1.7794719E+000
9.000000000000000E+000	1.1723022E+001	1.6295734E+001	1.6660033E+000
9.000000000000000E+000	7.8813171E+000	1.6650126E+001	1.5794039E+000
9.000000000000000E+000	5.2992253E+000	1.6965660E+001	1.5340067E+000
9.000000000000000E+000	3.5623088E+000	1.7268393E+001	1.5623250E+000
9.000000000000000E+000	2.3934989E+000	1.7564558E+001	1.6601851E+000
9.000000000000000E+000	1.6111881E+000	1.7891420E+001	1.8433219E+000
9.000000000000000E+000	1.0826625E+000	1.8242689E+001	2.1506648E+000
9.000000000000000E+000	7.2875988E-001	1.8676950E+001	2.5631785E+000
9.000000000000000E+000	4.8894435E-001	1.9157038E+001	3.0612586E+000
9.000000000000000E+000	3.2829121E-001	1.9827082E+001	3.8660698E+000
9.000000000000000E+000	2.2118911E-001	2.0526035E+001	4.7553000E+000
9.000000000000000E+000	1.4901161E-001	2.1637201E+001	5.8646121E+000
9.000000000000000E+000	1.0011718E-001	2.2950611E+001	7.4270225E+000
1.000000000000000E+001	1.0001000E+004	7.4206691E+000	2.1611907E+000
1.000000000000000E+001	6.7239995E+003	7.8693199E+000	2.0646207E+000
1.000000000000000E+001	4.5210005E+003	8.4344893E+000	2.1054511E+000
1.000000000000000E+001	3.0399998E+003	8.9929218E+000	2.1258206E+000
1.000000000000000E+001	2.0439991E+003	9.5450687E+000	2.1433733E+000
1.000000000000000E+001	1.3736262E+003	1.0108641E+001	2.1553130E+000
1.000000000000000E+001	9.2407684E+002	1.0676699E+001	2.1445851E+000
1.000000000000000E+001	6.2075903E+002	1.1237801E+001	2.1117086E+000
1.000000000000000E+001	4.1733029E+002	1.1772873E+001	2.0654573E+000
1.000000000000000E+001	2.8059583E+002	1.2282996E+001	2.0166924E+000
1.000000000000000E+001	1.8867896E+002	1.2760942E+001	1.9832662E+000
1.000000000000000E+001	1.2685777E+002	1.3245292E+001	1.9846427E+000
1.000000000000000E+001	8.5318459E+001	1.3747152E+001	1.9981085E+000
1.000000000000000E+001	5.7369469E+001	1.4277366E+001	2.0158546E+000
1.000000000000000E+001	3.8573051E+001	1.4825284E+001	1.9925809E+000
1.000000000000000E+001	2.5937332E+001	1.5367583E+001	1.9108812E+000
1.000000000000000E+001	1.7425045E+001	1.5854382E+001	1.7953579E+000
1.000000000000000E+001	1.1723022E+001	1.6277607E+001	1.6754783E+000
1.000000000000000E+001	7.8813171E+000	1.6641117E+001	1.5798627E+000
1.000000000000000E+001	5.2992253E+000	1.6965448E+001	1.5414056E+000
1.000000000000000E+001	3.5623088E+000	1.7267466E+001	1.5576720E+000
1.000000000000000E+001	2.3934989E+000	1.7569950E+001	1.6676650E+000
1.000000000000000E+001	1.6111881E+000	1.7879305E+001	1.8387194E+000
1.000000000000000E+001	1.0826625E+000	1.8245127E+001	2.1171091E+000
1.000000000000000E+001	7.2875988E-001	1.8671059E+001	2.5061314E+000
1.000000000000000E+001	4.8894435E-001	1.9123564E+001	3.0841846E+000
1.000000000000000E+001	3.2829121E-001	1.9810677E+001	3.7470062E+000
1.000000000000000E+001	2.2118911E-001	2.0554581E+001	4.7688742E+000
1.000000000000000E+001	1.4901161E-001	2.1508652E+001	5.8071113E+000
1.000000000000000E+001	1.0011718E-001	2.2885155E+001	7.2164741E+000
1.100000000000000E+001	1.0001000E+004	7.4003353E+000	1.7969226E+000
1.100000000000000E+001	6.7239995E+003	7.8725471E+000	2.0584157E+000
1.100000000000000E+001	4.5210005E+003	8.4375391E+000	2.0963128E+000
1.100000000000000E+001	3.0399998E+003	8.9873180E+000	2.1171536E+000
1.100000000000000E+001	2.0439991E+003	9.5377293E+000	2.1327603E+000
1.100000000000000E+001	1.3736262E+003	1.0092960E+001	2.1476824E+000
1.100000000000000E+001	9.2407684E+002	1.0659935E+001	2.1404188E+000
1.100000000000000E+001	6.2075903E+002	1.1217000E+001	2.1082864E+000
1.100000000000000E+001	4.1733029E+002	1.1754519E+001	2.0620775E+000
1.100000000000000E+001	2.8059583E+002	1.2261662E+001	2.0169041E+000
1.100000000000000E+001	1.8867896E+002	1.2745808E+001	1.9899690E+000
1.100000000000000E+001	1.2685777E+002	1.3227622E+001	1.9937592E+000
1.100000000000000E+001	8.5318459E+001	1.3727342E+001	2.0124047E+000
1.100000000000000E+001	5.7369469E+001	1.4260379E+001	2.0240836E+000
1.100000000000000E+001	3.8573051E+001	1.4817594E+001	2.0041606E+000
1.100000000000000E+001	2.5937332E+001	1.5366670E+001	1.9334688E+000
1.100000000000000E+001	1.7425045E+001	1.5866729E+001	1.8155296E+000
1.100000000000000E+001	1.1723022E+001	1.6291130E+001	1.6938910E+000
1.100000000000000E+001	7.8813171E+000	1.6664957E+001	1.5992645E+000
1.100000000000000E+001	5.2992253E+000	1.6996653E+001	1.5518303E+000
1.100000000000000E+001	3.5623088E+000	1.7298271E+001	1.5818286E+000
1.100000000000000E+001	2.3934989E+000	1.7596926E+001	1.6696612E+000
1.100000000000000E+001	1.6111881E+000	1.7922899E+001	1.8419588E+000
