cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
3.0,9997.999,9.3728018,2.4479764,9.687208165257944,-14.637457499420986
3.0,6812.999,10.17252,2.5721314,10.492665204287515,-14.189879057386127
3.0,4642.0,10.878054,2.7343228,11.216442395051821,-14.109633602237826
3.0,3162.0007,11.604026,2.8753011,11.954947754981498,-13.916724960270773
3.0,2154.0,12.351643,2.9863031,12.707521040884355,-13.591788169173082
3.0,1467.9995,13.123142,3.0756805,13.4787486989796,-13.190379334634974
3.0,998.00061,13.933693,3.1660051,14.288855409425732,-12.801359644940861
3.0,680.99933,14.744027,3.2187555,15.091279572836402,-12.314977834211344
3.0,463.99887,15.580209,3.2342978,15.912372379465165,-11.727472446411529
3.0,316.00006,16.410919,3.2103753,16.721984690562632,-11.068666943113513
3.0,215.00046,17.237328,3.1601408,17.524610308232496,-10.388742044897592
3.0,146.99995,18.040098,3.0579534,18.297437384677004,-9.62068385499566
3.0,102.00077,18.781456,2.9497652,19.011685990860123,-8.925807390139651
3.0,68.000511,19.556248,2.7914522,19.754468892440233,-8.12350562681932
3.0,46.000347,20.257154,2.6024883,20.42364398268225,-7.3208335884427305
3.0,32.00024,20.820253,2.4172256,20.960102924015054,-6.6223756611943205
3.0,22.000166,21.352535,2.2388744,21.4695903432087,-5.9857543516627
3.0,14.99895,21.807594,2.0978196,21.908263352967534,-5.494760059824816
3.0,10.000075,22.246698,2.0079665,22.337132792019798,-5.157489149702546
3.0,6.998889,22.607067,2.0029943,22.69562655024799,-5.063205614198874
3.0,4.9988737,22.944805,2.0632153,23.037381228390068,-5.138263355971691
3.0,2.9988587,23.474449,2.282491,23.585154674470168,-5.553582530461289
3.0,2.000015,23.927015,2.5938039,24.06719479876872,-6.186978852148663
3.0,0.99884343,24.97571,3.3512425,25.19954198587558,-7.6423050579879
3.0,0.99884343,24.882645,3.3998206,25.113836869507004,-7.780385313406551
3.0,0.0,0.0,0.0,0.0,
4.0,9997.999,9.1156664,2.2792115,9.39628538188476,-14.037987991076927
4.0,6812.999,9.9503651,2.4568675,10.249193311468677,-13.869617123441442
4.0,4642.0,10.631605,2.5478361,10.932634342576735,-13.476627529454035
4.0,3162.0007,11.315585,2.5831814,11.606691606031882,-12.859419084040944
4.0,2154.0,11.958058,2.5859106,12.234462994449588,-12.202228937797862
4.0,1467.9995,12.592685,2.6036212,12.859026357478019,-11.68168150329077
4.0,998.00061,13.213017,2.6311157,13.472438089264895,-11.2620261439595
4.0,680.99933,13.863305,2.6790621,14.119794589818984,-10.937496702530442
4.0,463.99887,14.527842,2.7252481,14.781243871322792,-10.624523225928003
4.0,316.00006,15.210469,2.7653711,15.459807389507677,-10.304231266227493
4.0,215.00046,15.922737,2.7907865,16.165458325075452,-9.941284268615368
4.0,146.99995,16.634426,2.7788215,16.864933361218426,-9.483826825435665
4.0,102.00077,17.327141,2.7516108,17.544263370930047,-9.023421787497965
4.0,68.000511,18.090933,2.655205,18.284746932963387,-8.34968355265971
4.0,46.000347,18.770329,2.5228674,18.93911588977225,-7.655088253135803
4.0,32.00024,19.367498,2.3646615,19.511319862827996,-6.961036237566074
4.0,22.000166,19.893244,2.1908517,20.013520130524988,-6.284682654218805
4.0,14.99895,20.368887,2.0548317,20.472271269551257,-5.760561029720565
4.0,10.000075,20.798393,1.9383909,20.888525813557354,-5.324532538776702
4.0,6.998889,21.155729,1.9024454,21.241096205738117,-5.138546120196605
4.0,4.9988737,21.467768,1.9448712,21.555685720626318,-5.176576540529145
4.0,2.9988587,21.95554,2.1311548,22.058729733898165,-5.54415128954024
4.0,2.000015,22.400692,2.355485,22.524193918186928,-6.002725610890692
4.0,0.99884343,23.271355,3.0302064,23.467810173994206,-7.418848707778878
4.0,0.99884343,23.245617,3.0685921,23.447280592573446,-7.519983753987478
4.0,0.0,0.0,0.0,0.0,
5.0,9997.999,9.1719656,2.0879993,9.406630323574104,-12.824826733293394
5.0,6812.999,9.6697645,2.3183622,9.943799514061467,-13.4823913089412
5.0,4642.0,10.298912,2.3814769,10.570667935801294,-13.019993654096194
5.0,3162.0007,10.925303,2.4081941,11.187566512208265,-12.430563906799707
5.0,2154.0,11.525702,2.4167967,11.776362463933202,-11.842634425389752
5.0,1467.9995,12.1162,2.4287586,12.357231517499134,-11.335023227868044
5.0,998.00061,12.710321,2.4688766,12.94788058290115,-10.992356961963269
5.0,680.99933,13.287789,2.5059063,13.522015489301166,-10.679817212473504
5.0,463.99887,13.911537,2.5606599,14.145240924983815,-10.429541581738818
5.0,316.00006,14.550816,2.6152101,14.78396327555632,-10.188957906694153
5.0,215.00046,15.216231,2.6559875,15.446292611676023,-9.901206100148597
5.0,146.99995,15.895864,2.6836555,16.120809506633847,-9.582728146624179
5.0,102.00077,16.565777,2.6666067,16.77902735280606,-9.14450412685351
5.0,68.000511,17.31422,2.613019,17.51028504915785,-8.582171439814795
5.0,46.000347,18.003344,2.5084801,18.177262378984135,-7.932188292014783
5.0,32.00024,18.587887,2.3649347,18.737728231032516,-7.250778969271
5.0,22.000166,19.132065,2.2065527,19.258888492903797,-6.579009148349116
5.0,14.99895,19.623293,2.0610883,19.731236989713693,-5.995948548244726
5.0,10.000075,20.070993,1.9410769,20.16463586424914,-5.523927818263016
5.0,6.998889,20.422531,1.8892304,20.509728519662204,-5.285228008757588
5.0,4.9988737,20.737326,1.9187847,20.82590752777007,-5.2864155949817695
5.0,2.9988587,21.205824,2.0584328,21.305494998030245,-5.544286621918396
5.0,2.000015,21.625099,2.2944257,21.746477784979835,-6.056430947738355
5.0,0.99884343,22.54907,2.9625032,22.742844656614754,-7.484668441460344
5.0,0.99884343,22.416922,2.9393818,22.60881149729581,-7.470196292732811
5.0,0.0,0.0,0.0,0.0,
6.0,9997.999,8.933445,2.0117085,9.157150793614642,-12.69065937779573
6.0,6812.999,9.627471,2.2912691,9.896368624119447,-13.386945031219804
6.0,4642.0,10.257171,2.3495688,10.522833766109509,-12.901926806584171
6.0,3162.0007,10.867928,2.3556256,11.12028915903536,-12.229694260798594
6.0,2154.0,11.459112,2.3549252,11.69858626185827,-11.612988717912886
6.0,1467.9995,12.019882,2.3594847,12.24927472724235,-11.105864193080624
6.0,998.00061,12.576021,2.3833454,12.79986872933243,-10.731147893698461
6.0,680.99933,13.146213,2.4293478,13.368793774111928,-10.46983283709879
6.0,463.99887,13.743837,2.4779203,13.96542675666308,-10.220244588080456
6.0,316.00006,14.361245,2.5496328,14.58581452524544,-10.067148904704315
6.0,215.00046,15.005392,2.6119366,15.231021038528032,-9.87434298408444
6.0,146.99995,15.677086,2.6431718,15.898345279170133,-9.570119971334236
6.0,102.00077,16.333591,2.6554723,16.54804302905175,-9.23420522988053
6.0,68.000511,17.077255,2.6191256,17.276934254768708,-8.719466928273693
6.0,46.000347,17.776512,2.5361118,17.956509737369434,-8.119394499574826
6.0,32.00024,18.38699,2.4064941,18.543802606623995,-7.4565037380570525
6.0,22.000166,18.951244,2.2595434,19.085470534519697,-6.799237975388159
6.0,14.99895,19.45149,2.1062241,19.565189576886823,-6.179958624539677
6.0,10.000075,19.914886,1.9784378,20.0129183409483,-5.673414909456936
6.0,6.998889,20.286388,1.9306836,20.378053814087668,-5.43654402980022
6.0,4.9988737,20.613922,1.9174987,20.70291239141454,-5.314337786824059
6.0,2.9988587,21.09074,2.0138922,21.186672120482275,-5.454466610935251
6.0,2.000015,21.499409,2.2344458,21.615210741105873,-5.933480507096917
6.0,0.99884343,22.248993,2.8664029,22.432876656799444,-7.341145304987093
6.0,0.99884343,22.274719,2.8559473,22.457059948028334,-7.306301329394079
6.0,0.0,0.0,0.0,0.0,
7.0,9997.999,8.6911573,2.0494678,8.929531537352904,-13.268561448899852
7.0,6812.999,9.4666367,2.2206979,9.723616074941015,-13.201826051753464
7.0,4642.0,10.068003,2.2722974,10.321241198715189,-12.71827672620045
7.0,3162.0007,10.667192,2.2803514,10.908207353747267,-12.066635429896921
7.0,2154.0,11.228966,2.279798,11.4580607586956,-11.476670893229313
7.0,1467.9995,11.770467,2.2881157,11.990803428239307,-11.000791224206845
7.0,998.00061,12.307852,2.3043556,12.52171216667894,-10.604514297901789
7.0,680.99933,12.864453,2.3549643,13.078226479285464,-10.373694868672207
7.0,463.99887,13.442161,2.4171882,13.657763035875979,-10.194061490429728
7.0,316.00006,14.039615,2.4768827,14.256427927702797,-10.005223526945443
7.0,215.00046,14.668238,2.5461659,14.887584317644244,-9.847485651421325
7.0,146.99995,15.32224,2.5832822,15.53848079904972,-9.569893728049793
7.0,102.00077,15.951914,2.6014135,16.162639402689717,-9.262173683197352
7.0,68.000511,16.686546,2.5759435,16.884202744734743,-8.775618980485174
7.0,46.000347,17.373646,2.5010872,17.55274942894474,-8.19194413177008
7.0,32.00024,17.987499,2.3866696,18.145145688435935,-7.558137024967747
7.0,22.000166,18.552656,2.2424009,18.687680606502692,-6.891729599148025
7.0,14.99895,19.057083,2.084733,19.170772653969323,-6.242997411368153
7.0,10.000075,19.523178,1.9584467,19.621161858983402,-5.728401326963524
7.0,6.998889,19.880774,1.8898673,19.970397423453676,-5.430222115766038
7.0,4.9988737,20.20709,1.9023125,20.296435133189185,-5.378022821420996
7.0,2.9988587,20.6548,2.0086637,20.752240671785245,-5.554504807039918
7.0,2.000015,21.046543,2.2112408,21.162385454537816,-5.997738194442423
7.0,0.99884343,21.9491,2.85657,22.13420391554438,-7.41509303947711
7.0,0.99884343,21.824181,2.7951233,22.00244510464607,-7.298401757719113
7.0,0.0,0.0,0.0,0.0,
8.0,9997.999,8.9787827,1.9742903,9.193278031393012,-12.401076731373925
8.0,6812.999,9.4505558,2.2003028,9.703315791037696,-13.106266251727778
8.0,4642.0,10.046879,2.2445109,10.29454257462952,-12.593304854490867
8.0,3162.0007,10.629181,2.2496715,10.86464498217375,-11.95032156621256
8.0,2154.0,11.187531,2.2527571,11.412088521719475,-11.385014577073251
8.0,1467.9995,11.724004,2.2526946,11.938463165453298,-10.876470956769298
