cycle number	Ecell/V	Q charge/mA.h	Energy charge/W.h	
2.000000000000000E+000	3.0925379E+000	4.889271987809075E-007	1.512025882764792E-009
2.000000000000000E+000	3.0978177E+000	5.866513450940450E-006	1.817080753953326E-008
2.000000000000000E+000	3.1031370E+000	1.613332804706362E-005	5.003013995221508E-008
2.000000000000000E+000	3.1081412E+000	3.177850613991419E-005	9.865756231132104E-008
2.000000000000000E+000	3.1131454E+000	5.280175212356779E-005	1.641059828168794E-007
2.000000000000000E+000	3.1181493E+000	7.773661279016070E-005	2.418566006649831E-007
2.000000000000000E+000	3.1231928E+000	1.075601983401510E-004	3.350014079422726E-007
2.000000000000000E+000	3.1283152E+000	1.408062523272302E-004	4.390055443139173E-007
2.000000000000000E+000	3.1333981E+000	1.769862416717741E-004	5.523718525933070E-007
2.000000000000000E+000	3.1384416E+000	2.141444358891911E-004	6.689906737183655E-007
2.000000000000000E+000	3.1434457E+000	2.532568721638785E-004	7.919384945241171E-007
2.000000000000000E+000	3.1484499E+000	2.953040209743711E-004	9.243218358978691E-007
2.000000000000000E+000	3.1534538E+000	3.388172070185343E-004	1.061538658949634E-006
2.000000000000000E+000	3.1584580E+000	3.837972949279679E-004	1.203606377198746E-006
2.000000000000000E+000	3.1635015E+000	4.307336721486515E-004	1.352089676991794E-006
2.000000000000000E+000	3.1685450E+000	4.796253749065929E-004	1.507005237683700E-006
2.000000000000000E+000	3.1735492E+000	5.290060596995883E-004	1.663717269182405E-006
2.000000000000000E+000	3.1786320E+000	5.827870564659437E-004	1.834667267622568E-006
2.000000000000000E+000	3.1836362E+000	6.360787101586660E-004	2.004328504864106E-006
2.000000000000000E+000	3.1886797E+000	6.927929087148772E-004	2.185171918225834E-006
2.000000000000000E+000	3.1937625E+000	7.514623455868827E-004	2.372548167998488E-006
2.000000000000000E+000	3.1988850E+000	8.115998010834059E-004	2.564920970158888E-006
2.000000000000000E+000	3.2038889E+000	8.751592654652066E-004	2.768558432144869E-006
2.000000000000000E+000	3.2088931E+000	9.396972958578004E-004	2.975654070021890E-006
