cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
2.000000000000000E+000	9.9979990E+003	7.9090366E+000	2.1063850E+000
2.000000000000000E+000	6.8129990E+003	8.4204397E+000	2.2783194E+000
2.000000000000000E+000	4.6420000E+003	9.0239000E+000	2.2806933E+000
2.000000000000000E+000	3.1620007E+003	9.5806808E+000	2.2631586E+000
2.000000000000000E+000	2.1540000E+003	1.0112948E+001	2.2548819E+000
2.000000000000000E+000	1.4679995E+003	1.0632639E+001	2.2811556E+000
2.000000000000000E+000	9.9800061E+002	1.1151869E+001	2.3381858E+000
2.000000000000000E+000	6.8099933E+002	1.1712618E+001	2.4353614E+000
2.000000000000000E+000	4.6399887E+002	1.2301959E+001	2.5483088E+000
2.000000000000000E+000	3.1600006E+002	1.2957834E+001	2.6633790E+000
2.000000000000000E+000	2.1500046E+002	1.3665176E+001	2.7628982E+000
2.000000000000000E+000	1.4699995E+002	1.4408195E+001	2.8094378E+000
2.000000000000000E+000	1.0200077E+002	1.5121783E+001	2.8026609E+000
2.000000000000000E+000	6.8000511E+001	1.5924441E+001	2.7333100E+000
2.000000000000000E+000	4.6000347E+001	1.6666479E+001	2.5932209E+000
2.000000000000000E+000	3.2000240E+001	1.7294479E+001	2.4081070E+000
2.000000000000000E+000	2.2000166E+001	1.7851025E+001	2.1718116E+000
2.000000000000000E+000	1.4998950E+001	1.8326256E+001	1.9384048E+000
2.000000000000000E+000	1.0000075E+001	1.8731682E+001	1.7533829E+000
2.000000000000000E+000	6.9988890E+000	1.9024405E+001	1.6351448E+000
2.000000000000000E+000	4.9988737E+000	1.9281914E+001	1.5922068E+000
2.000000000000000E+000	2.9988587E+000	1.9665020E+001	1.6525340E+000
2.000000000000000E+000	2.0000150E+000	1.9955639E+001	1.7976091E+000
2.000000000000000E+000	9.9884343E-001	2.0537376E+001	2.3935590E+000
2.000000000000000E+000	9.9884343E-001	2.0536530E+001	2.3326371E+000
2.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
3.000000000000000E+000	9.9979990E+003	7.7590685E+000	2.1107063E+000
3.000000000000000E+000	6.8129990E+003	8.1721087E+000	2.1638396E+000
3.000000000000000E+000	4.6420000E+003	8.7344627E+000	2.1380627E+000
3.000000000000000E+000	3.1620007E+003	9.2640600E+000	2.0971336E+000
3.000000000000000E+000	2.1540000E+003	9.7591352E+000	2.0617518E+000
3.000000000000000E+000	1.4679995E+003	1.0221005E+001	2.0432446E+000
3.000000000000000E+000	9.9800061E+002	1.0684035E+001	2.0743737E+000
3.000000000000000E+000	6.8099933E+002	1.1140154E+001	2.1428027E+000
3.000000000000000E+000	4.6399887E+002	1.1645179E+001	2.2601600E+000
3.000000000000000E+000	3.1600006E+002	1.2212075E+001	2.3904490E+000
3.000000000000000E+000	2.1500046E+002	1.2833923E+001	2.4911706E+000
3.000000000000000E+000	1.4699995E+002	1.3485885E+001	2.5767751E+000
3.000000000000000E+000	1.0200077E+002	1.4155776E+001	2.6217344E+000
3.000000000000000E+000	6.8000511E+001	1.4893703E+001	2.6126533E+000
3.000000000000000E+000	4.6000347E+001	1.5610967E+001	2.5580714E+000
3.000000000000000E+000	3.2000240E+001	1.6248596E+001	2.4397902E+000
3.000000000000000E+000	2.2000166E+001	1.6852596E+001	2.2728767E+000
3.000000000000000E+000	1.4998950E+001	1.7380987E+001	2.0802090E+000
3.000000000000000E+000	1.0000075E+001	1.7848110E+001	1.8958052E+000
3.000000000000000E+000	6.9988890E+000	1.8197409E+001	1.7888925E+000
3.000000000000000E+000	4.9988737E+000	1.8477188E+001	1.7483605E+000
3.000000000000000E+000	2.9988587E+000	1.8885756E+001	1.7621026E+000
3.000000000000000E+000	2.0000150E+000	1.9213551E+001	1.9305092E+000
3.000000000000000E+000	9.9884343E-001	1.9974564E+001	2.4319971E+000
3.000000000000000E+000	9.9884343E-001	1.9866184E+001	2.4505520E+000
3.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
4.000000000000000E+000	9.9979990E+003	7.3826075E+000	2.2676370E+000
4.000000000000000E+000	6.8129990E+003	8.0434570E+000	2.1205437E+000
4.000000000000000E+000	4.6420000E+003	8.5856285E+000	2.1046834E+000
4.000000000000000E+000	3.1620007E+003	9.1051321E+000	2.0714989E+000
4.000000000000000E+000	2.1540000E+003	9.5941553E+000	2.0415168E+000
4.000000000000000E+000	1.4679995E+003	1.0057942E+001	2.0328417E+000
