cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
2.000000000000000E+000	3.4621744E+000	1.112196838690175E-006	-1.459184692058348E-006
2.000000000000000E+000	3.4571719E+000	8.081092277748717E-005	-1.734716889191582E-006
2.000000000000000E+000	3.4521694E+000	2.944842653431826E-004	-2.472353467910285E-006
2.000000000000000E+000	3.4471669E+000	6.519132523693971E-004	-3.704470848131882E-006
2.000000000000000E+000	3.4421644E+000	1.116424165297713E-003	-5.303393785817839E-006
2.000000000000000E+000	3.4371619E+000	1.657686949599948E-003	-7.163801618063364E-006
2.000000000000000E+000	3.4321594E+000	2.303596758142941E-003	-9.380667054397218E-006
2.000000000000000E+000	3.4271569E+000	3.016971825390226E-003	-1.182551535637978E-005
2.000000000000000E+000	3.4221544E+000	3.796360423759454E-003	-1.449270349831088E-005
2.000000000000000E+000	3.4171519E+000	4.663760037120017E-003	-1.745673975940728E-005
2.000000000000000E+000	3.4121099E+000	5.621122911932568E-003	-2.072336705633833E-005
2.000000000000000E+000	3.4071074E+000	6.711483945809305E-003	-2.443834415251391E-005
2.000000000000000E+000	3.4021049E+000	7.927503578128913E-003	-2.857537044689758E-005
2.000000000000000E+000	3.3970630E+000	9.351818362106051E-003	-3.341385752395809E-005
2.000000000000000E+000	3.3920605E+000	1.122401651637008E-002	-3.976446696540528E-005
2.000000000000000E+000	3.3870580E+000	1.496545915639649E-002	-5.243695026432253E-005
2.000000000000000E+000	3.3832765E+000	5.163684947947247E-002	-1.765064019935502E-004
2.000000000000000E+000	3.3814251E+000	8.830817742701620E-002	-3.005077523164708E-004
2.000000000000000E+000	3.3798101E+000	1.249794591852650E-001	-4.244497205934790E-004
2.000000000000000E+000	3.3784709E+000	1.616507144562693E-001	-5.483424893077619E-004
2.000000000000000E+000	3.3770528E+000	1.983219385496072E-001	-6.721831487236119E-004
2.000000000000000E+000	3.3755167E+000	2.349931348361861E-001	-7.959673824766248E-004
2.000000000000000E+000	3.3739805E+000	2.716644110062677E-001	-9.196955539970747E-004
2.000000000000000E+000	3.3722079E+000	3.083356481527910E-001	-1.043358588872668E-003
2.000000000000000E+000	3.3704748E+000	3.450067319608024E-001	-1.166957553299844E-003
2.000000000000000E+000	3.3686628E+000	3.816778649738058E-001	-1.290490236167560E-003
2.000000000000000E+000	3.3668902E+000	4.183490093298380E-001	-1.413957952430470E-003
2.000000000000000E+000	3.3649995E+000	4.550202592232451E-001	-1.537356691185294E-003
2.000000000000000E+000	3.3629513E+000	4.916914459676833E-001	-1.660680105538455E-003
2.000000000000000E+000	3.3610606E+000	5.283627450241934E-001	-1.783934564657854E-003
