cycle number,Ecell/V,Q charge/mA.h,Energy charge/W.h
2.0,2.9668465,4.887869622972277e-07,1.450155871749909e-09
2.0,2.971849,7.332001229127248e-06,2.178715510578849e-08
2.0,2.9769695,2.34626379609108e-05,6.98075683575747e-08
2.0,2.9821296,4.790396581093471e-05,1.426947749626108e-07
2.0,2.9871321,7.96767149368922e-05,2.376041729066257e-07
2.0,2.9921346,0.0001158506580193838,3.45841478575864e-07
2.0,2.9971373,0.000155447258717484,4.645179278028993e-07
2.0,3.0021791,0.000197486098408699,5.907260556380406e-07
2.0,3.0072603,0.0002429487003220452,7.274439345328779e-07
2.0,3.0122628,0.0002898774223526319,8.688055791519266e-07
2.0,3.0173049,0.0003382729209131665,1.014829553966307e-06
2.0,3.0223467,0.000388622790740596,1.167004318646944e-06
2.0,3.0273492,0.0004399511534306739,1.322393198100096e-06
2.0,3.0323911,0.0004932358018888369,1.483973090323032e-06
2.0,3.0375118,0.0005470071147547829,1.647304089029312e-06
2.0,3.0425537,0.0006037106020583048,1.819827492043907e-06
2.0,3.0475564,0.0006618825400206779,1.997109753898937e-06
2.0,3.0525982,0.000720051633583175,2.174676626413369e-06
2.0,3.0576794,0.0007821358036994936,2.36451011535982e-06
2.0,3.0627608,0.0008447073493070075,2.556151794314413e-06
2.0,3.0679209,0.0009087464045484864,2.752618551793822e-06
2.0,3.0729628,0.000975226527982288,2.956909495447612e-06
2.0,3.0779653,0.001043173461225298,3.166047795462695e-06
2.0,3.0829678,0.001112099773387114,3.378545393547737e-06
2.0,3.0879703,0.001182978530857298,3.59741688845499e-06
2.0,3.0930123,0.001254349642230405,3.818168616145949e-06
2.0,3.0980148,0.0013301198140449,4.052905732215812e-06
2.0,3.103096,0.001406864200863573,4.29105093261233e-06
2.0,3.1081774,0.001487033006946246,4.540229805745612e-06
2.0,3.1131799,0.00156768853214052,4.79132496738717e-06
2.0,3.1182218,0.001651278649899695,5.051977491487751e-06
2.0,3.1232636,0.001736827339563105,5.319168599726313e-06
2.0,3.1282661,0.001825309615433216,5.595964703437886e-06
2.0,3.1332688,0.001916234359708097,5.880856370837451e-06
2.0,3.1383107,0.002006669978135162,6.164671437172268e-06
2.0,3.1433525,0.002103948854506016,6.470453237241023e-06
