10001.0,8.4340019,-2.2002959
6746.0,8.911397,-1.9182779
4551.0005,9.3817205,-1.8673815
3070.0,9.8183575,-1.8344228
2071.0005,10.250462,-1.8349762
1397.0001,10.680414,-1.8683239
942.05835,11.15076,-1.8977917
635.3645,11.64077,-1.927744
428.71338,12.137363,-1.9412048
289.13373,12.641953,-1.9311496
195.02592,13.125427,-1.9288641
133.4655,13.601472,-1.9273689
88.668892,14.119561,-1.9173831
59.863087,14.624677,-1.8834974
40.354206,15.1258,-1.8105934
27.236528,15.586527,-1.7068999
18.356367,15.992019,-1.5890243
12.393575,16.337261,-1.4837435
8.3562918,16.64727,-1.4281031
5.6368299,16.922577,-1.4249755
3.8021243,17.188803,-1.4867285
2.5634654,17.47061,-1.622991
1.7299316,17.766916,-1.8473518
1.1664815,18.127932,-2.1883838
0.78696758,18.575634,-2.6507676
0.53085387,19.043587,-3.2189593
0.35855919,19.714937,-4.053071
0.24214387,20.51232,-4.9432864
0.16298145,21.669041,-6.2207489
0.1094304,22.964737,-7.8166847
0.074505806,24.503298,-9.3619833
