cycle number	time/s	Ecell/V	I/mA	Capacity/mA.h	
5.000000000000000E+000	1.210842099063916E+005	3.4443636E+000	8.7971246E-001	4.887291457917955E-007
5.000000000000000E+000	1.210842479063934E+005	3.4494033E+000	8.7975186E-001	9.774758021036783E-006
5.000000000000000E+000	1.210843859064004E+005	3.4544036E+000	8.7983060E-001	4.349802073505190E-005
5.000000000000000E+000	1.210848219064223E+005	3.4594829E+000	8.7981087E-001	1.500447156031926E-004
5.000000000000000E+000	1.210858019064716E+005	3.4644833E+000	8.7975186E-001	3.895315241151386E-004
5.000000000000000E+000	1.210875159065579E+005	3.4694836E+000	8.7986994E-001	8.083904709749751E-004
5.000000000000000E+000	1.210901579066906E+005	3.4744840E+000	8.7977153E-001	1.454028623799483E-003
5.000000000000000E+000	1.210938459068763E+005	3.4794843E+000	8.7965339E-001	2.355285299983289E-003
5.000000000000000E+000	1.210988659071287E+005	3.4844847E+000	8.7983060E-001	3.582048581209448E-003
5.000000000000000E+000	1.211059939074870E+005	3.4894850E+000	8.7973213E-001	5.323953392869897E-003
5.000000000000000E+000	1.211168319080321E+005	3.4944854E+000	8.7967312E-001	7.972493000924587E-003
5.000000000000000E+000	1.211367479090337E+005	3.4994857E+000	8.7981087E-001	1.283945467574729E-002
5.000000000000000E+000	1.211667479105424E+005	3.5027931E+000	8.7975186E-001	2.017068709946341E-002
5.000000000000000E+000	1.211967479120512E+005	3.5044074E+000	8.7983060E-001	2.750193264699645E-002
5.000000000000000E+000	1.212267479135599E+005	3.5051949E+000	8.7981087E-001	3.483316363890966E-002
5.000000000000000E+000	1.212567479150686E+005	3.5054309E+000	8.7969279E-001	4.216441168023480E-002
5.000000000000000E+000	1.212867479165774E+005	3.5055885E+000	8.7981087E-001	4.949565202328894E-002
5.000000000000000E+000	1.213167479180861E+005	3.5057855E+000	8.7969279E-001	5.682690982861652E-002
5.000000000000000E+000	1.213467479195949E+005	3.5059035E+000	8.7981087E-001	6.415816139058934E-002
5.000000000000000E+000	1.213767479211036E+005	3.5059035E+000	8.7977153E-001	7.148941064596176E-002
5.000000000000000E+000	1.214067479226124E+005	3.5059822E+000	8.7988961E-001	7.882067002796464E-002
5.000000000000000E+000	1.214367479241211E+005	3.5061004E+000	8.7977153E-001	8.615192749662531E-002
5.000000000000000E+000	1.214667479256298E+005	3.5061791E+000	8.7965339E-001	9.348319146050346E-002
5.000000000000000E+000	1.214967479271386E+005	3.5064154E+000	8.7979120E-001	1.008144440641337E-001
5.000000000000000E+000	1.215267479286473E+005	3.5065730E+000	8.7977153E-001	1.081456886611051E-001
5.000000000000000E+000	1.215567479301561E+005	3.5068879E+000	8.7983060E-001	1.154769371822476E-001
5.000000000000000E+000	1.215867479316648E+005	3.5070453E+000	8.7988961E-001	1.228082000205914E-001
5.000000000000000E+000	1.216167479331736E+005	3.5073602E+000	8.7979120E-001	1.301394566366076E-001
5.000000000000000E+000	1.216467479346823E+005	3.5077541E+000	8.7977153E-001	1.374707127604551E-001
5.000000000000000E+000	1.216767479361910E+005	3.5079904E+000	8.7957466E-001	1.448019605188568E-001
5.000000000000000E+000	1.217067479376998E+005	3.5084233E+000	8.7963372E-001	1.521332120495041E-001
5.000000000000000E+000	1.217367479392085E+005	3.5088172E+000	8.7983060E-001	1.594644608255558E-001
5.000000000000000E+000	1.217667479407173E+005	3.5091321E+000	8.7963372E-001	1.667957033978899E-001
5.000000000000000E+000	1.217967479422260E+005	3.5094864E+000	8.7967312E-001	1.741269390592641E-001
5.000000000000000E+000	1.218267479437348E+005	3.5099590E+000	8.7969279E-001	1.814581692763170E-001
5.000000000000000E+000	1.218567479452435E+005	3.5102739E+000	8.7973213E-001	1.887894060962399E-001
5.000000000000000E+000	1.218867479467522E+005	3.5107858E+000	8.7971246E-001	1.961206412778629E-001
5.000000000000000E+000	1.219167479482610E+005	3.5112977E+000	8.7961406E-001	2.034518737052878E-001
5.000000000000000E+000	1.219467479497697E+005	3.5118093E+000	8.7981087E-001	2.107830838219656E-001
5.000000000000000E+000	1.219767479512785E+005	3.5123606E+000	8.7977153E-001	2.181143025336001E-001
5.000000000000000E+000	1.220067479527872E+005	3.5127544E+000	8.7963372E-001	2.254455376055506E-001
5.000000000000000E+000	1.220367479542959E+005	3.5133057E+000	8.7979120E-001	2.327767737927371E-001
5.000000000000000E+000	1.220667479558047E+005	3.5138175E+000	8.7975186E-001	2.401080071920819E-001
5.000000000000000E+000	1.220967479573134E+005	3.5143294E+000	8.7965339E-001	2.474392477642166E-001
5.000000000000000E+000	1.221267479588222E+005	3.5149593E+000	8.7979120E-001	2.547704987905755E-001
5.000000000000000E+000	1.221567479603309E+005	3.5154319E+000	8.7983060E-001	2.621017757010130E-001
