cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm
15.0,10001.0,7.4515128,1.7804224
15.0,6814.0005,8.2557774,2.0465593
15.0,4642.999,8.797883,2.0477996
15.0,3162.9995,9.3153162,2.0274947
15.0,2154.9988,9.8127966,2.0043342
15.0,1467.5315,10.30498,1.9796847
15.0,1001.9983,10.787163,1.9441105
15.0,681.3183,11.261284,1.9210718
15.0,464.07104,11.703721,1.8885666
15.0,316.36792,12.148364,1.8877281
15.0,215.35437,12.586665,1.9092549
15.0,146.82532,13.044455,1.9349278
15.0,101.97982,13.485065,1.9693316
15.0,68.114601,14.02004,2.0142076
15.0,46.39616,14.558168,2.0394163
15.0,31.609087,15.106959,2.007154
15.0,21.534506,15.628263,1.9199538
15.0,14.679972,16.09919,1.7943769
15.0,10.000075,16.504488,1.6759616
15.0,6.8149529,16.846981,1.6089884
15.0,4.6403146,17.152962,1.5692245
15.0,3.16184,17.438303,1.5888913
15.0,2.1560116,17.713287,1.7018542
15.0,1.466833,18.041159,1.9294143
15.0,0.99884343,18.382778,2.2345107
16.0,10001.0,7.5019979,1.8223174
16.0,6814.0005,8.3091116,2.0660636
16.0,4642.999,8.8562088,2.0711505
16.0,3162.9995,9.3728638,2.0470104
16.0,2154.9988,9.878644,2.025285
16.0,1467.5315,10.377721,1.9987878
16.0,1001.9983,10.859228,1.9784983
16.0,681.3183,11.335038,1.9354522
16.0,464.07104,11.79319,1.9077469
16.0,316.36792,12.234207,1.9045225
16.0,215.35437,12.676303,1.9137264
16.0,146.82532,13.123812,1.9526923
16.0,101.97982,13.567857,2.0029876
16.0,68.114601,14.09545,2.0762653
16.0,46.39616,14.634622,2.1247797
16.0,31.609087,15.206635,2.1359801
16.0,21.534506,15.795761,2.0997605
16.0,14.679972,16.317852,2.0103779
16.0,10.000075,16.806082,1.8901608
16.0,6.8149529,17.19301,1.7944736
16.0,4.6403146,17.549982,1.7396445
16.0,3.16184,17.888865,1.7545623
16.0,2.1560116,18.207905,1.8558202
16.0,1.466833,18.555193,2.0595405
16.0,0.99884343,18.947498,2.3767745
17.0,10001.0,7.6439543,2.3279409
17.0,6814.0005,8.3801222,2.0833704
