10001.0,8.0803232,-2.0367687
6723.9995,8.4797058,-2.0100412
4521.0005,9.034585,-2.1185775
3039.9998,9.6197281,-2.2010963
2043.9991,10.231034,-2.2631474
1373.6262,10.865162,-2.277653
924.07684,11.486725,-2.2436843
620.75903,12.08127,-2.1650717
417.33029,12.618516,-2.0705633
280.59583,13.109555,-1.9909842
188.67896,13.583094,-1.9382025
126.85777,14.052743,-1.9256468
85.318459,14.539202,-1.9130371
57.369469,15.041237,-1.8888621
38.573051,15.558773,-1.8340374
25.937332,16.046036,-1.7328447
17.425045,16.474871,-1.6176435
11.723022,16.836567,-1.5090477
7.8813171,17.154047,-1.4349411
5.2992253,17.439074,-1.4045162
3.5623088,17.715012,-1.4465412
2.3934989,17.991348,-1.5563388
1.6111881,18.287319,-1.7560091
1.0826625,18.636782,-2.04298
0.72875988,19.012503,-2.4629524
0.48894435,19.538126,-3.0010188
0.32829121,20.044941,-3.7042904
0.22118911,20.905046,-4.6504211
0.14901161,21.763409,-5.8495622
