cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm
5.0,10001.0,8.0803232,2.0367687
5.0,6723.9995,8.4797058,2.0100412
5.0,4521.0005,9.034585,2.1185775
5.0,3039.9998,9.6197281,2.2010963
5.0,2043.9991,10.231034,2.2631474
5.0,1373.6262,10.865162,2.277653
5.0,924.07684,11.486725,2.2436843
5.0,620.75903,12.08127,2.1650717
5.0,417.33029,12.618516,2.0705633
5.0,280.59583,13.109555,1.9909842
5.0,188.67896,13.583094,1.9382025
5.0,126.85777,14.052743,1.9256468
5.0,85.318459,14.539202,1.9130371
5.0,57.369469,15.041237,1.8888621
5.0,38.573051,15.558773,1.8340374
5.0,25.937332,16.046036,1.7328447
5.0,17.425045,16.474871,1.6176435
5.0,11.723022,16.836567,1.5090477
5.0,7.8813171,17.154047,1.4349411
5.0,5.2992253,17.439074,1.4045162
5.0,3.5623088,17.715012,1.4465412
5.0,2.3934989,17.991348,1.5563388
5.0,1.6111881,18.287319,1.7560091
5.0,1.0826625,18.636782,2.04298
5.0,0.72875988,19.012503,2.4629524
5.0,0.48894435,19.538126,3.0010188
5.0,0.32829121,20.044941,3.7042904
5.0,0.22118911,20.905046,4.6504211
5.0,0.14901161,21.763409,5.8495622
5.0,0.10011718,23.073463,7.2183161
6.0,10001.0,7.9733858,1.906346
6.0,6723.9995,8.312151,1.9220692
6.0,4521.0005,8.8412457,2.0245912
6.0,3039.9998,9.3983707,2.1020877
6.0,2043.9991,9.9755955,2.1565824
6.0,1373.6262,10.57409,2.1740773
6.0,924.07684,11.166787,2.1490874
6.0,620.75903,11.733628,2.0841198
6.0,417.33029,12.249782,2.014405
6.0,280.59583,12.738111,1.94151
6.0,188.67896,13.200974,1.9018879
6.0,126.85777,13.660786,1.8844489
6.0,85.318459,14.145834,1.8831295
6.0,57.369469,14.638209,1.8684466
6.0,38.573051,15.147103,1.8152393
6.0,25.937332,15.620358,1.7217021
6.0,17.425045,16.048903,1.6060231
6.0,11.723022,16.416233,1.4970737
6.0,7.8813171,16.736099,1.4241762
6.0,5.2992253,17.024534,1.3981494
6.0,3.5623088,17.29126,1.4360106
6.0,2.3934989,17.568161,1.53821
6.0,1.6111881,17.858437,1.7183112
6.0,1.0826625,18.179871,2.0080152
6.0,0.72875988,18.568775,2.3897781
6.0,0.48894435,19.016706,2.9635625
6.0,0.32829121,19.695747,3.6324036
6.0,0.22118911,20.333796,4.5724649
6.0,0.14901161,21.360476,5.6181259
6.0,0.10011718,22.628023,7.1669254
7.0,10001.0,7.5316353,1.5903682
7.0,6723.9995,8.2004957,1.8757646
7.0,4521.0005,8.7139645,1.9744245
7.0,3039.9998,9.2582531,2.0446053
7.0,2043.9991,9.8172178,2.0982823
7.0,1373.6262,10.394181,2.1151137
7.0,924.07684,10.968712,2.0941679
7.0,620.75903,11.519461,2.0399349
7.0,417.33029,12.03092,1.9719744
7.0,280.59583,12.50809,1.9150444
7.0,188.67896,12.964296,1.8864402
7.0,126.85777,13.424109,1.8748564
7.0,85.318459,13.902374,1.8751522
7.0,57.369469,14.400836,1.8638977
7.0,38.573051,14.904228,1.822197
7.0,25.937332,15.383776,1.7354188
7.0,17.425045,15.829702,1.6243981
7.0,11.723022,16.2008,1.5101255
7.0,7.8813171,16.516399,1.4264343
7.0,5.2992253,16.808308,1.4006827
7.0,3.5623088,17.085409,1.4339522
7.0,2.3934989,17.366669,1.5305696
7.0,1.6111881,17.650948,1.717052
7.0,1.0826625,17.974812,1.9834827
7.0,0.72875988,18.348001,2.376286
7.0,0.48894435,18.871508,2.91798
7.0,0.32829121,19.374414,3.5837402
7.0,0.22118911,20.19713,4.4322543
7.0,0.14901161,21.114021,5.637886
7.0,0.10011718,22.228743,6.9615784
8.0,10001.0,7.4731569,1.8097005
8.0,6723.9995,8.1678915,1.8570637
8.0,4521.0005,8.6772652,1.9494658
8.0,3039.9998,9.2108011,2.0188496
8.0,2043.9991,9.7643251,2.068903
8.0,1373.6262,10.32804,2.0871487
8.0,924.07684,10.891884,2.0735683
8.0,620.75903,11.436747,2.024261
8.0,417.33029,11.939177,1.9644864
8.0,280.59583,12.419276,1.9122518
8.0,188.67896,12.87418,1.8795408
8.0,126.85777,13.331679,1.8800352
8.0,85.318459,13.808937,1.8841757
8.0,57.369469,14.319204,1.8882568
8.0,38.573051,14.828259,1.8456752
8.0,25.937332,15.323448,1.7645307
8.0,17.425045,15.76677,1.6481973
8.0,11.723022,16.151731,1.5411587
8.0,7.8813171,16.480368,1.456849
8.0,5.2992253,16.776358,1.425341
8.0,3.5623088,17.055492,1.4485278
8.0,2.3934989,17.335512,1.5473999
8.0,1.6111881,17.633432,1.7246808
8.0,1.0826625,17.962852,1.9837711
8.0,0.72875988,18.367292,2.3887315
8.0,0.48894435,18.842342,2.8559482
8.0,0.32829121,19.356874,3.5958173
8.0,0.22118911,20.160204,4.3960075
8.0,0.14901161,21.061975,5.5918708
8.0,0.10011718,22.173321,6.8703976
9.0,10001.0,7.8476119,1.7412562
9.0,6723.9995,8.1319513,1.8459413
9.0,4521.0005,8.6392508,1.93349
