cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
2.0,9997.999,8.7908354,2.270431,9.07929754747878,-14.481465855962282
2.0,6812.999,9.5389309,2.452409,9.849137658610312,-14.418187403313466
2.0,4642.0,10.190946,2.4288678,10.476391514485933,-13.405543619336944
2.0,3162.0007,10.794104,2.4036484,11.058490258332672,-12.55388732474244
2.0,2154.0,11.368032,2.3844862,11.61541759864941,-11.846259782549158
2.0,1467.9995,11.915665,2.3889701,12.152787767871166,-11.336917770806771
2.0,998.00061,12.483619,2.422488,12.716492891017749,-10.981947177467793
2.0,680.99933,13.061262,2.4722822,13.29318412981182,-10.718343266897584
2.0,463.99887,13.659491,2.5452135,13.894596292791785,-10.55504656140593
2.0,316.00006,14.305865,2.6120694,14.542375320030816,-10.347498287063798
2.0,215.00046,14.984205,2.6637685,15.219134735707454,-10.080263775588726
2.0,146.99995,15.664221,2.6863515,15.892901054193763,-9.731332494718083
2.0,102.00077,16.332623,2.6887696,16.552463744772655,-9.348506781005462
2.0,68.000511,17.07753,2.6395497,17.28031404574784,-8.786265572668816
2.0,46.000347,17.787111,2.5338025,17.966676733200472,-8.10733013456099
2.0,32.00024,18.412069,2.3834345,18.5656953782117,-7.375897016694761
2.0,22.000166,18.975145,2.1961358,19.101809867734175,-6.601896870891483
2.0,14.99895,19.450562,1.9990613,19.55302043667427,-5.8680579109261215
2.0,10.000075,19.890568,1.8184249,19.973516577697676,-5.223543899458695
2.0,6.998889,20.207571,1.7295698,20.28145303998491,-4.892033959204958
2.0,4.9988737,20.476452,1.7138351,20.548048989096166,-4.784382549940429
2.0,2.9988587,20.891535,1.7796971,20.96720192166741,-4.8691271833509315
2.0,2.000015,21.25882,1.9668076,21.34960795723935,-5.285801152787944
2.0,0.99884343,21.919003,2.4529865,22.055834495280184,-6.385482233498176
2.0,0.99884343,21.909855,2.4770787,22.04943684104015,-6.4503415554622645
2.0,0.0,0.0,0.0,0.0,
3.0,9997.999,8.5731964,2.4367106,8.91275799408496,-15.866437092331175
