cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm
2.0,9997.999,8.4976711,1.8945091
2.0,6812.999,8.9595861,2.1432528
2.0,4642.0,9.5655899,2.2488744
2.0,3162.0007,10.15309,2.2975829
2.0,2154.0,10.725755,2.3406363
2.0,1467.9995,11.275007,2.4008212
2.0,998.00061,11.83125,2.4897983
2.0,680.99933,12.432671,2.6261179
2.0,463.99887,13.099466,2.7792702
2.0,316.00006,13.828483,2.9065287
2.0,215.00046,14.618585,2.9972353
2.0,146.99995,15.419623,3.0315642
2.0,102.00077,16.199364,3.003931
2.0,68.000511,17.053802,2.9079888
2.0,46.000347,17.838451,2.7470887
2.0,32.00024,18.486403,2.540838
2.0,22.000166,19.074827,2.2932954
2.0,14.99895,19.563606,2.0738845
2.0,10.000075,19.999884,1.8705035
2.0,6.998889,20.322248,1.7609098
2.0,4.9988737,20.596161,1.7235522
2.0,2.9988587,21.00502,1.7974908
2.0,2.000015,21.341909,1.9827607
2.0,0.99884343,22.10672,2.5825469
2.0,0.99884343,22.01231,2.5198648
2.0,0.0,0.0,0.0
3.0,9997.999,7.6746922,1.6835396
3.0,6812.999,8.325304,1.8667923
3.0,4642.0,8.8317966,1.9602551
3.0,3162.0007,9.34272,2.0093825
3.0,2154.0,9.8376179,2.0488846
3.0,1467.9995,10.318,2.1055088
3.0,998.00061,10.809297,2.1954422
3.0,680.99933,11.329,2.3181181
3.0,463.99887,11.916725,2.4474318
3.0,316.00006,12.553579,2.5843027
3.0,215.00046,13.248487,2.6779685
3.0,146.99995,13.949838,2.7283034
3.0,102.00077,14.6404,2.7444115
3.0,68.000511,15.40651,2.698647
3.0,46.000347,16.130762,2.6182649
3.0,32.00024,16.780209,2.46785
3.0,22.000166,17.357105,2.2845564
3.0,14.99895,17.886477,2.106441
3.0,10.000075,18.34083,1.933462
3.0,6.998889,18.696083,1.8224043
3.0,4.9988737,18.988842,1.7694501
3.0,2.9988587,19.417154,1.8655282
3.0,2.000015,19.786192,2.0125778
3.0,0.99884343,20.569063,2.5078964
3.0,0.99884343,20.481874,2.5632863
3.0,0.0,0.0,0.0
4.0,9997.999,7.9667726,1.8374246
