cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
5.000000000000000E+000	1.0001000E+004	7.5527201E+000	2.3202269E+000
5.000000000000000E+000	6.7239995E+003	8.4546490E+000	2.4825668E+000
5.000000000000000E+000	4.5210005E+003	9.1449509E+000	2.5427465E+000
5.000000000000000E+000	3.0399998E+003	9.8247223E+000	2.5749552E+000
5.000000000000000E+000	2.0439991E+003	1.0495939E+001	2.5992093E+000
5.000000000000000E+000	1.3736262E+003	1.1197389E+001	2.6120582E+000
5.000000000000000E+000	9.2407684E+002	1.1902369E+001	2.5905573E+000
5.000000000000000E+000	6.2075903E+002	1.2602773E+001	2.5231194E+000
5.000000000000000E+000	4.1733029E+002	1.3249752E+001	2.4066522E+000
5.000000000000000E+000	2.8059583E+002	1.3837873E+001	2.2804430E+000
5.000000000000000E+000	1.8867896E+002	1.4386815E+001	2.1852567E+000
5.000000000000000E+000	1.2685777E+002	1.4895548E+001	2.1233726E+000
5.000000000000000E+000	8.5318459E+001	1.5425632E+001	2.0755460E+000
5.000000000000000E+000	5.7369469E+001	1.5962925E+001	2.0186269E+000
5.000000000000000E+000	3.8573051E+001	1.6490049E+001	1.9345123E+000
5.000000000000000E+000	2.5937332E+001	1.6988895E+001	1.8167070E+000
5.000000000000000E+000	1.7425045E+001	1.7424116E+001	1.6811215E+000
5.000000000000000E+000	1.1723022E+001	1.7797226E+001	1.5654204E+000
5.000000000000000E+000	7.8813171E+000	1.8120792E+001	1.4807270E+000
5.000000000000000E+000	5.2992253E+000	1.8406668E+001	1.4608774E+000
5.000000000000000E+000	3.5623088E+000	1.8692410E+001	1.5131205E+000
5.000000000000000E+000	2.3934989E+000	1.8979322E+001	1.6407690E+000
5.000000000000000E+000	1.6111881E+000	1.9273973E+001	1.8532097E+000
5.000000000000000E+000	1.0826625E+000	1.9650269E+001	2.1680052E+000
5.000000000000000E+000	7.2875988E-001	2.0081738E+001	2.6008127E+000
5.000000000000000E+000	4.8894435E-001	2.0528675E+001	3.2425165E+000
5.000000000000000E+000	3.2829121E-001	2.1251984E+001	3.9735923E+000
5.000000000000000E+000	2.2118911E-001	2.2056162E+001	5.1063876E+000
5.000000000000000E+000	1.4901161E-001	2.3082132E+001	6.2638054E+000
5.000000000000000E+000	1.0011718E-001	2.4609455E+001	7.8178706E+000
6.000000000000000E+000	1.0001000E+004	7.8826370E+000	2.3675039E+000
6.000000000000000E+000	6.7239995E+003	8.3831959E+000	2.3909330E+000
6.000000000000000E+000	4.5210005E+003	9.0453854E+000	2.4227202E+000
6.000000000000000E+000	3.0399998E+003	9.6862335E+000	2.4262147E+000
6.000000000000000E+000	2.0439991E+003	1.0310505E+001	2.4356644E+000
6.000000000000000E+000	1.3736262E+003	1.0940531E+001	2.4432797E+000
6.000000000000000E+000	9.2407684E+002	1.1587871E+001	2.4302576E+000
6.000000000000000E+000	6.2075903E+002	1.2244506E+001	2.3803701E+000
6.000000000000000E+000	4.1733029E+002	1.2861860E+001	2.3012848E+000
6.000000000000000E+000	2.8059583E+002	1.3432361E+001	2.2025833E+000
