9997.999,8.8688364,-2.1731081
6812.999,9.6274204,-2.3020465
4642.0,10.229209,-2.37707
3162.0007,10.811642,-2.4282377
2154.0,11.407984,-2.5022016
1467.9995,12.015899,-2.5868063
998.00061,12.672638,-2.6913126
680.99933,13.358861,-2.7765496
463.99887,14.086276,-2.8425455
316.00006,14.830057,-2.8655415
215.00046,15.581753,-2.8378561
146.99995,16.30912,-2.7866592
102.00077,16.977348,-2.7068043
68.000511,17.707493,-2.5873134
46.000347,18.379084,-2.4226565
32.00024,18.950953,-2.2429883
22.000166,19.455572,-2.0215156
14.99895,19.891476,-1.8275615
10.000075,20.275068,-1.6644065
6.998889,20.554846,-1.5737604
4.9988737,20.807394,-1.5646251
2.9988587,21.151636,-1.6437298
2.000015,21.49246,-1.8092784
0.99884343,22.146152,-2.2960827
