9997.999,8.0703106,-2.0909793
6812.999,8.6746445,-2.0802417
4642.0,9.2329988,-2.17731
3162.0007,9.7997351,-2.2354736
2154.0,10.363752,-2.2844932
1467.9995,10.926379,-2.3327811
998.00061,11.507975,-2.3952134
680.99933,12.097136,-2.4645715
463.99887,12.716316,-2.5230522
316.00006,13.361485,-2.5650027
215.00046,14.013545,-2.5891476
146.99995,14.664572,-2.6075842
102.00077,15.296975,-2.6026087
68.000511,16.006382,-2.5644543
46.000347,16.683783,-2.4934156
32.00024,17.287359,-2.3877454
22.000166,17.865393,-2.2467625
14.99895,18.379156,-2.0956337
10.000075,18.842802,-1.9427252
6.998889,19.197361,-1.8699443
4.9988737,19.521811,-1.878448
2.9988587,19.970646,-1.9672575
2.000015,20.351006,-2.1473427
0.99884343,21.163099,-2.8397024
