9997.999,9.216486,-1.8531556
6812.999,9.6851416,-2.2397859
4642.0,10.27012,-2.4534132
3162.0007,10.894736,-2.6647394
2154.0,11.580852,-2.8742609
1467.9995,12.332241,-3.1009538
998.00061,13.174377,-3.2798562
680.99933,14.077933,-3.4304028
463.99887,15.021389,-3.4953816
316.00006,15.971335,-3.4643807
215.00046,16.874941,-3.3681946
146.99995,17.71867,-3.2516544
102.00077,18.498386,-3.0956008
68.000511,19.303364,-2.9224644
46.000347,20.017426,-2.6989543
32.00024,20.619053,-2.5004523
22.000166,21.163879,-2.3112524
14.99895,21.648912,-2.1415787
10.000075,22.091667,-2.0342326
6.998889,22.450497,-2.0034685
4.9988737,22.774561,-2.0481884
2.9988587,23.298466,-2.2241912
2.000015,23.739824,-2.4847159
0.99884343,24.693773,-3.3691747
