cycle number,Ecell/V,Q discharge/mA.h,Energy discharge/W.h
2.0,3.4499383,2.883749703566233e-07,-2.351309176198402e-06
2.0,3.4449365,0.0001479566423263815,-2.860016982357631e-06
2.0,3.4398561,0.0005034354314704736,-4.082812846694291e-06
2.0,3.4348149,0.0009630645404424932,-5.661553772436588e-06
2.0,3.4298131,0.00148772520225909,-7.461041807834386e-06
2.0,3.4248114,0.00207057246401906,-9.457183732931716e-06
2.0,3.4198096,0.002717473719434605,-1.16694628434183e-05
2.0,3.4147685,0.003435276735176642,-1.412059394020994e-05
2.0,3.4097273,0.004230333856360779,-1.683152193917897e-05
2.0,3.4047256,0.005108027088724904,-1.981982651388009e-05
2.0,3.3997238,0.006064935946547323,-2.307305230185285e-05
2.0,3.3946433,0.007138219338175323,-2.671646658346965e-05
2.0,3.3896415,0.008388996586617497,-3.095615308126472e-05
2.0,3.3846397,0.009838289430091778,-3.586148723417122e-05
2.0,3.379638,0.01171396298814151,-4.22005847851832e-05
2.0,3.3746362,0.01495336027100682,-5.313237203546272e-05
2.0,3.3715641,0.02228785206144055,-7.786108161350638e-05
2.0,3.3708947,0.02962235581204295,-0.0001025849212170749
2.0,3.3706191,0.03695686075596345,-0.0001273067433665154
2.0,3.3703828,0.04429136376359396,-0.0001520268260458104
2.0,3.3702252,0.05162585992145869,-0.0001767457297611921
2.0,3.3698707,0.0589603580924703,-0.0002014620399732318
2.0,3.3694375,0.06629485628656215,-0.0002261751729103299
2.0,3.3690829,0.07362935419614117,-0.0002508857046007722
2.0,3.3686497,0.08096386037642757,-0.0002755930867997349
2.0,3.3682165,0.08829836164303952,-0.0003002972750921994
2.0,3.3677046,0.09563285105942024,-0.0003249976690576832
2.0,3.3672714,0.1029673460138672,-0.0003496949043224227
2.0,3.3667593,0.1103018296109802,-0.0003743883451854016
2.0,3.3662474,0.1176363032493161,-0.000399077998114815
2.0,3.365696,0.1249707893518772,-0.0004237636483102472
2.0,3.3652234,0.1323052872460584,-0.0004484458723078047
2.0,3.3647509,0.139639776561906,-0.0004731246015565243
2.0,3.3643177,0.1469742778944473,-0.000497800193884346
2.0,3.3637662,0.1543087735922304,-0.0005224717225581125
2.0,3.3631754,0.1616432693117692,-0.0005471389180759013
2.0,3.3626242,0.1689777630404797,-0.0005718020639510122
2.0,3.3620334,0.1763122460348904,-0.0005964608405090665
2.0,3.3615608,0.1836467270041671,-0.0006211161443816679
2.0,3.3610094,0.1909812157108221,-0.0006457674295708536
2.0,3.3604579,0.1983157224605316,-0.0006704147306998807
