cycle number,time/s,Ecell/V,I/mA,Capacity/mA.h
5.0,128937.0163013204,3.4252677,-0.88003963,1.977188719643487e-07
5.0,128937.3343013364,3.420228,-0.8800987,7.794487714767456e-05
5.0,128938.4243013912,3.4152277,-0.88015777,0.0003444383306304614
5.0,128940.1343014771,3.4102273,-0.88017744,0.0007625156443317731
5.0,128942.5403015981,3.4052269,-0.88023651,0.001350758298602369
5.0,128945.7323017586,3.4002266,-0.88023651,0.002131173299054305
5.0,128949.5983019532,3.3952262,-0.88017744,0.003076370337704817
5.0,128954.2963021894,3.3902259,-0.88023651,0.004224982004960378
5.0,128960.1683024848,3.3852255,-0.8800593,0.005660625243915452
5.0,128967.9003028735,3.3802252,-0.88015777,0.007551018075313833
5.0,128979.8303034736,3.3752248,-0.88019711,0.01046776745074325
5.0,129000.9923045379,3.3702245,-0.88023651,0.01564165159745349
5.0,129030.9923060467,3.3657358,-0.88011837,0.02297634449127648
5.0,129060.9923075554,3.362468,-0.88017744,0.03031107114493847
5.0,129090.9923090641,3.3596725,-0.88013804,0.03764578358064095
5.0,129120.9923105729,3.3573101,-0.88023651,0.04498048568020264
5.0,129150.9923120816,3.3553021,-0.88021678,0.05231519364284145
5.0,129180.9923135904,3.3534122,-0.88021678,0.05964989514152209
5.0,129210.9923150991,3.3517191,-0.88019711,0.06698458911723561
5.0,129240.9923166079,3.3501441,-0.88027585,0.07431927106463247
5.0,129270.9923181166,3.3486481,-0.88027585,0.08165395976934169
5.0,129300.9923196253,3.3473094,-0.88021678,0.08898866662803624
5.0,129330.9923211341,3.3459706,-0.88025618,0.09632338086833556
5.0,129360.9923226428,3.3448682,-0.88015777,0.103658093927602
5.0,129390.9923241516,3.3436477,-0.88021678,0.1109927941692207
5.0,129420.9923256603,3.3425059,-0.88017744,0.1183275069766574
5.0,129450.9923271691,3.3414822,-0.8800987,0.1256622035884857
5.0,129480.9923286778,3.3404191,-0.88011837,0.1329969073091944
5.0,129510.9923301865,3.3393166,-0.88019711,0.1403316051911977
5.0,129540.9923316953,3.3383718,-0.8800987,0.1476663100719783
5.0,129570.992333204,3.3373086,-0.88023651,0.1550010181983643
5.0,129600.9923347128,3.3362849,-0.88011837,0.1623357237999638
5.0,129630.9923362215,3.33534,-0.8800593,0.1696704175601734
5.0,129660.9923377302,3.3343163,-0.88017744,0.1770051197055645
5.0,129690.992339239,3.3335288,-0.8800987,0.1843398187011149
5.0,129720.9923407477,3.3325052,-0.88003963,0.1916745060508781
5.0,129750.9923422565,3.3317571,-0.88015777,0.199009192766481
5.0,129780.9923437652,3.3307726,-0.88019711,0.2063438775020175
