cycle number	freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	
2.000000000000000E+000	9.9979990E+003	4.9559250E+000	1.5064350E+000
2.000000000000000E+000	6.8129990E+003	5.4859385E+000	1.4703946E+000
2.000000000000000E+000	4.6420000E+003	5.8384471E+000	1.5243562E+000
2.000000000000000E+000	3.1620007E+003	6.1887598E+000	1.6011084E+000
2.000000000000000E+000	2.1540000E+003	6.5679083E+000	1.7148886E+000
2.000000000000000E+000	1.4679995E+003	6.9907250E+000	1.8461238E+000
2.000000000000000E+000	9.9800061E+002	7.4869294E+000	1.9700739E+000
2.000000000000000E+000	6.8099933E+002	8.0252848E+000	2.0753055E+000
2.000000000000000E+000	4.6399887E+002	8.5990610E+000	2.1203418E+000
2.000000000000000E+000	3.1600006E+002	9.1874990E+000	2.1063912E+000
2.000000000000000E+000	2.1500046E+002	9.7544088E+000	2.0385652E+000
2.000000000000000E+000	1.4699995E+002	1.0280388E+001	1.9353106E+000
2.000000000000000E+000	1.0200077E+002	1.0749084E+001	1.8109221E+000
2.000000000000000E+000	6.8000511E+001	1.1219628E+001	1.6442157E+000
2.000000000000000E+000	4.6000347E+001	1.1603079E+001	1.4735062E+000
2.000000000000000E+000	3.2000240E+001	1.1904714E+001	1.3203496E+000
2.000000000000000E+000	2.2000166E+001	1.2164041E+001	1.1868426E+000
2.000000000000000E+000	1.4998950E+001	1.2379284E+001	1.0912259E+000
2.000000000000000E+000	1.0000075E+001	1.2588626E+001	1.0399625E+000
2.000000000000000E+000	6.9988890E+000	1.2752192E+001	1.0545155E+000
2.000000000000000E+000	4.9988737E+000	1.2915652E+001	1.1017387E+000
2.000000000000000E+000	2.9988587E+000	1.3169372E+001	1.2679703E+000
2.000000000000000E+000	2.0000150E+000	1.3410891E+001	1.4743702E+000
2.000000000000000E+000	9.9884343E-001	1.4042022E+001	2.0250199E+000
2.000000000000000E+000	9.9884343E-001	1.3940837E+001	2.0297806E+000
2.000000000000000E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000
3.000000000000000E+000	9.9979990E+003	4.9136972E+000	1.4794550E+000
3.000000000000000E+000	6.8129990E+003	5.3310633E+000	1.3440747E+000
3.000000000000000E+000	4.6420000E+003	5.6475086E+000	1.3891404E+000
3.000000000000000E+000	3.1620007E+003	5.9688702E+000	1.4493840E+000
3.000000000000000E+000	2.1540000E+003	6.3032713E+000	1.5500360E+000
3.000000000000000E+000	1.4679995E+003	6.6828995E+000	1.6695356E+000
3.000000000000000E+000	9.9800061E+002	7.1200843E+000	1.7812035E+000
3.000000000000000E+000	6.8099933E+002	7.6052523E+000	1.8942543E+000
3.000000000000000E+000	4.6399887E+002	8.1335297E+000	1.9507029E+000
3.000000000000000E+000	3.1600006E+002	8.6702967E+000	1.9566151E+000
3.000000000000000E+000	2.1500046E+002	9.1979799E+000	1.9124975E+000
3.000000000000000E+000	1.4699995E+002	9.6927795E+000	1.8382221E+000
3.000000000000000E+000	1.0200077E+002	1.0135987E+001	1.7362883E+000
3.000000000000000E+000	6.8000511E+001	1.0596150E+001	1.5998007E+000
3.000000000000000E+000	4.6000347E+001	1.0984427E+001	1.4516945E+000
3.000000000000000E+000	3.2000240E+001	1.1295260E+001	1.3131917E+000
3.000000000000000E+000	2.2000166E+001	1.1558443E+001	1.1856428E+000
3.000000000000000E+000	1.4998950E+001	1.1777323E+001	1.0865656E+000
3.000000000000000E+000	1.0000075E+001	1.1982927E+001	1.0364039E+000
3.000000000000000E+000	6.9988890E+000	1.2152781E+001	1.0407089E+000
3.000000000000000E+000	4.9988737E+000	1.2311977E+001	1.0814244E+000
3.000000000000000E+000	2.9988587E+000	1.2581942E+001	1.2275467E+000
3.000000000000000E+000	2.0000150E+000	1.2808244E+001	1.4162014E+000
