cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
5.000000000000000E+000	3.4246202E+000	8.296809407571951E-007	-1.856915801409098E-006
5.000000000000000E+000	3.4196198E+000	6.586438442063000E-005	-2.079309761028871E-006
5.000000000000000E+000	3.4146194E+000	2.736841324447757E-004	-2.788935113853538E-006
5.000000000000000E+000	3.4096189E+000	6.262455480442279E-004	-3.991035163858646E-006
5.000000000000000E+000	3.4046185E+000	1.154839848426895E-003	-5.790697098815194E-006
5.000000000000000E+000	3.3996181E+000	1.851647855521490E-003	-8.159578245965726E-006
5.000000000000000E+000	3.3946178E+000	2.755297862901870E-003	-1.122712464232428E-005
5.000000000000000E+000	3.3896172E+000	3.886328927226779E-003	-1.506088699697185E-005
5.000000000000000E+000	3.3846169E+000	5.336670189746138E-003	-1.996973647496539E-005
5.000000000000000E+000	3.3796165E+000	7.343480211212818E-003	-2.675198473376665E-005
5.000000000000000E+000	3.3746161E+000	1.057325168505104E-002	-3.765122369755441E-005
5.000000000000000E+000	3.3696158E+000	1.604063783839138E-002	-5.607421442752692E-005
5.000000000000000E+000	3.3652453E+000	2.337548503158614E-002	-8.075777478057510E-005
5.000000000000000E+000	3.3618197E+000	3.071036251211953E-002	-1.054163107152608E-004
5.000000000000000E+000	3.3589849E+000	3.804526887620282E-002	-1.300541507813718E-004
5.000000000000000E+000	3.3565044E+000	4.538014294592663E-002	-1.546736881654969E-004
5.000000000000000E+000	3.3542995E+000	5.271503008969749E-002	-1.792770967765869E-004
5.000000000000000E+000	3.3525276E+000	6.004990978947737E-002	-2.038674835478007E-004
5.000000000000000E+000	3.3507953E+000	6.738479073366978E-002	-2.284451679143702E-004
5.000000000000000E+000	3.3492596E+000	7.471965207611314E-002	-2.530115227898330E-004
5.000000000000000E+000	3.3478029E+000	8.205453648883229E-002	-2.775672699323224E-004
5.000000000000000E+000	3.3464248E+000	8.938944055879904E-002	-3.021129749499939E-004
5.000000000000000E+000	3.3451254E+000	9.672433512679199E-002	-3.266491173455074E-004
5.000000000000000E+000	3.3439443E+000	1.040592321986767E-001	-3.511766046818482E-004
5.000000000000000E+000	3.3426843E+000	1.113941217162688E-001	-3.756948244867998E-004
5.000000000000000E+000	3.3416607E+000	1.187290082375023E-001	-4.002055267924275E-004
5.000000000000000E+000	3.3405583E+000	1.260638961492790E-001	-4.247081474158662E-004
5.000000000000000E+000	3.3395739E+000	1.333987873602059E-001	-4.492035583710570E-004
5.000000000000000E+000	3.3385501E+000	1.407336820058835E-001	-4.736914715563178E-004
5.000000000000000E+000	3.3375659E+000	1.480685650282581E-001	-4.981721270041810E-004
5.000000000000000E+000	3.3366601E+000	1.554034552997827E-001	-5.226461630536918E-004
5.000000000000000E+000	3.3356760E+000	1.627383533768336E-001	-5.471130062003564E-004
5.000000000000000E+000	3.3347704E+000	1.700732497921731E-001	-5.715732019544333E-004
5.000000000000000E+000	3.3338253E+000	1.774081394414584E-001	-5.960264430052627E-004
5.000000000000000E+000	3.3329985E+000	1.847430452478740E-001	-6.204736731596625E-004
5.000000000000000E+000	3.3320143E+000	1.920779372377011E-001	-6.449136383221499E-004
5.000000000000000E+000	3.3311875E+000	1.994128077083971E-001	-6.693474670503206E-004
5.000000000000000E+000	3.3303211E+000	2.067476788917660E-001	-6.937749431239373E-004
5.000000000000000E+000	3.3295336E+000	2.140825589178814E-001	-7.181966724539006E-004
5.000000000000000E+000	3.3285100E+000	2.214174592173576E-001	-7.426109617871541E-004
5.000000000000000E+000	3.3277619E+000	2.287523782107048E-001	-7.670198256684794E-004
5.000000000000000E+000	3.3268170E+000	2.360873105961561E-001	-7.914218036839233E-004
5.000000000000000E+000	3.3259902E+000	2.434222305839406E-001	-8.158176756813920E-004
5.000000000000000E+000	3.3252420E+000	2.507571748299877E-001	-8.402081406680456E-004
5.000000000000000E+000	3.3243759E+000	2.580921284377058E-001	-8.645922834332964E-004
5.000000000000000E+000	3.3235097E+000	2.654270700606518E-001	-8.889700330158157E-004
5.000000000000000E+000	3.3227222E+000	2.727620013639145E-001	-9.133419720675487E-004
5.000000000000000E+000	3.3219347E+000	2.800969337930097E-001	-9.377081386260045E-004
5.000000000000000E+000	3.3211472E+000	2.874318675125122E-001	-9.620685332359881E-004
5.000000000000000E+000	3.3202810E+000	2.947667962365495E-001	-9.864225579256246E-004
5.000000000000000E+000	3.3195329E+000	3.021017233661956E-001	-1.010771089640682E-003
5.000000000000000E+000	3.3187454E+000	3.094366571312626E-001	-1.035113867147079E-003
5.000000000000000E+000	3.3179579E+000	3.167716033471770E-001	-1.059450909729705E-003
5.000000000000000E+000	3.3171704E+000	3.241065436068323E-001	-1.083782156309443E-003
5.000000000000000E+000	3.3163435E+000	3.314414838436723E-001	-1.108107338023550E-003
5.000000000000000E+000	3.3154774E+000	3.387764009790103E-001	-1.132426089805507E-003
5.000000000000000E+000	3.3146505E+000	3.461113361755491E-001	-1.156738836683184E-003
5.000000000000000E+000	3.3138630E+000	3.534462607456062E-001	-1.181045772109872E-003
5.000000000000000E+000	3.3130362E+000	3.607811962031140E-001	-1.205346678830083E-003
5.000000000000000E+000	3.3121700E+000	3.681161402134909E-001	-1.229641260543347E-003
