cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
5.0,10001.0,7.3721366,2.3290539,7.731292913747659,-17.532711334364024
5.0,6723.9995,8.2467022,2.4277844,8.596640871198947,-16.404142829158026
5.0,4521.0005,8.9275808,2.5374985,9.281195913136996,-15.866812666848862
5.0,3039.9998,9.6243925,2.610707,9.972197452613203,-15.176809530660986
5.0,2043.9991,10.346654,2.6527193,10.68129995273555,-14.379997352070362
5.0,1373.6262,11.082661,2.6479383,11.394601883415142,-13.437546785469012
5.0,924.07684,11.812931,2.5819454,12.091806352209838,-12.329212562754986
5.0,620.75903,12.491385,2.4572842,12.730787283502723,-11.129023959982543
5.0,417.33029,13.10011,2.3105509,13.302312861814325,-10.002748906529753
5.0,280.59583,13.645686,2.1813333,13.818934885738658,-9.082185084551359
5.0,188.67896,14.150245,2.0897048,14.303716290222203,-8.400706991227812
5.0,126.85777,14.64143,2.0352023,14.78220284148561,-7.913575440915668
5.0,85.318459,15.149328,2.0033412,15.281214441764812,-7.533063337500403
5.0,57.369469,15.671142,1.9655048,15.793919738398921,-7.148817729877618
5.0,38.573051,16.188835,1.9044448,16.300468970353954,-6.709403853782849
5.0,25.937332,16.673647,1.7941188,16.769894649314956,-6.141514199513091
5.0,17.425045,17.117765,1.6684483,17.198883636009572,-5.5669672287609036
5.0,11.723022,17.490324,1.5577619,17.559557390836126,-5.0895741520402815
5.0,7.8813171,17.81591,1.475105,17.8768728778029,-4.7331261437416545
5.0,5.2992253,18.107916,1.4609519,18.166755415240488,-4.612648989800345
5.0,3.5623088,18.394272,1.512727,18.4563697781149,-4.701369251151456
5.0,2.3934989,18.679327,1.6343479,18.750689326826453,-5.000360855739268
5.0,1.6111881,18.992323,1.8555937,19.082755590213083,-5.580218821904235
5.0,1.0826625,19.341999,2.1695714,19.463297905948494,-6.400054402287202
5.0,0.72875988,19.748827,2.6039565,19.919757963635533,-7.511333030241691
5.0,0.48894435,20.293821,3.2511318,20.552591777219053,-9.101619468865447
5.0,0.32829121,20.891912,3.9730172,21.26633143462313,-10.767373779146928
5.0,0.22118911,21.830194,5.0234761,22.400729501623537,-12.959074688456115
5.0,0.14901161,22.784687,6.3426275,23.651022922734764,-15.55573381569257
5.0,0.10011718,24.154633,7.7730918,25.374539434163456,-17.838456666334373
6.0,10001.0,7.2499089,2.1940925,7.574643289083352,-16.83777034677533
6.0,6723.9995,8.1167421,2.3410175,8.447595234930391,-16.088532780710324
6.0,4521.0005,8.7731829,2.437134,9.105402809915024,-15.524952229660919
6.0,3039.9998,9.4400444,2.4977317,9.764891290698337,-14.820220262932459
6.0,2043.9991,10.119792,2.5361333,10.432744712616756,-14.069198396543193
6.0,1373.6262,10.821175,2.5342481,11.113966070353941,-13.18074887825123
6.0,924.07684,11.514052,2.4742873,11.776904988223572,-12.12801133644116
6.0,620.75903,12.171855,2.3685822,12.40017079637139,-11.011852898120845
6.0,417.33029,12.75045,2.2338309,12.94465046620784,-9.937154767142102
6.0,280.59583,13.284377,2.1228502,13.452924040883046,-9.079131859082416
6.0,188.67896,13.774304,2.0414226,13.924756978712654,-8.430164043827785
6.0,126.85777,14.250045,2.0017915,14.389960101108594,-7.996365754293226
6.0,85.318459,14.751394,1.9739292,14.882876786087044,-7.621647985427639
6.0,57.369469,15.2681,1.9543617,15.392673817905287,-7.294362086197781
6.0,38.573051,15.784828,1.8920879,15.897823486594332,-6.835289479376033
6.0,25.937332,16.277655,1.7943523,16.376255752629792,-6.290549524057963
6.0,17.425045,16.718161,1.6676975,16.80113455018521,-5.6966174572723185
6.0,11.723022,17.101967,1.5647471,17.173401199414382,-5.227730834150377
6.0,7.8813171,17.427689,1.4942499,17.49163018830352,-4.900554519779083
6.0,5.2992253,17.726114,1.4730361,17.787213185119786,-4.750351864400619
