10001.0,8.1531935,-2.7497189
6746.0,9.1132116,-2.69115
4551.0005,9.8843298,-2.6821413
3070.0,10.607491,-2.593833
2071.0005,11.262739,-2.4829764
1397.0001,11.87054,-2.3774493
942.05835,12.437235,-2.2883928
635.3645,12.981917,-2.2201605
428.71338,13.507548,-2.171324
289.13373,14.030249,-2.1325159
195.02592,14.545446,-2.1111598
133.4655,15.039322,-2.1162035
88.668892,15.602145,-2.1161127
59.863087,16.162352,-2.0953095
40.354206,16.725946,-2.038677
27.236528,17.259014,-1.9281009
18.356367,17.730276,-1.8060043
12.393575,18.13143,-1.6876655
8.3562918,18.491125,-1.5976812
5.6368299,18.809265,-1.5800273
3.8021243,19.115622,-1.623046
2.5634654,19.409023,-1.757459
1.7299316,19.742292,-1.9644628
1.1664815,20.102654,-2.3019249
0.78696758,20.540745,-2.730345
0.53085387,21.07177,-3.3645356
0.35855919,21.806711,-4.1322322
0.24214387,22.541647,-5.176075
0.16298145,23.695324,-6.3572493
0.1094304,25.172316,-8.0613432
0.074505806,26.700317,-9.9101992
