cycle number,Ecell/V,Q charge/mA.h,Energy charge/W.h
2.0,3.0755572,4.888724949624803e-07,1.5035553373603571e-09
2.0,3.0815072,2.933366331789229e-06,9.036280710474452e-09
2.0,3.0865905,7.333404885398017e-06,2.261739803502608e-08
2.0,3.0916345,1.466675500075022e-05,4.5289436339844113e-08
2.0,3.0966783,2.542209221257104e-05,7.859525523026921e-08
2.0,3.1017222,4.008919755617777e-05,1.240885420775279e-07
2.0,3.1068449,5.866731567515267e-05,1.818078736449355e-07
2.0,3.1118886,8.115665458970599e-05,2.517921920934565e-07
2.0,3.1170902,0.0001080461635523372,3.356092176418325e-07
2.0,3.1221733,0.000140313992301623,4.363549713127604e-07
2.0,3.127178,0.0001740491062071588,5.41850675784388e-07
2.0,3.1322217,0.0002131614235043525,6.643591247114829e-07
2.0,3.1372261,0.0002542294059197107,7.931986712137972e-07
2.0,3.1422701,0.0003011641430192523,9.406802916990204e-07
2.0,3.1472745,0.0003505447201265229,1.096094522536185e-06
2.0,3.1523578,0.0004009025718106163,1.254840489924563e-06
2.0,3.1573622,0.0004537043699291017,1.421554892592996e-06
2.0,3.1623666,0.0005089509026871787,1.596264684135584e-06
2.0,3.167371,0.0005656638668311967,1.775895684052913e-06
2.0,3.172415,0.0006267770665221744,1.969772116555595e-06
2.0,3.1774588,0.0006888675733738475,2.167062141658165e-06
2.0,3.1824632,0.0007524254199862481,2.369332647609303e-06
2.0,3.1875072,0.0008184268083837298,2.579712545204993e-06
2.0,3.1925116,0.0008858961278531286,2.795109127457385e-06
2.0,3.197516,0.0009567870950367716,3.0217841267665e-06
2.0,3.2025204,0.001031101165513198,3.259776451280793e-06
2.0,3.2075644,0.001103948147959179,3.493437835466827e-06
2.0,3.2125688,0.00118412915908628,3.751024846952406e-06
2.0,3.2175732,0.001262842797570758,4.004291737929908e-06
2.0,3.2225776,0.001342045735385683,4.259529348958411e-06
2.0,3.2276216,0.001424670901099841,4.526212114830006e-06
2.0,3.232626,0.001512674397726854,4.810694502711991e-06
2.0,3.2377093,0.001600677314036422,5.095622361851484e-06
2.0,3.2427926,0.001693568889862961,5.396850477134334e-06
2.0,3.2478364,0.001788905681702826,5.706488775297192e-06
2.0,3.2528408,0.001883264794548352,6.013423943390396e-06
2.0,3.2578847,0.001983490891920195,6.339949016651012e-06
2.0,3.2629678,0.002083227974242634,6.665387907222113e-06
2.0,3.2679725,0.002189810169206725,7.013695586085507e-06
2.0,3.2730556,0.002295902900397777,7.360942989089603e-06
2.0,3.2780602,0.00240297355181641,7.711927029860776e-06
2.0,3.2830646,0.002514444340070089,8.07789282913473e-06
2.0,3.288069,0.002625426124864154,8.442808596366269e-06
2.0,3.2931128,0.002741297750969728,8.824386926216474e-06
2.0,3.2981174,0.002860102195839087,9.21621793294427e-06
2.0,3.3031218,0.002980375371012423,9.613494880438875e-06
2.0,3.3081656,0.00310211300737328,1.001622313521453e-05
