cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
2.0,10001.0,8.4340019,2.2002959,8.716288780023321,-14.621646740081937
2.0,6746.0,8.911397,1.9182779,9.115524482619604,-12.148183150080932
2.0,4551.0005,9.3817205,1.8673815,9.565761506888121,-11.25729191540266
2.0,3070.0,9.8183575,1.8344228,9.988255653864996,-10.582899428339667
2.0,2071.0005,10.250462,1.8349762,10.413410049931311,-10.149243617222862
2.0,1397.0001,10.680414,1.8683239,10.842595510610327,-9.92234913966948
2.0,942.05835,11.15076,1.8977917,11.311103479068207,-9.658844406878103
2.0,635.3645,11.64077,1.927744,11.799310281640873,-9.403003851570237
2.0,428.71338,12.137363,1.9412048,12.291617333341941,-9.086717647223455
2.0,289.13373,12.641953,1.9311496,12.788600956781362,-8.685203588802331
2.0,195.02592,13.125427,1.9288641,13.266399309857887,-8.36013584560212
2.0,133.4655,13.601472,1.9273689,13.737350233704868,-8.065284934219447
2.0,88.668892,14.119561,1.9173831,14.249152984822873,-7.7332468844912485
2.0,59.863087,14.624677,1.8834974,14.7454650591338,-7.338669042645808
2.0,40.354206,15.1258,1.8105934,15.233780689642462,-6.825959310295589
2.0,27.236528,15.586527,1.7068999,15.679710813352044,-6.249627936052027
2.0,18.356367,15.992019,1.5890243,16.07077066983259,-5.674487863202263
2.0,12.393575,16.337261,1.4837435,16.404499131516125,-5.189343411901291
2.0,8.3562918,16.64727,1.4281031,16.70841335726195,-4.903172739163339
2.0,5.6368299,16.922577,1.4249755,16.982466472704406,-4.813269784082241
2.0,3.8021243,17.188803,1.4867285,17.252979748597667,-4.943438588245752
2.0,2.5634654,17.47061,1.622991,17.545834649801673,-5.307450921300757
2.0,1.7299316,17.766916,1.8473518,17.862698923287578,-5.936116143206784
2.0,1.1664815,18.127932,2.1883838,18.259543867597746,-6.883374518456628
2.0,0.78696758,18.575634,2.6507676,18.76381484056922,-8.12135305869562
2.0,0.53085387,19.043587,3.2189593,19.313723224733895,-9.594084561538896
2.0,0.35855919,19.714937,4.053071,20.127248332671062,-11.617220942801158
2.0,0.24214387,20.51232,4.9432864,21.099558104728757,-13.54941389158906
2.0,0.16298145,21.669041,6.2207489,22.54429095661543,-16.017715292438076
2.0,0.1094304,22.964737,7.8166847,24.2586006434498,-18.7974299322758
2.0,0.074505806,24.503298,9.3619833,26.23086624925458,-20.91037358396289
2.0,0.048894435,26.446756,11.33817,28.774728528214407,-23.205629412453497
3.0,10001.0,8.2512407,2.105587,8.51566026235814,-14.315465769437521
3.0,6746.0,8.8758926,1.819878,9.060542223378176,-11.587108675683933
3.0,4551.0005,9.3055506,1.7320722,9.465376171878917,-10.543986083411198
3.0,3070.0,9.6930199,1.6769162,9.837005780399767,-9.815157750726975
3.0,2071.0005,10.064634,1.6646875,10.201374516535125,-9.391678137700087
3.0,1397.0001,10.446989,1.6861974,10.582194518996888,-9.168756962679758
3.0,942.05835,10.85267,1.7416773,10.991537014732529,-9.117300495146594
3.0,635.3645,11.301627,1.7938281,11.443102380887737,-9.018922136872892
3.0,428.71338,11.773071,1.8328594,11.914888767890758,-8.848907763457435
3.0,289.13373,12.251012,1.8574513,12.391021764003794,-8.62130514462186
3.0,195.02592,12.736003,1.8598365,12.871082480612937,-8.308169286778025
3.0,133.4655,13.196651,1.8634449,13.327566338650765,-8.037363588001593
3.0,88.668892,13.701199,1.8565671,13.826412963397392,-7.716805385507055
3.0,59.863087,14.190465,1.829093,14.307860710772731,-7.344695394729861
3.0,40.354206,14.682307,1.7677644,14.788344390639418,-6.865421618999832
3.0,27.236528,15.138665,1.6614487,15.229563019501139,-6.26307142305273
3.0,18.356367,15.523493,1.5423604,15.599926619203604,-5.674087739742481
3.0,12.393575,15.865471,1.4467535,15.931298306842516,-5.210324147670481
3.0,8.3562918,16.16363,1.3916069,16.223424562681817,-4.920743078410872
3.0,5.6368299,16.424852,1.3881218,16.48340515043962,-4.830787580279464
3.0,3.8021243,16.683952,1.4494069,16.746791773353834,-4.965065938502443
3.0,2.5634654,16.959543,1.5905868,17.03396797980973,-5.357933678386835
3.0,1.7299316,17.249931,1.8168176,17.345343631546502,-6.012407302132596
3.0,1.1664815,17.599377,2.1554062,17.73087269919694,-6.9822776674620615
3.0,0.78696758,18.028946,2.6261609,18.219210052678047,-8.287621386729947
3.0,0.53085387,18.516758,3.1687224,18.78592900228322,-9.710807719717769
3.0,0.35855919,19.152618,3.9932432,19.564477184639262,-11.777218074563816
3.0,0.24214387,20.003807,4.862391,20.586285258155,-13.662112645713798
3.0,0.16298145,21.127604,6.1244297,21.997370068511785,-16.165716254960213
3.0,0.1094304,22.37743,7.6099558,23.636006445312493,-18.781773254256976
3.0,0.074505806,23.948143,9.0381203,25.59689769690306,-20.676697441246116
3.0,0.048894435,25.926348,10.903893,28.125973817319696,-22.810253228034956
4.0,10001.0,8.039113,1.8472431,8.24861472595651,-12.940898557830597
4.0,6746.0,8.7590895,1.7981626,8.941758082449391,-11.601128196875624
4.0,4551.0005,9.1826382,1.7218202,9.342671412033459,-10.62011059037159
4.0,3070.0,9.5706015,1.670805,9.71534880587554,-9.902716852739973
4.0,2071.0005,9.9417448,1.6649083,10.080188952382587,-9.506899844818145
4.0,1397.0001,10.317363,1.6921246,10.45520276875079,-9.314015683700324
4.0,942.05835,10.73734,1.745963,10.878366470797395,-9.235840117246187
4.0,635.3645,11.18649,1.8089217,11.331802867894892,-9.185553968955697
4.0,428.71338,11.661633,1.8541499,11.808113993282712,-9.034164212412218
4.0,289.13373,12.150869,1.878559,12.295226771867284,-8.788510599832177
4.0,195.02592,12.639087,1.8811792,12.778315827059592,-8.465654156637692
4.0,133.4655,13.10372,1.8801614,13.237918443941629,-8.16524253483914
4.0,88.668892,13.612657,1.8661348,13.739974151774087,-7.8059192657403464
4.0,59.863087,14.113148,1.8343216,14.231854489212942,-7.405364557437893
4.0,40.354206,14.595077,1.7623837,14.701097542086941,-6.88524039996773
4.0,27.236528,15.04269,1.6598839,15.133992764554211,-6.29682197597737
4.0,18.356367,15.438759,1.5408357,15.51545855314871,-5.6994219462376
4.0,12.393575,15.778338,1.444132,15.844288159323158,-5.2294973317926345
4.0,8.3562918,16.074106,1.3840857,16.133585371025887,-4.921402480963228
4.0,5.6368299,16.336821,1.3810488,16.395091221887803,-4.832064908408999
4.0,3.8021243,16.600998,1.4443245,16.663709306673116,-4.972342193780048
4.0,2.5634654,16.858112,1.5802497,16.93201492200187,-5.355156950470184
4.0,1.7299316,17.154776,1.8107892,17.250081076244616,-6.02559908450069
4.0,1.1664815,17.480913,2.1131642,17.608173734085277,-6.892703536741202
4.0,0.78696758,17.875986,2.5553224,18.057700519172915,-8.135159784710158
4.0,0.53085387,18.406378,3.1700611,18.677367010813306,-9.771970393442508
4.0,0.35855919,19.047937,3.859601,19.435030842146098,-11.454512835377352
4.0,0.24214387,19.897346,4.8817239,20.487449965272575,-13.784972839493207
4.0,0.16298145,20.863926,5.9960704,21.708437723042902,-16.034088052248947
4.0,0.1094304,22.256491,7.2929578,23.420901458006732,-18.142820856880707
4.0,0.074505806,23.896547,9.0266037,25.54455975114981,-20.693392944013723
4.0,0.048894435,25.993849,11.225031,28.313980765440984,-23.356334697267542
5.0,10001.0,8.3267546,1.6768427,8.493918036404898,-11.385945028466798
5.0,6746.0,8.6416492,1.7796992,8.823005731514701,-11.637044051696769
5.0,4551.0005,9.0678988,1.701322,9.226119725796183,-10.62631437393122
5.0,3070.0,9.4527359,1.6543397,9.596408486415369,-9.926897831079717
5.0,2071.0005,9.8212824,1.6481858,9.958619603733812,-9.52648154994415
5.0,1397.0001,10.19513,1.6870811,10.333775609857089,-9.396106808652085
5.0,942.05835,10.610747,1.7446519,10.75322101280275,-9.337204146562433
5.0,635.3645,11.061269,1.8061922,11.207765261357942,-9.27396770765988
5.0,428.71338,11.5426,1.8531972,11.69042149035217,-9.121158950374756
5.0,289.13373,12.024705,1.871302,12.169441298277789,-8.845500668206823
5.0,195.02592,12.513752,1.8753283,12.65349142925718,-8.522998581348265
5.0,133.4655,12.982171,1.8813241,13.117779699418715,-8.24567260087365
5.0,88.668892,13.487358,1.8656456,13.615779791292285,-7.875491620595093
