cycle number,Ecell/V,Q charge/mA.h,Energy charge/W.h
2.0,3.0296004,4.888238509496054e-07,1.480940925494897e-09
2.0,3.0348778,5.37643873029285e-06,1.63142547058351e-08
2.0,3.039958,1.564103941122691e-05,4.7518209664525544e-08
2.0,3.0449989,3.177140596840117e-05,9.663515783287509e-08
2.0,3.0500791,5.376694755421745e-05,1.637232996771817e-07
2.0,3.0551989,8.016184906164806e-05,2.443649739355494e-07
2.0,3.0602005,0.0001114451313681073,3.400980886149889e-07
2.0,3.0652807,0.0001461501150992182,4.464786046029727e-07
2.0,3.0703609,0.0001847644750277202,5.650386254662593e-07
2.0,3.0753624,0.0002253346229261823,6.898065346576297e-07
2.0,3.0804036,0.0002683490541577339,8.223083420282689e-07
2.0,3.0854445,0.0003128297490543789,9.59551055246098e-07
2.0,3.090446,0.0003607321452763346,1.10759082381699e-06
2.0,3.0954475,0.0004096121127737893,1.25889619897611e-06
2.0,3.1004488,0.0004609357616305352,1.418022546888449e-06
2.0,3.10549,0.0005132374193602138,1.580444820343298e-06
2.0,3.1104915,0.0005670054829120636,1.747689925756612e-06
2.0,3.1155717,0.0006217518837915527,1.918256265055065e-06
2.0,3.1205733,0.0006808970753682985,2.102823169662531e-06
2.0,3.1256142,0.0007405309158232477,2.289215546176995e-06
2.0,3.1306157,0.0008016316002607346,2.480498308842808e-06
2.0,3.1356173,0.0008637094176808994,2.675150584370509e-06
2.0,3.1406581,0.0009272536192668808,2.874721198342919e-06
2.0,3.1457384,0.0009951965241299736,3.088451800682481e-06
2.0,3.1507399,0.001063139910598596,3.302523739928675e-06
2.0,3.1557808,0.001133527044289642,3.524650104451448e-06
2.0,3.1608217,0.001205381218492985,3.751768335802725e-06
2.0,3.1658232,0.001279679052564833,3.986982144192741e-06
2.0,3.1709037,0.001355443007846673,4.227222349012509e-06
2.0,3.1759052,0.001433161952031983,4.474050350138939e-06
2.0,3.1809068,0.001513324380848143,4.729039562869411e-06
2.0,3.1859477,0.001594953773816427,4.989106536108964e-06
2.0,3.1909492,0.001679515869120757,5.258939886604575e-06
2.0,3.1959507,0.001764567116896312,5.5307594854267e-06
2.0,3.2009521,0.001852551690604952,5.812393887277866e-06
2.0,3.2059536,0.001942490367160903,6.100733110983797e-06
2.0,3.2109551,0.002035362435413731,6.398941156178928e-06
2.0,3.2159567,0.002130190006958113,6.703902519086983e-06
2.0,3.2209582,0.0022264841703905,7.014061997572785e-06
2.0,3.2259598,0.002325710554685858,7.334162322209313e-06
2.0,3.2309613,0.00242591385351287,7.6579153051348e-06
2.0,3.2359629,0.002528561731245783,7.990080025930494e-06
2.0,3.2409644,0.002633165156179004,8.329096003584473e-06
2.0,3.2460053,0.002739234800868564,8.67339863206663e-06
2.0,3.2510462,0.002847259248726898,9.024591100701405e-06
2.0,3.2560477,0.002958216639823384,9.385873661628223e-06
2.0,3.2610493,0.003069173888663451,9.747710717029225e-06
2.0,3.2661295,0.003181597729259067,1.01149015385951e-05
2.0,3.271131,0.003297442515989144,1.049384501613547e-05
2.0,3.2762115,0.003414265607396761,1.087658217169026e-05
2.0,3.2812917,0.003532554645074738,1.126472301197438e-05
2.0,3.2863326,0.003652798747983244,1.165988512819444e-05
2.0,3.2913735,0.003774509420825375,1.206048041039377e-05
2.0,3.296375,0.003895732123752435,1.246007590214802e-05
2.0,3.3013766,0.00401842025882668,1.286511563807225e-05
2.0,3.3063781,0.004143551976846324,1.327884841341927e-05
2.0,3.311419,0.004269661309553517,1.369644925510476e-05
2.0,3.3164599,0.004399192967381742,1.412603580331876e-05
2.0,3.3214614,0.004529212497075399,1.45578906575304e-05
2.0,3.3265023,0.004664120057390796,1.500666097033016e-05
2.0,3.3315039,0.004801471638282141,1.546424829335974e-05
2.0,3.3365448,0.004937356901036369,1.591763555369294e-05
2.0,3.3415463,0.005078620003196929,1.638967274963065e-05
2.0,3.3465874,0.005222326644559702,1.687059958771533e-05
2.0,3.3515887,0.005373854380481774,1.737845823911467e-05
2.0,3.3565903,0.005527337838179536,1.789363931998182e-05
2.0,3.3615918,0.005686685486170981,1.84293010693605e-05
2.0,3.3666327,0.005851899578438865,1.898551623488483e-05
2.0,3.3716738,0.006033243501153258,1.959694879195281e-05
2.0,3.3766754,0.006214586625132296,2.02092856517321e-05
2.0,3.3816767,0.006413038004106946,2.088038405091181e-05
2.0,3.3866782,0.006623709213236968,2.159385964620947e-05
2.0,3.3917193,0.006847578229175674,2.235316051748167e-05
2.0,3.3967206,0.007098330630759399,2.320489637742953e-05
2.0,3.4017618,0.0073666804510355,2.41177585370978e-05
2.0,3.4067633,0.007662890779773395,2.512687701862563e-05
2.0,3.4118042,0.007989895534184244,2.624255321288907e-05
2.0,3.4168451,0.008363335983918772,2.751854137744619e-05
2.0,3.4218466,0.008770503299136955,2.891180548213434e-05
2.0,3.4268875,0.00922068239652448,3.045451860922829e-05
2.0,3.4318891,0.009721211686829724,3.217227960341462e-05
2.0,3.4368906,0.01027110765616099,3.406221189254842e-05
2.0,3.4418921,0.01085326610989041,3.606593850278674e-05
2.0,3.4468937,0.01149994444333845,3.82949699711126e-05
2.0,3.4518952,0.01218914644658565,4.067402308343112e-05
2.0,3.4568968,0.0129194091397855,4.319846583751092e-05
2.0,3.4618981,0.01372201670196321,4.597701142279362e-05
2.0,3.4668996,0.01457545748137765,4.893580494808064e-05
2.0,3.4719012,0.01550075374792019,5.214834214622178e-05
2.0,3.4769027,0.01652039037115044,5.569351949832006e-05
2.0,3.4819043,0.01763436418735318,5.95722696836916e-05
2.0,3.4869452,0.01887786678350634,6.390829503319881e-05
2.0,3.4919467,0.02031297442287206,6.891961441465883e-05
2.0,3.4970272,0.02204527350809839,7.497751136275086e-05
2.0,3.502068,0.02446775839451286,8.346121826752027e-05
2.0,3.5070696,0.02977756546762254,0.0001020830811702175
2.0,3.5074632,0.03710952982978688,0.0001277996764772626
2.0,3.5062425,0.04444149210956361,0.0001535073143311425
2.0,3.5047853,0.05177345951229334,0.0001792042858991848
2.0,3.5032887,0.05910541196687354,0.0002048902324186438
2.0,3.5022254,0.06643736826227771,0.0002305683959808933
2.0,3.5013196,0.07376932780550587,0.0002562399299793998
2.0,3.5004139,0.08110126917365525,0.0002819047594192534
2.0,3.4998627,0.08843321193284459,0.0003075655521873043
2.0,3.4994295,0.09576516942984528,0.0003332232202835986
2.0,3.4990356,0.1030971128659116,0.0003588779513604673
2.0,3.4987993,0.1104290608988868,0.0003845309661821054
2.0,3.4985631,0.1177610159140163,0.0004101822730912722
2.0,3.4984055,0.1250929702407453,0.0004358324221150247
2.0,3.4984055,0.1324249237328106,0.0004614825682187851
2.0,3.4984841,0.1397568773360716,0.0004871332915759603
2.0,3.4984055,0.1470888345606791,0.0005127834507376666
2.0,3.4985235,0.1544207878361146,0.0005384344613801399
2.0,3.4987204,0.1617527432769537,0.0005640869235077815
2.0,3.498878,0.169084681198299,0.0005897404798140285
2.0,3.4989567,0.1764166333904532,0.000615394662916391
2.0,3.4991536,0.1837485772427586,0.0006410502607451545
2.0,3.4994295,0.1910805353756746,0.0006667079310667897
2.0,3.4997444,0.1984124974268344,0.0006923679243084046
2.0,3.4999413,0.2057444520351291,0.0007180293354111829
2.0,3.5001383,0.2130764184749127,0.0007436922318350974
2.0,3.5004139,0.2204083724499411,0.0007693571054042456
2.0,3.5007291,0.2277403384946783,0.0007950243321800668
2.0,3.501241,0.2350723105269671,0.0008206953330409096
2.0,3.501359,0.2424042520151205,0.000846367092254555
2.0,3.5017922,0.249736204218136,0.000872042065234558
2.0,3.5021074,0.2570681524017454,0.0008977193350915031
2.0,3.5025799,0.2644001105906897,0.0009234001046729616
2.0,3.5027769,0.2717320738337106,0.0009490823358677168
2.0,3.5032101,0.2790640372747183,0.0009747677440106226
2.0,3.503525,0.2863960098637144,0.001000455493412534
2.0,3.5039582,0.2937279978937904,0.001026146473177956
2.0,3.5043914,0.301059968219267,0.00105184056716483
2.0,3.5047066,0.3083919431509574,0.001077536988254178
2.0,3.5051398,0.3157239218810532,0.001103236598917093
2.0,3.505573,0.3230559025581347,0.00112893939266658
2.0,3.5058093,0.3303878740734193,0.001154643886644245
2.0,3.5063212,0.3377198469471931,0.001180352138509171
2.0,3.5066364,0.345051814371811,0.001206062682225738
2.0,3.5069907,0.3523837744746937,0.001231775797907849
2.0,3.5073845,0.3597157307902641,0.001257491788127141
2.0,3.5078571,0.3670476782127553,0.001283211211834653
2.0,3.5082903,0.3743796389279101,0.001308933858424396
2.0,3.5088024,0.3817115961209602,0.001334660247522279
2.0,3.509078,0.3890435454559327,0.00136038862982004
2.0,3.5097082,0.3963755074300038,0.001386121676634137
2.0,3.5101414,0.4037074579356446,0.001411857859446433
2.0,3.5106139,0.4110394078843462,0.001437597504984657
2.0,3.5110471,0.418371339042518,0.001463340260797247
2.0,3.5115983,0.4257032981926867,0.00148908715644111
2.0,3.5120711,0.4330352497828008,0.00151483749196681
2.0,3.5125437,0.4403672041411203,0.00154059130189759
2.0,3.5132132,0.4476991555128497,0.001566350009928027
2.0,3.5136464,0.455031108371152,0.001592111899431175
2.0,3.5141976,0.4623630612385275,0.001617877830512793
2.0,3.5147097,0.4696950193071036,0.001643647534737611
2.0,3.5152609,0.4770269709491732,0.001669421257921039
2.0,3.5156941,0.48435891821252,0.001695198141959753
2.0,3.5162849,0.491690856527885,0.00172097932625834
2.0,3.5168757,0.4990227814480664,0.001746764795165973
2.0,3.5173483,0.5063547179783054,0.001772553769579257
2.0,3.5180178,0.5136866895607778,0.00179834777588717
2.0,3.518451,0.5210186444212002,0.001824144899617544
2.0,3.5190811,0.5283505835786795,0.001849946588248257
2.0,3.519593,0.5356825186420151,0.001875752015576648
2.0,3.5201445,0.5430144638070797,0.001901561521749431
2.0,3.520617,0.5503463972620172,0.001927374451373942
2.0,3.5211682,0.5576783333012795,0.001953191431634185
2.0,3.5218377,0.5650102685643569,0.001979013317740752
2.0,3.5223498,0.5723422052822843,0.002004838963825284
2.0,3.5229404,0.5796741348525883,0.002030668914698392
2.0,3.5234525,0.5870060638979079,0.002056502618572301
2.0,3.5239251,0.594337983291944,0.002082339753106794
2.0,3.5245159,0.601669917679098,0.002108181272191832
2.0,3.5251064,0.6090018499321078,0.002134027113721635
2.0,3.5255792,0.6163337787057296,0.002159876409405148
2.0,3.5261698,0.6236657062537805,0.002185730030731627
2.0,3.5267606,0.6309976370515097,0.002211587995230823
2.0,3.5272725,0.6383295438178052,0.002237449628067722
2.0,3.5279026,0.6456614388300647,0.002263315839567491
2.0,3.5284541,0.6529933424531091,0.002289186124712778
2.0,3.5290053,0.6603252410787678,0.002315060433741709
2.0,3.5295961,0.6676571532494163,0.002340939122273776
2.0,3.5302262,0.6749890780928071,0.002366822475676859
2.0,3.5308564,0.6823210328121982,0.002392710554709161
2.0,3.5314469,0.6896529612334572,0.002418602870850864
2.0,3.5320771,0.696984896014333,0.002444499829598832
2.0,3.5327466,0.7043168207037451,0.002470401661275295
2.0,3.5334163,0.7116487579126162,0.002496308447508607
2.0,3.5339282,0.718980685438812,0.002522218952630442
2.0,3.5345583,0.7263126128209302,0.00254813407738607
2.0,3.5352671,0.733644547557831,0.002574054425148117
2.0,3.5357397,0.7409764708372291,0.002599978197073091
2.0,3.5364485,0.7483084006844297,0.00262590718922715
2.0,3.5370393,0.755640310011738,0.002651840440514781
2.0,3.5377877,0.762972206612362,0.00267777913394913
2.0,3.5384572,0.7703041037590307,0.002703722737869153
2.0,3.5389297,0.7776359915508497,0.002729669773338932
2.0,3.5397172,0.7849679046628875,0.002755622672271587
2.0,3.5402687,0.7922998063175548,0.002781579573914815
2.0,3.5409381,0.799631701396141,0.002807541360829447
2.0,3.5415683,0.8069635933002832,0.002833507756624166
2.0,3.5423164,0.8142954961704879,0.002859479676674076
2.0,3.5429466,0.821627395866944,0.002885456205607071
2.0,3.5435767,0.828959303880301,0.002911437384137151
2.0,3.5442069,0.8362912094422184,0.00293742317410957
2.0,3.5449157,0.8436231204628284,0.002963414180422425
2.0,3.5455458,0.850955018945469,0.002989409762413978
2.0,3.5462942,0.8582869200427005,0.003015410840840549
2.0,3.547003,0.8656188323253395,0.003041417155928461
2.0,3.5476332,0.8729507697120642,0.003067428180209898
2.0,3.5483813,0.8802827161365419,0.003093444722004684
2.0,3.5491297,0.8876146436839305,0.00311946668400102
2.0,3.5497992,0.8949465669628981,0.003145493539419554
2.0,3.5504687,0.9022784919403332,0.003171525309439823
2.0,3.5512958,0.9096104129202168,0.003197563129308498
2.0,3.5519257,0.9169423542336624,0.003223605639791325
2.0,3.5526347,0.9242743005390964,0.003249653366772106
2.0,3.5533435,0.931606234694554,0.003275706247598558
2.0,3.5540917,0.9389381642341283,0.003301764597461275
2.0,3.5548007,0.9462700868102248,0.003327828121325109
2.0,3.5555489,0.953602003917926,0.003353897111178672
2.0,3.5562971,0.9609339101023808,0.003379971547614707
