10001.0,8.533267,-1.7845645
6746.0,9.0038729,-1.958207
4551.0005,9.4707317,-1.8881484
3070.0,9.8975716,-1.8479898
2071.0005,10.31617,-1.845677
1397.0001,10.758264,-1.8897855
942.05835,11.213098,-1.9562883
635.3645,11.73787,-2.0152407
428.71338,12.275362,-2.0396042
289.13373,12.811843,-2.0378726
195.02592,13.346622,-2.0141175
133.4655,13.848063,-1.9835504
88.668892,14.378495,-1.9320219
59.863087,14.889983,-1.8495531
40.354206,15.365164,-1.725655
27.236528,15.786223,-1.5907674
18.356367,16.146296,-1.4567014
12.393575,16.451887,-1.3525723
8.3562918,16.710833,-1.3044324
5.6368299,16.961706,-1.3069056
3.8021243,17.202517,-1.3881652
2.5634654,17.456678,-1.544156
1.7299316,17.741526,-1.7730665
1.1664815,18.075294,-2.0924704
0.78696758,18.475431,-2.5282469
0.53085387,18.988247,-3.1412547
0.35855919,19.639837,-3.8303177
0.24214387,20.457729,-4.8516192
0.16298145,21.427988,-5.9440932
0.1094304,22.83502,-7.2594428
0.074505806,24.427975,-9.0138721
