9997.999,7.9090366,-2.106385
6812.999,8.4204397,-2.2783194
4642.0,9.0239,-2.2806933
3162.0007,9.5806808,-2.2631586
2154.0,10.112948,-2.2548819
1467.9995,10.632639,-2.2811556
998.00061,11.151869,-2.3381858
680.99933,11.712618,-2.4353614
463.99887,12.301959,-2.5483088
316.00006,12.957834,-2.663379
215.00046,13.665176,-2.7628982
146.99995,14.408195,-2.8094378
102.00077,15.121783,-2.8026609
68.000511,15.924441,-2.73331
46.000347,16.666479,-2.5932209
32.00024,17.294479,-2.408107
22.000166,17.851025,-2.1718116
14.99895,18.326256,-1.9384048
10.000075,18.731682,-1.7533829
6.998889,19.024405,-1.6351448
4.9988737,19.281914,-1.5922068
2.9988587,19.66502,-1.652534
2.000015,19.955639,-1.7976091
0.99884343,20.537376,-2.393559
