cycle number,freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg
2.0,9997.999,7.8689351,2.0330753,8.127332574927772,-14.486556466988812
2.0,6812.999,8.4949236,2.3338711,8.809692462353732,-15.362248968314844
2.0,4642.0,9.1334057,2.4470816,9.455543772721432,-14.998787948366942
2.0,3162.0007,9.7545509,2.524395,10.075903601003526,-14.5093403292216
2.0,2154.0,10.376813,2.6194212,10.702318228308222,-14.167219087106583
2.0,1467.9995,11.006779,2.7329521,11.340996919836254,-13.944380999340318
2.0,998.00061,11.683836,2.8718314,12.031601691583791,-13.809277155765505
2.0,680.99933,12.423124,3.0167572,12.784163403333354,-13.649168325865935
2.0,463.99887,13.227313,3.1318362,13.59302053200831,-13.320641048804228
2.0,316.00006,14.068235,3.1940713,14.42627212708497,-12.791660524998637
2.0,215.00046,14.930499,3.1915514,15.267802747214247,-12.065984277451056
2.0,146.99995,15.745987,3.1372912,16.055488241650156,-11.268268982934389
2.0,102.00077,16.50054,3.0442603,16.77901490152971,-10.453215831832651
2.0,68.000511,17.327082,2.9269922,17.572565378270323,-9.58821959570445
2.0,46.000347,18.084467,2.7660198,18.2947755440749,-8.695998644594791
2.0,32.00024,18.740641,2.5695798,18.915981746646114,-7.807296212849695
2.0,22.000166,19.340477,2.3500071,19.48272527028956,-6.927888184344115
2.0,14.99895,19.855082,2.1120458,19.967098404325593,-6.0718943828743255
2.0,10.000075,20.312393,1.9049902,20.401526831307137,-5.357791729325778
2.0,6.998889,20.652739,1.7841552,20.729660826453674,-4.937427283568269
2.0,4.9988737,20.917492,1.7212259,20.988189301816742,-4.70406751687784
2.0,2.9988587,21.339064,1.7653941,21.411965550234076,-4.729345492178022
2.0,2.000015,21.676733,1.9000444,21.759846559092743,-5.009380123768599
2.0,0.99884343,22.32559,2.3829918,22.452407861228764,-6.092576791646779
2.0,0.99884343,22.306433,2.4091151,22.436149151504072,-6.164104075155896
2.0,0.0,0.0,0.0,0.0,
3.0,9997.999,7.6064091,2.205863,7.919803720505439,-16.17218931696863
3.0,6812.999,8.2626715,2.233345,8.559180463451932,-15.125238621887842
3.0,4642.0,8.8851881,2.326057,9.18461260694378,-14.670261440811567
3.0,3162.0007,9.4941406,2.3642714,9.784093467737637,-13.983614547977119
3.0,2154.0,10.079841,2.3947568,10.360408038124138,-13.364493663660612
3.0,1467.9995,10.63836,2.4459014,10.915912107933169,-12.948051298412258
3.0,998.00061,11.227304,2.5245697,11.507641256077376,-12.672739250327535
3.0,680.99933,11.840982,2.6461198,12.133045978659936,-12.596989407529385
3.0,463.99887,12.525239,2.7692666,12.827721914237015,-12.467242389562212
3.0,316.00006,13.260164,2.8455522,13.562046918876987,-12.111646351186742
3.0,215.00046,14.013299,2.8758445,14.305349714410383,-11.59736082417273
3.0,146.99995,14.759143,2.859895,15.033672256154649,-10.966360480990794
3.0,102.00077,15.452233,2.8184676,15.707172383931448,-10.337041453009002
3.0,68.000511,16.214455,2.7463653,16.445396720908533,-9.613381919657742
3.0,46.000347,16.933931,2.6497374,17.139986213580215,-8.893244840363254
3.0,32.00024,17.575871,2.5104008,17.754248888231842,-8.128703338805979
3.0,22.000166,18.177137,2.326205,18.325379647330475,-7.29274324800613
3.0,14.99895,18.71373,2.1276624,18.834294194401707,-6.486405169924323
3.0,10.000075,19.191477,1.9397727,19.289258865212894,-5.771552503739142
3.0,6.998889,19.541677,1.8275883,19.626951341627816,-5.3429088144047725
3.0,4.9988737,19.840611,1.7454964,19.917243848879643,-5.0277056274995315
3.0,2.9988587,20.250237,1.7995291,20.33003697827222,-5.078226804446055
3.0,2.000015,20.594818,1.946153,20.68656665453533,-5.398261506036887
3.0,0.99884343,21.356195,2.4460945,21.49582385443636,-6.534066278152533
3.0,0.99884343,21.248289,2.4354186,21.387403984232098,-6.538546809757643
3.0,0.0,0.0,0.0,0.0,
4.0,9997.999,7.6495833,2.1642244,7.949842257378083,-15.797298965945798
4.0,6812.999,8.1686907,2.2009165,8.459996524363278,-15.079302307502081
4.0,4642.0,8.775816,2.2843103,9.068242388276909,-14.59010377928937
4.0,3162.0007,9.3771954,2.335526,9.663667795741798,-13.98578234264985
4.0,2154.0,9.9597578,2.371305,10.238157199305247,-13.39213896074348
4.0,1467.9995,10.516585,2.4287319,10.793391436629294,-13.00407035786864
4.0,998.00061,11.100327,2.5134952,11.381340765804001,-12.758580991330925
4.0,680.99933,11.707638,2.6323431,11.999917405347489,-12.6716472227375
4.0,463.99887,12.389677,2.7421908,12.689511674920105,-12.480011275364555
4.0,316.00006,13.115505,2.8330774,13.41800279324072,-12.189168785348885
4.0,215.00046,13.868715,2.85864,14.160264065363505,-11.646776970549883
4.0,146.99995,14.606602,2.8494449,14.881940674002838,-11.038583054919963
4.0,102.00077,15.304641,2.8077545,15.560061743809092,-10.395752586306694
4.0,68.000511,16.054359,2.7375851,16.286092689181867,-9.676985221282571
4.0,46.000347,16.769955,2.6399519,16.97647598108449,-8.946171185612684
4.0,32.00024,17.405069,2.5083375,17.584885097966016,-8.200737678789258
4.0,22.000166,18.023821,2.330889,18.173914464703582,-7.36874671460541
4.0,14.99895,18.557606,2.1312766,18.67958994188426,-6.551517672992459
4.0,10.000075,19.043425,1.9424338,19.14223301493343,-5.824040766957809
4.0,6.998889,19.392597,1.8041248,19.47633653176038,-5.315021039981104
4.0,4.9988737,19.688005,1.7580634,19.766343308726693,-5.102759462496452
4.0,2.9988587,20.114649,1.7712628,20.192485639461648,-5.032391077753516
4.0,2.000015,20.462345,1.9023559,20.55058444106371,-5.311441896066426
4.0,0.99884343,21.08349,2.3671703,21.215962052410024,-6.406113574990454
4.0,0.99884343,21.089745,2.3780799,21.223397658617458,-6.433497705995675
4.0,0.0,0.0,0.0,0.0,
5.0,9997.999,7.6304727,1.9893582,7.8855348374953325,-14.61243794978353
5.0,6812.999,8.09303,2.1680212,8.37839188057884,-14.996699542955986
5.0,4642.0,8.6967192,2.255491,8.984440132514083,-14.53930729965033
5.0,3162.0007,9.2829914,2.2973318,9.563036271591006,-13.90013773916911
5.0,2154.0,9.8517027,2.3349674,10.124629319054108,-13.333724119484351
5.0,1467.9995,10.402876,2.3907571,10.674059611159027,-12.94280236376336
5.0,998.00061,10.976012,2.47508,11.251615903084499,-12.707594862201507
5.0,680.99933,11.580534,2.5941985,11.867545389951465,-12.626585411734755
5.0,463.99887,12.247818,2.7149651,12.545121811100202,-12.498614259859522
5.0,316.00006,12.962083,2.7963369,13.260282642432273,-12.173965024423481
5.0,215.00046,13.718561,2.8304708,14.007515156528427,-11.657917107871766
5.0,146.99995,14.456199,2.8307068,14.730736251632749,-11.079058551138061
5.0,102.00077,15.13652,2.7798185,15.389659794918868,-10.406398051662359
5.0,68.000511,15.900064,2.708586,16.129118801828326,-9.667569803292697
5.0,46.000347,16.604149,2.5836942,16.803965000359725,-8.84459941608777
5.0,32.00024,17.227013,2.444628,17.399602954106538,-8.07672618610984
5.0,22.000166,17.821312,2.2546325,17.963366307888958,-7.210370602145419
5.0,14.99895,18.330568,2.0463669,18.444439289174383,-6.36994538871013
5.0,10.000075,18.78166,1.853541,18.872900322798323,-5.636205689357875
5.0,6.998889,19.113451,1.7434258,19.192799239545717,-5.211789368880121
5.0,4.9988737,19.385042,1.6723293,19.457043419528116,-4.930645207265433
5.0,2.9988587,19.797373,1.7122823,19.87128300779852,-4.943232104625897
5.0,2.000015,20.121542,1.8415898,20.20564043650258,-5.22932975083257
5.0,0.99884343,20.805639,2.2729604,20.929428161760395,-6.234685470518197
5.0,0.99884343,20.718901,2.2986553,20.84602299806894,-6.3307815120102875
5.0,0.0,0.0,0.0,0.0,
6.0,9997.999,7.5768495,1.9438108,7.822215080899201,-14.388694701127218
6.0,6812.999,8.0394087,2.1402342,8.319416726939775,-14.90740710533762
6.0,4642.0,8.6373405,2.2180443,8.917587758452548,-14.402191740487535
6.0,3162.0007,9.2104273,2.2626579,9.484281302292635,-13.80211186289433
6.0,2154.0,9.7696257,2.2941477,10.035372438904089,-13.215022935810447
6.0,1467.9995,10.312153,2.3423557,10.574834737277529,-12.797316099328329
6.0,998.00061,10.862519,2.4270325,11.13035515073159,-12.594834763053763
6.0,680.99933,11.462245,2.5448627,11.741353695459322,-12.517837770246645
6.0,463.99887,12.113991,2.6719711,12.405168580366661,-12.438512040671974
6.0,316.00006,12.821142,2.7649822,13.11589908281094,-12.169911734318779
6.0,215.00046,13.566696,2.8073044,13.85410402554692,-11.690996334310672
6.0,146.99995,14.300905,2.8036635,14.573140115989322,-11.092042718285946
6.0,102.00077,14.990836,2.7576683,15.242371811228097,-10.42342207528613
6.0,68.000511,15.734924,2.6776402,15.961127476667556,-9.657611479842945
6.0,46.000347,16.435982,2.5639408,16.634761697428328,-8.866429681188581
6.0,32.00024,17.064371,2.4227331,17.235498057772414,-8.080626671287106
6.0,22.000166,17.633471,2.2256806,17.77337766551584,-7.193779912709419
6.0,14.99895,18.143896,2.0205889,18.25606040638613,-6.354541749030123
6.0,10.000075,18.589848,1.8233347,18.67905238740253,-5.6017833107403705
6.0,6.998889,18.916176,1.7026044,18.99264531880368,-5.14321091992835
6.0,4.9988737,19.185568,1.6298534,19.254673240232243,-4.855735484043191
6.0,2.9988587,19.57328,1.6821229,19.6454276463788,-4.911916462876255
6.0,2.000015,19.887009,1.8019823,19.96848184453676,-5.177490604003296
6.0,0.99884343,20.585577,2.2802584,20.71148374196546,-6.320868741865691
6.0,0.99884343,20.488125,2.2518375,20.611502568760756,-6.272169430129807
6.0,0.0,0.0,0.0,0.0,
7.0,9997.999,7.5392027,1.892246,7.773041378778533,-14.089485044361178
7.0,6812.999,8.0220346,2.1284857,8.299607852103716,-14.859887619352765
7.0,4642.0,8.614994,2.206058,8.892964270669257,-14.363203405316519
7.0,3162.0007,9.1899967,2.248162,9.460986826132615,-13.746377081506159
7.0,2154.0,9.7448444,2.2729142,10.006404516147295,-13.129099551998143
7.0,1467.9995,10.27865,2.326726,10.538704839854658,-12.754798679276988
7.0,998.00061,10.819542,2.4060948,11.083852276007248,-12.537649334405279
7.0,680.99933,11.414064,2.5221419,11.689399332721575,-12.460304875895401
7.0,463.99887,12.055583,2.6523614,12.343909529241493,-12.408022079755769
7.0,316.00006,12.754689,2.7527742,13.048366077134204,-12.179024921420494
7.0,215.00046,13.495821,2.8047504,13.784186928155798,-11.740296590215243
7.0,146.99995,14.231961,2.7983856,14.504470892514775,-11.123978363402818
7.0,102.00077,14.922458,2.7558663,15.174799894075695,-10.463440046218384
7.0,68.000511,15.668306,2.6847248,15.896652482877363,-9.72306511833489
7.0,46.000347,16.377293,2.572932,16.578169533590646,-8.92839608658689
7.0,32.00024,17.001213,2.4213302,17.172771570390175,-8.105612962509843
7.0,22.000166,17.575863,2.2160959,17.71502303788414,-7.186356343082721
7.0,14.99895,18.078791,2.0135586,18.1905772931294,-6.3552307388436216
7.0,10.000075,18.519007,1.8288242,18.60908966662675,-5.639895179918259
7.0,6.998889,18.861351,1.6946789,18.937330807674723,-5.13419848899594
7.0,4.9988737,19.131748,1.6454439,19.202376601961312,-4.91568051543479
7.0,2.9988587,19.515013,1.6731621,19.586607766610467,-4.900394390348698
7.0,2.000015,19.838364,1.7804973,19.918103745884125,-5.128567223400388
7.0,0.99884343,20.476219,2.1972022,20.593767067820444,-6.1246922790031455
7.0,0.99884343,20.421154,2.2345355,20.543044555091544,-6.244608635598287
7.0,0.0,0.0,0.0,0.0,
