9997.999,8.9404755,-2.0747702
6812.999,9.6605997,-2.3764248
4642.0,10.322306,-2.4587114
3162.0007,10.97932,-2.4934821
2154.0,11.610867,-2.5131526
1467.9995,12.224916,-2.5305924
998.00061,12.8482,-2.5528336
680.99933,13.465362,-2.5833895
463.99887,14.10968,-2.6142707
316.00006,14.758861,-2.6408954
215.00046,15.422401,-2.6603062
146.99995,16.089659,-2.6648326
102.00077,16.728115,-2.6490204
68.000511,17.447361,-2.6150939
46.000347,18.145617,-2.5321195
32.00024,18.758644,-2.4194467
22.000166,19.330362,-2.2774231
14.99895,19.862307,-2.116672
10.000075,20.325851,-1.9981059
6.998889,20.690947,-1.9380293
4.9988737,21.014891,-1.9257821
2.9988587,21.507067,-2.0284321
2.000015,21.916649,-2.2249682
0.99884343,22.71088,-2.8060234
