cycle number,time/s,Ecell/V,I/mA,Q charge/mA.h
25.0,701675.2659266759,3.5139179,0.87995511,0.2656706185945868
25.0,701705.2659298051,3.5143905,0.88003385,0.2730036669266886
25.0,701735.2659329344,3.5149026,0.87995511,0.2803367067798641
25.0,701765.2659360636,3.5152175,0.87999451,0.2876697436767154
25.0,701795.2659391928,3.5156901,0.87985665,0.295002802596059
25.0,701825.2659423221,3.5161233,0.87991571,0.3023358343302872
25.0,701855.2659454513,3.5165567,0.87997478,0.3096688563156458
25.0,701885.2659485806,3.5169504,0.88005358,0.3170018896359867
25.0,701915.2659517098,3.5173836,0.87993538,0.32433491708176
25.0,701945.2659548391,3.5178957,0.87997478,0.3316679561363657
25.0,701975.2659579683,3.5183289,0.87999451,0.3390009975527392
25.0,702005.2659610976,3.5189197,0.87995511,0.3463340355125069
25.0,702035.2659642268,3.5193529,0.87995511,0.3536670793575048
25.0,702065.265967356,3.5197861,0.87985665,0.3610001281916764
25.0,702095.2659704853,3.520298,0.87989604,0.368333179235061
25.0,702125.2659736145,3.5208099,0.87997478,0.3756662298967441
25.0,702155.2659767438,3.521322,0.88003385,0.3829992673528526
25.0,702185.265979873,3.5217552,0.88003385,0.3903323153028554
25.0,702215.2659830023,3.5221884,0.87999451,0.3976653603513705
25.0,702245.2659861315,3.522661,0.88005358,0.4049984095713828
25.0,702275.2659892607,3.5231335,0.87991571,0.4123314627360967
25.0,702305.26599239,3.5235667,0.88009292,0.4196645031138924
25.0,702335.2659955192,3.5241182,0.87995511,0.4269975347725882
25.0,702365.2659986485,3.5246694,0.88009292,0.4343305514854193
25.0,702395.2660017777,3.5251815,0.88009292,0.441663562849727
25.0,702425.266004907,3.5256934,0.87991571,0.4489965873631836
25.0,702455.2660080362,3.5262055,0.87999451,0.4563296224559679
25.0,702485.2660111655,3.5265992,0.87995511,0.463662656128506
25.0,702515.2660142947,3.52719,0.87995511,0.4709956815946104
25.0,702545.266017424,3.5277021,0.87987632,0.478328710301055
25.0,702575.2660205532,3.5281746,0.87989604,0.4856617411071064
25.0,702605.2660236824,3.5288048,0.87999451,0.4929947853033412
25.0,702635.2660268117,3.5292773,0.88009292,0.5003278437549871
25.0,702665.2660299409,3.5297105,0.88011265,0.5076609062983594
25.0,702695.2660330702,3.5302224,0.88001418,0.5149939548933508
25.0,702725.2660361994,3.5308919,0.87999451,0.5223270110789936
25.0,702755.2660393286,3.5312858,0.87989604,0.5296600550785
25.0,702785.2660424579,3.5318766,0.87999451,0.5369931025889517
25.0,702815.2660455871,3.532428,0.87995511,0.5443261533713674
25.0,702845.2660487164,3.5329006,0.87985665,0.5516592024251158
25.0,702875.2660518456,3.5336094,0.88003385,0.5589922603940966
25.0,702905.2660549749,3.5340033,0.87985665,0.5663253228619034
25.0,702935.2660581041,3.5345941,0.87995511,0.573658378523489
25.0,702965.2660612334,3.5351849,0.87993538,0.5809914410426883
25.0,702995.2660643626,3.5357361,0.88001418,0.588324482131435
25.0,703025.2660674918,3.5363662,0.87993538,0.5956575332094896
25.0,703055.2660706211,3.5369964,0.88009292,0.602990573150317
25.0,703085.2660737503,3.5374689,0.87991571,0.6103235959916314
25.0,703115.2660768796,3.5380597,0.88007325,0.6176565977850558
25.0,703145.2660800088,3.5386899,0.87989604,0.6249896205060682
25.0,703175.2660831381,3.53932,0.87997478,0.6323226621203292
25.0,703205.2660862673,3.5398319,0.88003385,0.6396556974310678
25.0,703235.2660893966,3.5405409,0.87987632,0.6469887257634932
25.0,703265.2660925258,3.5411315,0.88001418,0.6543217568541236
25.0,703295.266095655,3.5417223,0.87995511,0.6616547864542075
25.0,703325.2660987843,3.5423524,0.88003385,0.6689878178396822
25.0,703355.2661019135,3.5429039,0.87997478,0.6763208383174407
25.0,703385.2661050428,3.5434945,0.87985665,0.6836538512664703
25.0,703415.266108172,3.5440853,0.87993538,0.6909868651471536
25.0,703445.2661113013,3.5447547,0.88001418,0.6983198789205154
25.0,703475.2661144305,3.5453455,0.87995511,0.7056528950875998
25.0,703505.2661175597,3.545897,0.87993538,0.7129859092762735
25.0,703535.266120689,3.5465665,0.88007325,0.7203189347768492
25.0,703565.2661238182,3.5472753,0.88005358,0.727651952355206
25.0,703595.2661269475,3.5478268,0.87995511,0.734984969092773
25.0,703625.2661300767,3.5484173,0.88007325,0.7423179908510711
25.0,703655.266133206,3.5490475,0.87999451,0.7496509956052236
25.0,703685.2661363352,3.5496776,0.87993538,0.7569840060938398
25.0,703715.2661394645,3.5503471,0.88001418,0.7643170350513855
25.0,703745.2661425937,3.5510561,0.87999451,0.7716500602540042
25.0,703775.2661457229,3.5516467,0.87997478,0.7789830764875808
25.0,703805.2661488522,3.5523164,0.87995511,0.7863161157807376
25.0,703835.2661519814,3.5529463,0.88005358,0.7936491588911413
25.0,703865.2661551107,3.553616,0.87999451,0.8009821854512558
25.0,703895.2661582399,3.5543642,0.88001418,0.8083152228230899
25.0,703925.2661613692,3.5549157,0.87987632,0.8156482426125803
25.0,703955.2661644984,3.5555062,0.88005358,0.8229812660550077
25.0,703985.2661676276,3.5561759,0.87973851,0.8303142778244282
25.0,704015.2661707569,3.5568454,0.88001418,0.8376472778227262
25.0,704045.2661738861,3.5575542,0.87999451,0.8449802677444285
25.0,704075.2661770154,3.5581844,0.87999451,0.8523132704444063
25.0,704105.2661801446,3.5588539,0.87993538,0.8596462736042009
25.0,704135.2661832739,3.559484,0.88009292,0.8669792817529705
25.0,704165.2661864031,3.5601928,0.87999451,0.8743122743114167
25.0,704195.2661895324,3.5609412,0.88003385,0.8816452598245608
25.0,704225.2661926616,3.5615714,0.87999451,0.8889782593075103
25.0,704255.2661957908,3.5623589,0.87995511,0.8963112662186887
25.0,704285.2661989201,3.5630286,0.87997478,0.9036442723107668
25.0,704315.2662020493,3.5637767,0.87999451,0.9109772850003508
25.0,704345.2662051786,3.5644069,0.87987632,0.9183102862339552
25.0,704375.2662083078,3.5650764,0.87985665,0.9256432863080504
25.0,704405.2662114371,3.5657852,0.87999451,0.9329762773131994
25.0,704435.2662145663,3.5664942,0.88017172,0.9403092823097772
25.0,704465.2662176955,3.5673213,0.88005358,0.9476422769269348
25.0,704495.2662208248,3.5679908,0.87989604,0.9549752781287169
25.0,704525.266223954,3.5686603,0.87995511,0.9623082688304784
25.0,704555.2662270833,3.5694084,0.87991571,0.969641274770399
25.0,704585.2662302125,3.5701568,0.87991571,0.9769742819125784
25.0,704615.2662333418,3.5708263,0.87993538,0.9843073013283148
25.0,704645.266236471,3.5714958,0.87987632,0.9916403252958588
25.0,704675.2662396003,3.5722442,0.87995511,0.9989733334885372
25.0,704705.2662427295,3.572953,0.87987632,1.006306344374286
25.0,704735.2662458587,3.5737801,0.87995511,1.013639342041579
25.0,704765.266248988,3.5744889,0.87985665,1.020972333975765
25.0,704795.2662521172,3.5753553,0.88003385,1.02830535310636
25.0,704825.2662552465,3.5759854,0.87981725,1.035638372305301
25.0,704855.2662583757,3.5769305,0.87989604,1.042971385334234
25.0,704885.266261505,3.5775607,0.87997478,1.050304421073563
25.0,704915.2662646342,3.5783877,0.88007325,1.057637449417942
25.0,704945.2662677635,3.5791361,0.88009292,1.064970483484301
25.0,704975.2662708927,3.5797663,0.87977785,1.07230351871007
25.0,705005.2662740219,3.580672,0.87991571,1.079636537208557
25.0,705035.2662771512,3.5813415,0.87991571,1.086969547523492
25.0,705065.2662802804,3.5821686,0.87993538,1.094302575606141
25.0,705095.2662834097,3.5829957,0.87995511,1.101635598327551
25.0,705125.2662865389,3.5838227,0.87999451,1.108968623902897
25.0,705155.2662896682,3.5846498,0.88013232,1.116301658232146
25.0,705185.2662927974,3.5855162,0.87991571,1.123634683730437
25.0,705215.2662959266,3.5863431,0.88003385,1.130967725857033
25.0,705245.2662990559,3.5870521,0.87995511,1.138300760941638
25.0,705275.2663021851,3.5879972,0.87989604,1.145633772982557
25.0,705305.2663053144,3.5888636,0.87997478,1.152966797453231
25.0,705335.2663084436,3.589612,0.87997478,1.160299849089351
25.0,705365.2663115729,3.5904391,0.88001418,1.167632882675826
25.0,705395.2663147021,3.5912659,0.87991571,1.174965913188159
25.0,705425.2663178314,3.592093,0.87983698,1.182298936620752
25.0,705455.2663209606,3.5929201,0.87989604,1.18963195121189
25.0,705485.2663240898,3.5938258,0.87999451,1.196964960869418
25.0,705515.2663272191,3.5946922,0.87997478,1.204297982670102
25.0,705545.2663303483,3.59548,0.87983698,1.211630981191198
25.0,705575.2663334776,3.5964646,0.87995511,1.218963996352056
25.0,705605.2663366068,3.5972521,0.87987632,1.226297028929624
25.0,705635.2663397361,3.5981975,0.87991571,1.23363004962633
25.0,705665.2663428653,3.598985,0.87995511,1.240963068441119
25.0,705695.2663459945,3.5999303,0.87991571,1.248296096697251
25.0,705725.2663491238,3.6009543,0.88007325,1.255629109714064
25.0,705755.266352253,3.6017814,0.88005358,1.262962128223015
25.0,705785.2663553823,3.6027265,0.87999451,1.270295143559376
25.0,705815.2663585115,3.6037111,0.87993538,1.277628161653743
25.0,705845.2663616408,3.6046169,0.88003385,1.284961193780269
25.0,705875.26636477,3.6055226,0.87995511,1.292294227539797
25.0,705905.2663678993,3.6065073,0.87995511,1.29962725570778
25.0,705935.2663710285,3.6074524,0.88011265,1.306960269741912
25.0,705965.2663741577,3.6084371,0.87981725,1.314293285230762
25.0,705995.266377287,3.6094608,0.87987632,1.321626279661291
25.0,706025.2663804162,3.6104848,0.87999451,1.328959274593028
25.0,706055.2663835455,3.6115088,0.87995511,1.33629226254728
25.0,706085.2663866747,3.6125329,0.87987632,1.343625248564183
25.0,706115.266389804,3.6135962,0.87991571,1.350958225193354
25.0,706145.2663929332,3.6146595,0.87993538,1.358291209021972
25.0,706175.2663960624,3.6157622,0.87989604,1.365624197741779
25.0,706205.2663991917,3.6167862,0.87993538,1.37295720056302
25.0,706235.2664023209,3.61781,0.87985665,1.38029020108458
